Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
M0R366;Q9BTV5	FSD1	4.66702628696212e-19	84902.7304716667	24725.7974172222	1.77973555576022	1.40321923694661e-16
Q8N9I0	SYT2	4.84147692151851e-19	218804.330733333	23804.5148111667	3.20027355962598	1.40368248746026e-16
O43301	HSPA12A	5.97445171201979e-19	116476.690116667	18726.9055389444	2.63677979666506	1.67243444821299e-16
Q12860	CNTN1	6.23041698487626e-19	311585.135433333	32827.2858348333	3.24661508435567	1.68595083610752e-16
P00568;Q5T9B7	AK1	6.47507087891154e-19	436719.729183333	77722.2871166667	2.49028888496913	1.69563307725819e-16
Q9UBH6	XPR1	6.69789230777763e-19	21789.5065116667	2954.43020536111	2.88219346688511	1.69917155482934e-16
Q8TBJ4	PLPPR1	1.05928482989429e-18	26664.5452483333	1380.77259655556	4.27033061302751	2.60584068153995e-16
P49418	AMPH	1.23668292157193e-18	153629.130216667	28081.8126094444	2.45169245716627	2.95276234038851e-16
Q9BYV8	CEP41	1.4801803094772e-18	37517.7356766667	8129.76852761111	2.20610913021253	3.43317250066741e-16
O00154	ACOT7	1.54748196514803e-18	1124848.5	371737.824683333	1.59736942808742	3.4895718314088e-16
Q9ULH0	KIDINS220	1.83480884913425e-18	81219.1145866667	14907.1673457778	2.44571638107503	4.02566979385725e-16
P29320	EPHA3	1.9686984544565e-18	61184.233075	10732.3525533333	2.51105915321289	4.20576159296785e-16
Q5SWX3	CAMK2G	2.0539857730672e-18	14799.8514	632.0997993	4.54700594190787	4.27545038609219e-16
P17600	SYN1	2.77526559138661e-18	41715.1914066667	7528.50523544444	2.46994589162013	5.63240151771912e-16
O00429	DNM1L	2.94610819281939e-18	387562.51565	192736.172744444	1.00779419511502	5.83329422178239e-16
P41240	CSK	3.67184773824874e-18	179351.664066667	88016.9036483333	1.02692221491241	7.09715712835792e-16
C9J5N1;Q9BTE6	PTGES3L-AARSD1;AARSD1	4.95277553722411e-18	264646.494816667	136984.721361111	0.950041023509019	9.35037949097333e-16
O15075	DCLK1	5.25786001061333e-18	746352.854166667	72150.372294	3.37075911684173	9.70075171958159e-16
Q8NCC3	PLA2G15	5.42189100524357e-18	8588.01090516667	2461.94783522222	1.80193795100316	9.78109137345941e-16
A0A1W2PRD1;Q9NY46	SCN3A	6.28335132670981e-18	11210.7117516667	1115.40572605	3.32794454140823	1.10887491457022e-15
E7EPC8;Q9UQB3	CTNND2	6.42372554918961e-18	57875.5488266667	7382.41953869445	2.97059292694472	1.1095277448579e-15
Q9Y2A7	NCKAP1	8.21971676080095e-18	83891.16797	42687.1323805556	0.974683886682247	1.39015959717046e-15
F5H4N6;Q9Y3R0	GRIP1	8.81182869927349e-18	31435.3108733333	4406.48952238889	2.83435698539025	1.45988623225923e-15
A0A2R8Y4H2;Q9UH03	SEPTIN3	1.02475482420875e-17	72359.6588566667	9357.03521722222	2.95090804318011	1.66379193258533e-15
P45974	USP5	1.51176292002857e-17	683262.760416667	381707.006983333	0.839971048467321	2.40637085976313e-15
Q9H479	FN3K	1.62245750834121e-17	71368.790365	11784.9784075556	2.59822179212244	2.53290577936807e-15
Q14195	DPYSL3	1.65641796900949e-17	4981996.75	1077663.59549444	2.20881584642022	2.53713227781492e-15
Q9H492	MAP1LC3A	1.70927303043048e-17	8220.681478	469.434911127778	4.1271909632606	2.56960712241383e-15
Q92854	SEMA4D	2.95476924900047e-17	31863.9163433333	4876.08132256667	2.70783366330745	4.36123941152469e-15
P52943	CRIP2	3.8118993375062e-17	399409.427116667	36939.1521826667	3.43460666966595	5.52589264676346e-15
P20839	IMPDH1	4.5782382823025e-17	29048.5514316667	15531.0629338889	0.903216764357789	6.46081240445335e-15
Q99536	VAT1	4.61600294972031e-17	2275563.29166667	523241.447061111	2.12067222682213	6.46081240445335e-15
P60174	TPI1	4.78026210317488e-17	1316348.22916667	786159.975694445	0.743644536145709	6.57731656840232e-15
E7EM83;Q92932	PTPRN2	5.04116809415915e-17	10132.4458005	580.284474672222	4.12359427141816	6.82070043139733e-15
A0A0A0MSK4	GPSM1	5.59236871764011e-17	52606.0540383333	12537.2406410556	2.0688939139051	7.32239504029072e-15
Q96E17	RAB3C	5.54878753509778e-17	14778.2058916667	1717.72202558333	3.10406299649742	7.32239504029072e-15
A0A087WZV0;O43314	PPIP5K2	5.84198936272685e-17	88727.5442733333	34688.1999788889	1.35489547054471	7.52782057882803e-15
Q6VY07	PACS1	6.00350568143989e-17	34193.006185	7885.46383961111	2.11625079773291	7.61507173780141e-15
G3XAH0;Q99719	SEPTIN5	8.60019048089137e-17	250479.531266667	30989.8464356667	3.01477864971509	1.07409763575194e-14
P78356	PIP4K2B	9.2121763643559e-17	85043.188805	23292.0122066667	1.86829847550371	1.13309769281578e-14
E7EVJ5	CYFIP2	1.03986663708949e-16	240509.6771	60812.3958361111	1.983633885796	1.25994587461082e-14
Q96GM1	PLPPR2	1.47033060074412e-16	12253.4711933333	1193.99529355556	3.3581136559819	1.75531526718246e-14
A0A0D9SEY4;A0A0D9SGF8;E7EWI0	MAGI2	1.5862099399868e-16	9838.0106605	1978.73773031667	2.31305729929519	1.86621047721926e-14
E9PLK3;P55786	NPEPPS	1.94444805924085e-16	638824.0625	304783.635438889	1.06762847890548	2.25175990326094e-14
Q8WYK1	CNTNAP5	1.96938843473179e-16	17242.8284516667	1140.993354	3.91637028849376	2.25175990326094e-14
Q07343	PDE4B	2.56431053738851e-16	12996.5529	1112.60699721667	3.54481693884727	2.89126013090554e-14
A0A3B3IT47;Q9Y2I8	WDR37	2.676116689918e-16	40893.95703	8573.40593822222	2.25377904398631	2.93577233631815e-14
P63151	PPP2R2A	2.66248522113419e-16	145304.960966667	85837.9670155556	0.759379340007389	2.93577233631815e-14
Q9NRN7	AASDHPPT	3.19020056682736e-16	301845.9167	115240.39302	1.38915328005751	3.45307309353394e-14
Q7Z2K8	GPRIN1	3.57477165102762e-16	48327.9231783333	10831.7477081111	2.15745777187513	3.81842056092661e-14
P13861	PRKAR2A	3.9463999838743e-16	132736.03645	42461.3282338889	1.64430471822412	4.16063312585604e-14
E9PR86;Q86YD5	LDLRAD3	4.11388734822669e-16	17824.2444683333	1762.25578815	3.33752724450864	4.25882956613923e-14
Q16774	GUK1	4.14446336197338e-16	19034.5524083333	3318.33761927778	2.51965336315595	4.25882956613923e-14
A0A024R571;Q9H4M9	EHD1	4.48432103682477e-16	305676.994816667	116789.597235556	1.3880838513088	4.54120900641846e-14
F8W9F9;H0Y7T5;Q9Y3S1	WNK2	4.53113980684769e-16	44789.9459633333	18823.3472755556	1.2505750845957	4.54120900641846e-14
Q96FE5	LINGO1	4.83478969767641e-16	58281.9986966667	15810.7639156667	1.88205203373312	4.7712143459604e-14
Q9NZN5	ARHGEF12	4.87818170380283e-16	34674.187175	8779.593777	1.98147165491794	4.7712143459604e-14
A6NGJ0;P51808	DYNLT3	5.0968551184251e-16	11314.3129916667	2153.16751615556	2.39294663766595	4.92574641087797e-14
P16298	PPP3CB	5.41598473765389e-16	134479.259116667	49507.3489583333	1.44163993836832	5.17258401179697e-14
Q8IYB1	MB21D2	5.6497572298607e-16	37439.7415366667	12263.3464363333	1.61010012026471	5.33310804558246e-14
P21283	ATP6V1C1	5.83780960290471e-16	68482.3196616667	27014.6640633333	1.34193542531114	5.44728027084832e-14
A8MVW0	FAM171A2	6.02306126245564e-16	41869.289715	10559.7609318889	1.98717865532245	5.48613773413756e-14
O76083	PDE9A	6.14977252779648e-16	70772.4615916667	5845.01078626111	3.59766370353907	5.48613773413756e-14
Q7L1I2	SV2B	6.08766042913298e-16	22624.1640616667	1439.02931044444	3.97369440538104	5.48613773413756e-14
Q8IYB7	DIS3L2	5.95278764008337e-16	58114.414715	30944.0380861111	0.909187956914746	5.48613773413756e-14
I3L4A2;Q9UIC8	LCMT1	6.30954858926807e-16	78071.60547	39915.4511716667	0.967814476120382	5.56749080953024e-14
Q9HCE3	ZNF532	7.04294988997828e-16	10035.6204426667	19972.65408	-0.992968478057917	6.14781367815523e-14
Q9UDT6	CLIP2	7.352086393423e-16	159387.018233333	32632.0240888889	2.28812953667965	6.34938695125616e-14
Q2M2I8	AAK1	7.72817565055854e-16	128150.036466667	48124.4963111111	1.41296056498174	6.60392946644571e-14
P78310	CXADR	8.05645448052751e-16	471705.031283333	113751.553385556	2.05198605934986	6.81273932009608e-14
Q5T5C0	STXBP5	9.37071228759766e-16	13585.5013033333	2483.64992611111	2.45095329861079	7.8424167371874e-14
P55809	OXCT1	1.07761647782858e-15	19037.8854183333	8300.17274294444	1.19748617228954	8.92662302756371e-14
A2A2V1;P04156	PRNP	1.23011543399186e-15	8304.87768633333	516.532106155556	4.00423864941236	9.90682850893732e-14
O95251	KAT7	1.23255688519669e-15	11809.8912766667	24824.4602866667	-1.0718247837174	9.90682850893732e-14
Q6PL24	TMED8	1.21076698787397e-15	24067.897135	8366.90690072222	1.5241713901705	9.90682850893732e-14
O43306	ADCY6	1.26824253157212e-15	26931.9573583333	7435.72962811111	1.85657885853365	1.00937185012769e-13
A0A3B3ISA7;O75689	ADAP1	1.32058313355138e-15	18774.708985	1485.41384541667	3.65888279540103	1.04082464836603e-13
Q86TP1	PRUNE1	1.42136601809724e-15	40046.2330716667	13436.9179151111	1.57535691987705	1.10948551297244e-13
A0A087WVA8;Q8IWB9	TEX2	1.54625969092489e-15	40356.19271	12704.3089190556	1.66735862015987	1.18420152555927e-13
B4DJ07	EXOC7	1.5347493269367e-15	51868.3932283333	31567.8066416667	0.716355953608932	1.18420152555927e-13
O94819	KBTBD11	1.63428600845018e-15	39351.6634116667	6399.39625411111	2.62019148886116	1.21716824005491e-13
Q14088	RAB33A	1.6339042539101e-15	49215.3795583333	4929.90003948333	3.31918630940729	1.21716824005491e-13
Q9UNZ2	NSFL1C	1.61593161957144e-15	212166.544283333	110749.988721667	0.93787760282431	1.21716824005491e-13
Q9NXC2	GFOD1	1.86979371638834e-15	6542.35961916667	795.96102055	3.03722999470121	1.37990776269459e-13
E9PLI5;E9PQD8;H0YE25;H0YF25;Q8NB37	GATD1	1.8990859025784e-15	73928.696615	21443.6858727778	1.78551429525347	1.38889904118301e-13
J3KQA0;P21579	SYT1	1.91655960065398e-15	142301.929716667	20243.9957278333	2.81331798229626	1.38916346768831e-13
H3BNB3;H3BNH7;H3BNW6;H3BP89;H3BS22;H3BT30;H3BTD1;H3BU33;Q8TAC9	SCAMP5	2.00178288441791e-15	108986.540366667	12126.1499160556	3.16783753803367	1.43809499608006e-13
Q92558	WASF1	2.19746583488177e-15	95029.8763	23182.6799588889	2.03527156714573	1.56482698662897e-13
Q9BXJ3	C1QTNF4	2.31164592233647e-15	5448.85856116667	649.962691422222	3.06530727682474	1.63182100848065e-13
O95848	NUDT14	2.39565350624425e-15	34190.4833966667	7248.13498222222	2.23771406223782	1.676544410663e-13
O95989	NUDT3	2.45297279804083e-15	93723.1236983333	21583.4216588889	2.1184146013869	1.70198574140987e-13
P35813	PPM1A	2.55810721215446e-15	106131.1198	53538.8248716667	0.987163420718858	1.75989104646355e-13
Q8N6W0	CELF5	2.60342100883112e-15	21630.5322266667	2583.24633276667	3.06525366300935	1.76121431247426e-13
Q8TF68	ZNF384	2.58642544562673e-15	9846.69775383333	18831.988065	-0.935550037734339	1.76121431247426e-13
Q13131	PRKAA1	2.63626197408032e-15	99573.6614666667	42114.7081172222	1.24140575786032	1.76869212442843e-13
E9PHY8;Q8NDA8	MROH1	2.85170084483255e-15	6862.5083005	1560.44100281667	2.13585792924154	1.85671191447246e-13
J3KQA9;Q5JR59	MTUS2	2.82190069974576e-15	4246.5566	290.847839377778	3.86300518623408	1.85671191447246e-13
P12931	SRC	2.82887440571907e-15	40096.384115	11871.4665265556	1.75585245191453	1.85671191447246e-13
Q5JUW8;Q92796	DLG3	2.8589429577366e-15	142744.651066667	45228.0580522222	1.65811483028271	1.85671191447246e-13
Q9C040	TRIM2	2.93342436486015e-15	109560.90625	17567.4024267222	2.64067819295913	1.88996341221704e-13
P54762	EPHB1	3.17867222467387e-15	178641.893233333	40451.8152677778	2.14275843194132	2.03184733227579e-13
P07738	BPGM	3.37752672706648e-15	63439.3177083333	16909.8806961667	1.90742545955651	2.14209077893169e-13
Q6ZMI0	PPP1R21	3.52797670641482e-15	53539.1673183333	16073.1213651667	1.73585482136665	2.22016394594384e-13
P38606	ATP6V1A	3.8486752390098e-15	407545.500016667	139080.680992222	1.55102872737987	2.40334966079089e-13
Q9NR45	NANS	4.37356393933797e-15	219564.4349	146283.218761111	0.585870246207889	2.71027420301875e-13
Q9BQ16	SPOCK3	4.68448517601765e-15	72792.8815116667	14502.2151701111	2.32742461271912	2.88095838325085e-13
O75145	PPFIA3	4.81833859744689e-15	83961.4388016667	15018.4805098333	2.48289197539756	2.94099794993036e-13
Q9Y4K4	MAP4K5	5.13934725138104e-15	65540.064455	30619.5051	1.09787901070702	3.11352395423218e-13
C9JB30;Q9UPY8	MAPRE3	5.8281614511784e-15	106925.502616667	19420.741673	2.46086150134603	3.50466775264194e-13
P40926	MDH2	5.91256174873893e-15	2907763.08333333	1842882.61111111	0.657944767950552	3.52927766737225e-13
A0A0U1RR70;G5E9L9;Q8N568	DCLK2	6.02288203772945e-15	39263.0774733333	8301.54937127778	2.24154695501624	3.56888732717428e-13
B4DDG0;B4E171;P41732	TSPAN7;;TSPAN7	6.19953324748798e-15	16295.017905	1181.91492377778	3.78401271461595	3.64694281906576e-13
Q7Z4S6	KIF21A	6.37795475606687e-15	100305.950528333	20763.5163302778	2.27221502217175	3.72490911580941e-13
P40925	MDH1	6.5164492561075e-15	1827423.875	1074890.17363889	0.765620706193858	3.77860964722005e-13
Q9BQ69	MACROD1	6.79446004405108e-15	16666.22396	3127.09977886667	2.41356883521737	3.9118742296175e-13
A0A087X011;E9PES4;J3KPF9;Q9Y496	KIF3A	7.14201942817794e-15	15333.9235016667	4686.62396911111	1.70979813792434	4.08302209281328e-13
E3W994	CLASP2	7.25329686836381e-15	188906.3177	54149.5622838889	1.80262272783799	4.11764083757884e-13
A0A0A0MS69;Q14123	PDE1C	7.40941754446351e-15	14357.8948566667	1373.24922690556	3.38512866495657	4.1770591406913e-13
Q9BPU6	DPYSL5	7.673682416018e-15	2035387	323615.072701111	2.6529479611081	4.29620371401615e-13
O14994	SYN3	7.99270059600561e-15	5444.640625	502.963479783333	3.43344573031298	4.44416050947764e-13
Q8TB96	ITFG1	8.14718886299602e-15	50057.559245	10771.7969431111	2.21619508274279	4.49924348229944e-13
P36543	ATP6V1E1	8.30521293216821e-15	290847.388033333	71818.5479638889	2.01781387029986	4.55552152590145e-13
A0A0A0MRE5;H0YBF7;Q9ULH1	ASAP1	8.41720691773402e-15	15008.7159816667	3897.06247288889	1.94497144003254	4.58596548712515e-13
Q9UQ16	DNM3	8.47558688405787e-15	109069.119783333	33117.3819994444	1.71953859942952	4.58698762165212e-13
A0A1B0GWK2;Q674X7	KAZN	9.43183799740926e-15	16426.142255	2591.41755507222	2.66362368357449	5.07070601741512e-13
A0A3B3ITW1;P49841	GSK3B	1.02042974449057e-14	63772.8294266667	17788.0647776111	1.84195122510153	5.44990043800952e-13
O00562	PITPNM1	1.05043146987319e-14	8339.52058916667	1239.31387665	2.74925919189214	5.57346579897421e-13
Q8IV38	ANKMY2	1.1100445906965e-14	35670.6422533333	13661.5898978333	1.38450620325137	5.85152077095727e-13
Q8NF91	SYNE1	1.12367025147635e-14	42557.3450516667	11869.9155544444	1.84197694248155	5.8678314184998e-13
Q9NSE4	IARS2	1.1275950988987e-14	154306.317733333	79930.948785	0.948952962620847	5.8678314184998e-13
P21266	GSTM3	1.17402037176099e-14	49313.58789	6921.58638488889	2.83260216549539	6.07050788404825e-13
A0A2U3TZE7;G3V4C4;H0YJW4;O43405	COCH	1.20671257093518e-14	16502.66032	1275.58702251111	3.69233482163972	6.12255790678238e-13
G3V200;O75334	PPFIA2	1.20428358912123e-14	179023.755216667	79903.2105044445	1.16380760364722	6.12255790678238e-13
Q9BVA0	KATNB1	1.19665482105078e-14	63032.7350266667	28946.5642361111	1.12265930427097	6.12255790678238e-13
F8WEQ5	SMPD4	1.34944307858512e-14	6147.99918633333	25434.4204638889	-2.04865006387067	6.80421050431924e-13
A0A1W2PR09;A0A1W2PRL5;A0A1W2PRM0;F5GYH1;Q8NC96	NECAP1	1.40263662031989e-14	237150.635433333	63716.1338972222	1.89605045544204	7.02876795293635e-13
C9J0J7;C9J712;C9JQ45;G5E9Q6;P35080	PFN2	1.46534924431846e-14	110856.923183333	55601.6799044445	0.995472547633676	7.25347875937636e-13
P07196	NEFL	1.46177171104829e-14	1430132.1875	208312.438921667	2.77932068179826	7.25347875937636e-13
Q8IYQ7	THNSL1	1.62326689223584e-14	17509.415365	10342.9140621667	0.759348719031896	7.98647310980034e-13
O76070	SNCG	1.63403997339849e-14	940542.614583334	69213.5335561611	3.76434640202771	7.99104608677649e-13
A0A087WY71;E9PFW3;Q96CW1	AP2M1	1.69291022216857e-14	227516.343766667	123055.907564444	0.886644542857857	8.22936837339187e-13
P51452	DUSP3	1.83961401282361e-14	78370.0260416667	16779.0348305556	2.22355626600914	8.88927771196551e-13
O43597	SPRY2	1.86285049575125e-14	13177.34196	3120.509101	2.07774381227496	8.89565901441683e-13
Q8NAV1	PRPF38A	1.85662341536508e-14	13363.22526	30338.5934261111	-1.18293350328363	8.89565901441683e-13
Q15435	PPP1R7	2.194285807374e-14	271642.625033333	114149.109380556	1.25077763708626	1.04170831486913e-12
A0A494C0Z5;Q9H082	RAB33B	2.24603964290115e-14	8611.8759765	2781.00398766667	1.63020305494377	1.06007847796928e-12
P17174	GOT1	2.29502836481167e-14	120409.101566667	44297.2343755556	1.44262334507774	1.0769387436729e-12
A0A1B0GVY1;Q96PU5	NEDD4L	2.42362571171593e-14	172132.356783333	63563.4049483333	1.43722730462058	1.12652990521864e-12
Q5SQI0	ATAT1	2.4444036338367e-14	726452.78125	124555.897089444	2.5440641169324	1.12652990521864e-12
Q8TF42	UBASH3B	2.4557913971797e-14	38265.80013	4629.47852938889	3.04682236712172	1.12652990521864e-12
Q9NS86	LANCL2	2.45621819689209e-14	217038.916683333	100205.750438333	1.11497405264734	1.12652990521864e-12
Q6PI78	TMEM65	2.6193271564026e-14	82251.134115	17828.2284888889	2.2057912958715	1.19458976717283e-12
O75746	SLC25A12	2.65148579806755e-14	87445.6197933333	27241.6642794444	1.68251831743382	1.20250065411801e-12
I3L112;P52429	DGKE	2.70565056129175e-14	6678.07999666667	1692.27135716667	1.97962018300738	1.22024840314258e-12
Q13740	ALCAM	2.89640941498683e-14	117933.769533333	16605.3511425556	2.82816986866719	1.29618251440828e-12
Q16352	INA	2.90595242205355e-14	1757496.6875	263153.20507485	2.73954161644804	1.29618251440828e-12
Q8N9I9	DTX3	3.05349342778489e-14	49157.5768233333	11056.4519857778	2.15239482345629	1.3523740732296e-12
Q9UKW4	VAV3	3.06524796100329e-14	41156.3769533333	9515.94535272222	2.11254549346805	1.3523740732296e-12
P49902	NT5C2	3.32662805104387e-14	63242.734375	23782.0978744444	1.41096309969206	1.45976035234455e-12
D6RA74;D6RD52;Q8N5T2	TBC1D19	3.37397529633116e-14	9559.73730516667	1379.92902291111	2.79133180475091	1.47257695997937e-12
B4DJV2;O75390	CS	3.75956524712545e-14	1455830.375	697568.545138889	1.06143331012506	1.63209361904622e-12
Q04828	AKR1C1	3.82703788282468e-14	51043.1953116667	16724.5972771111	1.60966091390832	1.65254752833887e-12
Q8TDJ6	DMXL2	3.94419230994634e-14	77552.9609383333	20079.0347218333	1.94942009982367	1.69412450646266e-12
P27986	PIK3R1	4.14029080825309e-14	21265.74349	6385.18625233333	1.73550476049417	1.7597319780837e-12
Q9P2U8	SLC17A6	4.11874254379945e-14	7446.21728533333	557.769439622222	3.73618269182964	1.7597319780837e-12
Q9UQ03	CORO2B	4.16283022955923e-14	28286.152995	5899.17854441111	2.26126546162766	1.76009665643551e-12
Q8N335	GPD1L	4.23604156248241e-14	16494.0681966667	2979.29378602222	2.46842081949134	1.78177126446799e-12
A0A1B0GUI1;Q6GYQ0	RALGAPA1	4.27560271721894e-14	26643.17806	12925.6085616111	1.04342236285062	1.78914138445275e-12
E9PFR3;Q14738	PPP2R5D	4.30098082229867e-14	171362.859383333	95536.5065166667	0.842915329640882	1.7905314007908e-12
P34903	GABRA3	4.32863903691931e-14	9127.67268883333	1275.16418967222	2.83843310227873	1.79285161743423e-12
O60264	SMARCA5	4.42184454185468e-14	66826.703775	137186.319016667	-1.03765051121625	1.82215908582621e-12
E7ENZ2;E9PG19	FCHSD2	4.54519586365642e-14	5506.12377933333	1696.93991424444	1.69725163601766	1.86353030409913e-12
A0A1C7CYX9	DPYSL2	4.82101342014491e-14	5448105	1492636.81597222	1.86789036595637	1.96668276104203e-12
P21281	ATP6V1B2	5.09043208350019e-14	731387.3125	252915.842905556	1.5319724842662	2.04189716818012e-12
P31146	CORO1A	5.09026077305425e-14	373950.33335	64022.9463916667	2.54616315815167	2.04189716818012e-12
Q8IXJ6	SIRT2	5.08609133071873e-14	20690.9391283333	3580.75518791667	2.53026049032732	2.04189716818012e-12
Q8NFT8	DNER	5.10600055605525e-14	23635.7854833333	2862.57036011111	3.04508585315878	2.04189716818012e-12
O60318	MCM3AP	5.26971560456217e-14	16754.14925	30748.5362422222	-0.876046221643969	2.09703682734489e-12
P49411	TUFM	5.40009327412188e-14	835024.333333334	579730.723961111	0.526432804947856	2.13843693655226e-12
Q9BQG1	SYT3	5.63852150887835e-14	5209.074951	313.629534179056	4.04930118794866	2.22201541791623e-12
O00442	RTCA	5.87568598266831e-14	137996.471383333	77908.7013888889	0.824756486951399	2.30429076363774e-12
P41217;U3KQG5	CD200	6.08752662088479e-14	37026.1282566667	5768.67919777222	2.6819806874977	2.37589139943955e-12
A0A5F9ZH94;A0A5F9ZHT7;Q9Y653	ADGRG1	6.22223627677993e-14	12824.09619	2003.70660737222	2.67739413582582	2.41684756434926e-12
P29762	CRABP1	6.40914809465153e-14	629752.427083334	182384.851566667	1.78779095920202	2.47759353487529e-12
Q08AD1	CAMSAP2	6.68270151822872e-14	26897.8942066667	7025.45956738889	1.93662338630617	2.57109814810335e-12
P51812	RPS6KA3	7.48180503793667e-14	21315.7695316667	8584.673041	1.31191800139211	2.86496666499858e-12
A2A2F0;Q86X10	RALGAPB	7.54471920248641e-14	46022.8444	19677.7691527778	1.22571016346364	2.87549438900398e-12
Q8TC26	TMEM163	7.72075809981228e-14	84927.60547	7930.16720292778	3.42062847062335	2.9288371146858e-12
Q13867	BLMH	8.21717844443244e-14	464212.770866667	132893.273990556	1.80450726831057	3.10265370287919e-12
G3V2S6;Q9Y5K8	ATP6V1D	8.40587517938499e-14	73880.8346383333	27085.4522847778	1.44762871931117	3.15920808825219e-12
A0A5F9ZGX1;A0A5F9ZH48;Q8NBT3	TMEM145	9.03204015634009e-14	5614.47070316667	457.210969716667	3.6150661181132	3.36339917381509e-12
E9PLZ4;P54829	PTPN5	9.00056194908264e-14	16456.3592133333	3523.58612582222	2.22311942656363	3.36339917381509e-12
O43422	THAP12	9.08553034125079e-14	7110.38924166667	15046.3366972222	-1.08150771573452	3.36786919224995e-12
P43034	PAFAH1B1	9.15768773514761e-14	588666.875	200027.607661111	1.55724510183581	3.37918677426947e-12
Q12789	GTF3C1	9.84167773965929e-14	31058.862955	69492.9932727778	-1.16188326903608	3.61514660138254e-12
F8W883;Q9Y6X6	MYO16	1.03560977150406e-13	6999.45149733333	904.54594245	2.9503821290141	3.77658634828511e-12
Q8WUH2	TGFBRAP1	1.03742147778711e-13	24471.7014983333	8433.58245144445	1.53672585865933	3.77658634828511e-12
E9PKP7;P17480	UBTF	1.11954563754838e-13	39065.5963566667	88071.5386327778	-1.17279361337086	4.02144756000785e-12
Q13813	SPTAN1	1.11759238607128e-13	962537.125	371169.37415	1.3747606235204	4.02144756000785e-12
Q9NV96	TMEM30A	1.11541624328679e-13	147446.062516667	42022.4244805556	1.81092165951913	4.02144756000785e-12
Q9Y4I1	MYO5A	1.12856291198452e-13	423932.067716667	78485.9250288889	2.43330885744887	4.03597961211028e-12
E9PDL2	DPP6	1.14896659085332e-13	15359.0496416667	2312.02862047222	2.73123392793854	4.07306147796824e-12
O60245	PCDH7	1.14556601909194e-13	13696.116375	1279.71011694444	3.41875099527048	4.07306147796824e-12
A0A494C1M4;Q3SY69	ALDH1L2	1.1578162061803e-13	76674.0729183333	15193.3050747111	2.33520812427513	4.08658780946594e-12
