Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
Q8NEG4	FAM83F	0.282120647232807	611.145792716667	1155.79723608889	-0.920547520110941	0.548396636699039
A0A286YF22;O43175	PHGDH	0.282602927468189	1276420.75	1453634.09027778	-0.187561184352507	0.548625892646487
A0A2R8YEI5;P52757	CHN2	0.282655200504809	7374.44913733333	5448.34156155228	0.436453364733371	0.548625892646487
O43581	SYT7	0.282602873476401	23837.8929033333	19836.4184908333	0.265032422427036	0.548625892646487
O75143	ATG13	0.282652955228571	12927.600585	14478.8447260556	-0.163591601875578	0.548625892646487
Q9Y383	LUC7L2	0.282440631883349	6410.272054	5044.45985556111	0.345399820501613	0.548625892646487
F2Z2B1	PCYT1B	0.282772877042668	6763.7404785	10406.7953013889	-0.621771282384585	0.548727279334128
O75665	OFD1	0.283047098577207	3670.67362466667	4729.85685733333	-0.366056665604327	0.549005302236844
Q9BXS6	NUSAP1	0.282997697554444	36477.96159	28490.096585	0.35651396293225	0.549005302236844
Q9UJY4	GGA2	0.2832851662176	12108.55192	9032.77984605556	0.422624680548966	0.549339990456655
J3KT51;Q9UK76	JPT1	0.283582751881006	16194.4877933333	21874.0874033333	-0.433785942702172	0.549662823514155
P20226;Q32MN6	TBP	0.283521382338103	25241.5188816667	20968.9947387778	0.267472226106048	0.549662823514155
Q96SN8	CDK5RAP2	0.283876332547848	9016.56591683333	7646.80369722222	0.237532574942652	0.550104702660897
E9PFD7;P00533;Q504U8	EGFR	0.284112196188586	1431.50790905	2620.711520655	-0.872973306501469	0.550434557541889
Q96CP7	TLCD1	0.284372701112102	1.21464727333333	2.61424767016667	-1.57315794759542	0.550708489617103
Q9BQC6	MRPL57	0.284384944548844	7763.96305333333	8551.78388088889	-0.13960083253639	0.550708489617103
O75843	AP1G2	0.284468188962237	9819.13834733333	14195.5872260556	-0.531875820925804	0.550742499295395
C9JZD1;O15145	ARPC3	0.284816756882515	5367.40498866667	7185.3563487	-0.421035727415186	0.55129005227606
A0A096LNV3;A0A096LP02;Q9Y508	RNF114	0.284885586886291	112461.1224	99463.4244833333	0.177173837456503	0.551294586901907
Q93096	PTP4A1	0.284950595066531	1546.31702681667	2679.48510748889	-0.793657987886914	0.551294586901907
