Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
O76083	PDE9A	7.77390639022047e-13	45077.6608083333	5845.01078626111	2.94688825630421	1.00925048199386e-10
Q9H4G0	EPB41L1	7.67130606652929e-13	24843.4388016667	5604.18287466667	2.14803153538056	1.00925048199386e-10
P16870	CPE	8.50694198946887e-13	298052.13545	48897.2846288778	2.60770894893646	1.0818194472583e-10
P49902	NT5C2	8.5974158297823e-13	55026.88151	23782.0978744444	1.21019992440595	1.0818194472583e-10
O75533	SF3B1	8.82344275564043e-13	113103.8711	197530.681433333	-0.804435752848128	1.09343845906641e-10
Q96FC7	PHYHIPL	9.40605159888343e-13	15934.8479816667	2909.34514708333	2.45292309369759	1.14824023921295e-10
H9KV31;O15394	NCAM2	1.1237151193648e-12	18892.6920566667	2918.77331212222	2.69390001944942	1.35159793548305e-10
Q8N7J2	AMER2	1.16514178025113e-12	4604.46402983333	497.325203844445	3.20787378476729	1.37632961940204e-10
Q8WYP5	AHCTF1	1.17793218435191e-12	18583.93571	36468.8003472222	-0.972646233355028	1.37632961940204e-10
A0A3B3IT47;Q9Y2I8	WDR37	1.24030211649162e-12	29790.990235	8573.40593822222	1.79676745330318	1.42879310011055e-10
A0A0A0MTN0;Q13617	CUL2	1.28514335092062e-12	46190.5045583333	29642.2918855556	0.639890637711837	1.45988714821941e-10
A0A0C4DG21;E7EP65;E7EW77;E9PEZ7;F8WAL6;Q9NYB9	ABI2	1.39194900983167e-12	23882.7646483333	11409.6599127222	1.06558762198397	1.55955492485113e-10
J3KP36;Q9Y4E1	WASHC2C	1.44227951478143e-12	8872.52880783333	675.288401852278	3.71363483622965	1.59410866910774e-10
P40926	MDH2	1.50042178379389e-12	2654004.66666667	1842882.61111111	0.526205948263963	1.62595404517372e-10
Q5JUW8;Q92796	DLG3	1.5108510506566e-12	121544.820316667	45228.0580522222	1.4261665580329	1.62595404517372e-10
O14775	GNB5	1.8171233359282e-12	12150.986327	4159.9088135	1.54610284875726	1.93016256682555e-10
A0A0G2JIW1;P0DMV8;P0DMV9	HSPA1B;HSPA1A;HSPA1B	1.87715142603767e-12	1164392.70833333	762507.982638889	0.610751471889683	1.9434457612104e-10
Q12789	GTF3C1	1.86530536321e-12	36227.4335933333	69492.9932727778	-0.939805676896984	1.9434457612104e-10
P04350	TUBB4A	2.06053553299852e-12	1552802.97916667	398285.437077778	1.96299653379508	2.10664001554937e-10
E9PLK3;P55786	NPEPPS	2.177228079719e-12	522285.583366667	304783.635438889	0.777048704924616	2.19846277333602e-10
P11137	MAP2	2.32486905020585e-12	292147.33855	53673.9211703333	2.44437607406717	2.3189151172724e-10
A0A0A0MT40;H3BUD4;Q15111	PLCL1	2.55349556271289e-12	35793.07194	6815.652184635	2.39254509092173	2.36356381286834e-10
P07738	BPGM	2.49717882863091e-12	48574.8541666667	16909.8806961667	1.52225786915884	2.36356381286834e-10
P17612	PRKACA	2.54270843022514e-12	71040.359375	27882.1818577778	1.34924367781738	2.36356381286834e-10
P29762	CRABP1	2.57191807489036e-12	457676.32295	182384.851566667	1.32733384071692	2.36356381286834e-10
P60174	TPI1	2.49396721156739e-12	1287174.45833333	786159.975694445	0.711310947163404	2.36356381286834e-10
Q4V328	GRIPAP1	2.48603598106547e-12	75374.2226583333	35825.4656033333	1.07304549439726	2.36356381286834e-10
Q8N9I9	DTX3	2.56574749506823e-12	41375.39974	11056.4519857778	1.90375427258412	2.36356381286834e-10
F8WEQ5	SMPD4	2.70691384078375e-12	9383.251789	25434.4204638889	-1.43867905905316	2.45998314486337e-10
P30622	CLIP1	2.83167143505329e-12	79813.2903683333	37712.3831383333	1.08155242597323	2.54508139201108e-10
O60318	MCM3AP	2.87252772124837e-12	18766.9104816667	30748.5362422222	-0.712373487366311	2.55373959044461e-10
P61158	ACTR3	3.1138130337327e-12	653344.885416667	376968.029533333	0.793398756122041	2.73848137665589e-10
Q8WUM0	NUP133	3.36929110103781e-12	61152.6549483333	114996.425345556	-0.911114521351933	2.93164169312641e-10
P13861	PRKAR2A	3.60962100371937e-12	96411.1953116667	42461.3282338889	1.18301720537298	3.10769370414955e-10
E9PKP7;P17480	UBTF	3.95967724636794e-12	47633.0390633333	88071.5386327778	-0.886729653353089	3.33878352557148e-10
Q92621	NUP205	3.94832840248537e-12	95078.6575616667	163605.621977778	-0.783037703760986	3.33878352557148e-10
A0A1B0GWK2;Q674X7	KAZN	4.48236073700147e-12	12346.10726	2591.41755507222	2.2516862165025	3.74094168040153e-10
Q9BPU6	DPYSL5	5.08090639021073e-12	1539509.64583333	323615.072701111	2.25011573916417	4.19764983490238e-10
O00139	KIF2A	6.17247395872873e-12	67492.0442733333	33351.3847655556	1.0169275315053	5.03833916555058e-10
O95989	NUDT3	6.22169281966754e-12	70494.5755216667	21583.4216588889	1.70752181081718	5.03833916555058e-10
A0A1W2PPH1;A0A1W2PQT3;A0A1W2PQY8;P23368	ME2	6.46849213305502e-12	196874.903666667	116930.381950556	0.751617046397247	5.10452987886329e-10
P49418	AMPH	6.45945523604986e-12	90624.8580816667	28081.8126094444	1.69021939602533	5.10452987886329e-10
Q96CV9	OPTN	6.49066031790906e-12	8373.22875983333	2283.07494772222	1.87417404978337	5.10452987886329e-10
A0A075B749;A0A087WX83;E9PQG4;Q5VU43	PDE4DIP	6.72256510183784e-12	19979.091795	6914.75122733333	1.53053312436478	5.18715660074828e-10
O43301	HSPA12A	6.69615158051083e-12	62481.285155	18726.9055389444	1.73823456523888	5.18715660074828e-10
B4DJV2;O75390	CS	7.25393326625695e-12	1286678.33333333	697568.545138889	0.883242467487369	5.54485235371174e-10
P49916	LIG3	8.93940155697662e-12	56852.003255	103692.534721667	-0.867042854727776	6.76994123467702e-10
P31323	PRKAR2B	1.00488838031118e-11	146344.53125	39860.2237411111	1.87631092790797	7.54035051611481e-10
A0A0A0MRE5;H0YBF7;Q9ULH1	ASAP1	1.06206733108517e-11	11672.0878916667	3897.06247288889	1.58223353454302	7.896953364496e-10
P13716	ALAD	1.23962926084151e-11	23941.1136066667	9760.85115494445	1.29426360060681	9.13416912110156e-10
Q6VY07	PACS1	1.26582408353126e-11	22909.1757816667	7885.46383961111	1.53847508513971	9.16210192849748e-10
Q9P265	DIP2B	1.26186170935368e-11	109499.03385	38406.6553822222	1.51145233894951	9.16210192849748e-10
F5H4N6;Q9Y3R0	GRIP1	1.37958781776628e-11	17668.78711	4406.48952238889	2.00317396312621	9.83072957841742e-10
O75145	PPFIA3	1.38223976221788e-11	64103.490885	15018.4805098333	2.09356800972681	9.83072957841742e-10
E7EM83;Q92932	PTPRN2	1.50829060316017e-11	5536.06486016667	580.284474672222	3.25154456384284	1.06347490027992e-09
E3W994	CLASP2	1.54803513321057e-11	145069	54149.5622838889	1.42169103723869	1.07299825038383e-09
P16298	PPP3CB	1.54467236000702e-11	100335.00391	49507.3489583333	1.01908126418436	1.07299825038383e-09
P78310	CXADR	1.73146518646284e-11	326923.8021	113751.553385556	1.52305548854027	1.19005493782182e-09
O76070	SNCG	1.79697111841487e-11	622822.291666667	69213.5335561611	3.16967367181875	1.21466337004258e-09
Q9BVA0	KATNB1	1.78491415529811e-11	52931.295575	28946.5642361111	0.870679007400741	1.21466337004258e-09
P00568;Q5T9B7	AK1	1.84033043520428e-11	338106.65105	77722.2871166667	2.1210595738314	1.23377562537179e-09
Q8NFH4	NUP37	2.05860221733315e-11	26223.759765	58582.7773455556	-1.15962667470459	1.36888679150958e-09
Q9UQ03	CORO2B	2.11266645448377e-11	22022.606445	5899.17854441111	1.90015470909588	1.39350797832442e-09
A0A1C7CYX9	DPYSL2	2.24596537253137e-11	4456881.25	1492636.81597222	1.5781703796474	1.46958006255473e-09
F8VNV8;P54284	CACNB3	2.30815593379836e-11	11775.6844066667	3238.28533597778	1.86206345197958	1.49828630020133e-09
O14715;Q99666	RGPD8;RGPD5	2.35418117447633e-11	30509.072265	60970.1686211111	-0.998888887683772	1.51612975008204e-09
C9JB30;Q9UPY8	MAPRE3	2.42895696408012e-11	81863.0507833333	19420.741673	2.07553985023635	1.55206554759463e-09
Q99996	AKAP9	2.62500860878272e-11	29995.1324883333	15933.4342455556	0.912580606973762	1.66433685358402e-09
A0A0U1RRB6;Q9Y2D4	EXOC6B	2.69621045673983e-11	62760.93099	41939.47027	0.581523715100553	1.69633117889808e-09
Q12852	MAP3K12	2.79406065236763e-11	13005.47347	2430.33611380556	2.41929766825622	1.74447496761182e-09
Q14684	RRP1B	2.90267364227101e-11	52215.81901	114088.933154444	-1.12761265064481	1.79855816061626e-09
P52948	NUP98	2.94808669310077e-11	101798.432293333	183691.821183333	-0.851579902305954	1.81296248593017e-09
Q12860	CNTN1	3.02568058023253e-11	158890.77605	32827.2858348333	2.27502405050213	1.84679413923297e-09
Q15393	SF3B3	3.1262341990462e-11	301129.588566667	528298.732655556	-0.810972207621233	1.89403477881473e-09
F8W9F9;H0Y7T5;Q9Y3S1	WNK2	3.22970745020769e-11	33093.9306616667	18823.3472755556	0.813966813816695	1.93041715849456e-09
Q07343	PDE4B	3.23349004418333e-11	8077.94482416667	1112.60699721667	2.85874811051789	1.93041715849456e-09
Q9BQ69	MACROD1	3.38416132957416e-11	11754.5808916667	3127.09977886667	1.90986466377236	2.00572866047732e-09
Q9BXY0	MAK16	3.47400787072245e-11	16354.5623366667	38602.6969394444	-1.2390458638349	2.0441662140028e-09
B0YIW2;P02656	APOC3	3.53451610274091e-11	29241.8668616667	5759.59572792222	2.34374549910606	2.06491480030842e-09
Q9UM73	ALK	3.82272655180465e-11	15404.2363283333	10162.9449332222	0.599866697707715	2.21745251540498e-09
P12931	SRC	3.85348859965103e-11	29652.22103	11871.4665265556	1.32052048186169	2.21955515891167e-09
Q9UEW8	STK39	3.8849726401251e-11	91018.70573	49059.3995238889	0.891604089036148	2.22204134430651e-09
Q8N0Z6	TTC5	3.98850376053613e-11	287601.166683333	141509.913205	1.02315621142794	2.26541474009896e-09
Q9BZE4	GTPBP4	4.05838903300787e-11	28887.4671216667	65845.7645405556	-1.18866884099152	2.28921130351527e-09
Q08AD1	CAMSAP2	4.18159005688668e-11	21154.3857416667	7025.45956738889	1.59008695027553	2.34254966269015e-09
Q16537	PPP2R5E	4.291394853675e-11	195861.5	131960.229177778	0.56971971722282	2.38770874205495e-09
Q8WU79	SMAP2	4.34050827594726e-11	25449.716145	11110.0696348889	1.19565185714499	2.39871737763328e-09
A0A1B0GVY1;Q96PU5	NEDD4L	4.50852036442163e-11	137432.072916667	63563.4049483333	1.11242771876847	2.47484483628218e-09
Q8WY54	PPM1E	4.69101637037476e-11	80067.2552116667	23253.8731146667	1.78367928184899	2.54091542339703e-09
Q9NRY4	ARHGAP35	4.66524798156409e-11	165617.6172	78412.1738333333	1.0786881841141	2.54091542339703e-09
P43034	PAFAH1B1	4.96493703326435e-11	465825.33855	200027.607661111	1.21958277112344	2.66417803856998e-09
P51452	DUSP3	4.98372955008199e-11	58107.7135416667	16779.0348305556	1.79198397731703	2.66417803856998e-09
A0A494C1M4;Q3SY69	ALDH1L2	5.09807564431148e-11	60382.3417966667	15193.3050747111	1.99059601629274	2.70760783732621e-09
P04066	FUCA1	5.13883931955769e-11	27097.0566416667	10787.2738711111	1.32867209909967	2.71164947062338e-09
Q92558	WASF1	5.36334248954192e-11	66012.4817733333	23182.6799588889	1.50962925361838	2.81197296294637e-09
P21281	ATP6V1B2	5.91793449353758e-11	588916.333333333	252915.842905556	1.21939957063316	3.07611206618608e-09
Q13332	PTPRS	5.97997088303689e-11	29371.5846366667	13521.9799815556	1.11900799802108	3.07611206618608e-09
Q8NI37	PPTC7	5.97009150205112e-11	7788.84667966667	2499.35184895556	1.63927859456905	3.07611206618608e-09
Q9HBE1	PATZ1	6.06415637518624e-11	14207.735515	29333.9470494444	-1.04594375742932	3.09992093704052e-09
A0A087WX19;A0A087WX45;Q6IPM2	IQCE	6.13281029278112e-11	4192.053833	796.862848033333	2.39344456883416	3.1155438127116e-09
E9PD68;Q14194	CRMP1	6.19751646311437e-11	3188640.5	952862.407122222	1.74260012771306	3.12898068838348e-09
P36543	ATP6V1E1	6.2480659921604e-11	223158.20835	71818.5479638889	1.6356183959674	3.1351491871092e-09
P51649	ALDH5A1	6.36039902629121e-11	6799.06103516667	2132.50128161111	1.67211254367894	3.17205509975828e-09
Q12769	NUP160	6.56021289763347e-11	45495.1829416667	74421.5648888889	-0.710026312213801	3.25187765392389e-09
Q15435	PPP1R7	6.61979586006461e-11	224391.065116667	114149.109380556	0.975082989367571	3.2616452011728e-09
P27361	MAPK3	6.71510021546723e-11	71677.470705	30379.6125216667	1.23836877250118	3.26921456323253e-09
Q9BXF3	CECR2	6.67692944984721e-11	7731.51302083333	21388.3987622222	-1.46807325460025	3.26921456323253e-09
Q9H3S7	PTPN23	6.84460798673479e-11	70271.902345	49570.6187072222	0.503433585369299	3.31254726174579e-09
Q9Y4G6	TLN2	7.05115059937055e-11	64654.06836	39349.0617416667	0.716375255163535	3.39243298542657e-09
G3V2S6;Q9Y5K8	ATP6V1D	7.19740710059238e-11	63461.1796883333	27085.4522847778	1.22830289460044	3.44254927928334e-09
P29373	CRABP2	7.55630314431383e-11	53589.057945	14239.4717331111	1.91194151664684	3.59319787310133e-09
A0A0A0MRJ6;H7BY58;P22061	PCMT1	7.76012550392487e-11	104646.432305	35401.0712894445	1.56361745036527	3.64973599853118e-09
J3KQA0;P21579	SYT1	7.76444631060553e-11	90480.13672	20243.9957278333	2.16003577074148	3.64973599853118e-09
P54762	EPHB1	8.21946715941556e-11	122453.88675	40451.8152677778	1.59792655253281	3.80313819039115e-09
Q7L0J3	SV2A	8.14399934691373e-11	78677.5690116667	22592.3032914444	1.80005716397458	3.80313819039115e-09
Q8NHQ9	DDX55	8.23029049638383e-11	4559.10974116667	16555.5445972222	-1.86057756779607	3.80313819039115e-09
Q7Z5H3	ARHGAP22	8.70739629764647e-11	4978.45723466667	396.800287861111	3.64558251206312	3.99026095513866e-09
Q9UBB6	NCDN	8.73281221383813e-11	69914.8248716667	24771.463705	1.49686104321944	3.99026095513866e-09
A0A0D9SGJ6;J3KQV8;O43426	SYNJ1	8.85647421727784e-11	61387.36784	15722.0444035056	1.96506122233052	4.02428347906197e-09
Q9NV96	TMEM30A	1.02594182157031e-10	108640.488283333	42022.4244805556	1.37029623203712	4.63601003238869e-09
P22059	OSBP	1.0458239203784e-10	153657.718766667	106761.019102222	0.52532174503326	4.69988672789831e-09
Q8N9I0	SYT2	1.06924720659393e-10	106200.647138333	23804.5148111667	2.15742482364555	4.77889229657472e-09
Q8N1G0	ZNF687	1.07819766093025e-10	10063.3863938333	19673.7404516667	-0.967228740941384	4.7927057982329e-09
Q15075	EEA1	1.08868074922893e-10	51786.5722666667	32224.3298622222	0.684382943941462	4.81314586375318e-09
Q9BQT8	SLC25A21	1.28537390474656e-10	8824.20117166667	17913.2490777778	-1.02156998393659	5.65218987468929e-09
A0A0U1RR70;G5E9L9;Q8N568	DCLK2	1.31639997315234e-10	27853.7434916667	8301.54937127778	1.74624493426288	5.74298177449275e-09
O14646	CHD1	1.32741460804513e-10	11732.2237966667	34446.1407333333	-1.55390774133068	5.74298177449275e-09
P41240	CSK	1.32489731150615e-10	150812.351566667	88016.9036483333	0.776885674397781	5.74298177449275e-09
Q9NQ89	C12orf4	1.33410751577653e-10	16195.1912433333	6453.55086288889	1.32717688968191	5.74298177449275e-09
A0A2R8Y891;P08237	PFKM	1.38594971075902e-10	279692.455733333	112360.523221111	1.31569325239231	5.9040013980719e-09
P22087	FBL	1.37901696008437e-10	52900.659505	100942.09549	-0.932184620232895	5.9040013980719e-09
Q14669	TRIP12	1.43839801023855e-10	43544.79232	87803.3706588889	-1.01179256292338	6.09567737085032e-09
Q92828	CORO2A	1.45603125689751e-10	28848.16634	13899.4205737778	1.0533510864945	6.13859775781689e-09
A6NGJ0;P51808	DYNLT3	1.53701574446019e-10	7056.48323583333	2153.16751615556	1.71181891801353	6.44679578150766e-09
Q9H4L4	SENP3	1.57581502058185e-10	24173.0966783333	36269.9141716667	-0.585410807011466	6.57581176190765e-09
A6NF51;O95861	BPNT1	1.64061573992116e-10	61829.85612	29462.60064	1.06936990071886	6.81147012021075e-09
Q5SQI0	ATAT1	1.68569002370932e-10	530668.947916667	124555.897089444	2.09100722179909	6.96326197167601e-09
G5EA48;Q7Z6B7	SRGAP1	1.69557632816091e-10	28564.7135416667	10714.9685335	1.41447181212155	6.96890391358197e-09
Q96T23	RSF1	1.73268246571006e-10	21342.0354833333	45179.4570316667	-1.08200108580129	7.0858049435213e-09
A8MVW0	FAM171A2	1.80182067027041e-10	27106.5136716667	10559.7609318889	1.35992578301344	7.33188620007047e-09
A0A590UJ53;Q9P2N6	KANSL3	1.81926118036522e-10	6153.40380866667	11561.5463885	-0.910002578041526	7.36620653178573e-09
Q13177	PAK2	1.82953950975596e-10	111639.0677	46780.6269527778	1.2548280404443	7.37133184743548e-09
H3BMG5;H3BPY2;H3BU08	NDRG4	1.87870506617503e-10	21266.908205	4113.67921171667	2.36975844386063	7.53231800796353e-09
O95219	SNX4	1.96568527777015e-10	56975.1569016667	24240.2993705556	1.23286596094349	7.84260482286929e-09
Q9H9A6	LRRC40	2.07747499197143e-10	74942.22396	47900.8767361111	0.645696611159758	8.24838250453123e-09
Q92854	SEMA4D	2.11541095391432e-10	17386.6059583333	4876.08132256667	1.83388639762902	8.35842811210882e-09
Q8N7H5	PAF1	2.27550163101671e-10	48097.8502616667	84598.74653	-0.81468092684719	8.94775376927194e-09
Q15800	MSMO1	2.30678689381552e-10	55265.6679683333	95837.9396716667	-0.794228416253787	8.98438571643673e-09
Q86TP1	PRUNE1	2.30295114112926e-10	28094.2242833333	13436.9179151111	1.06396394346624	8.98438571643673e-09
A0A0A0MQT0;P09455	RBP1	2.37215218412841e-10	366968.145866667	110984.492519444	1.72528373060726	9.11817763833893e-09
O43143	DHX15	2.37628137157789e-10	667746.947916667	929928.565972222	-0.477819972110284	9.11817763833893e-09
Q86VW0	SESTD1	2.37793033329338e-10	79747.834635	38369.5148666667	1.05544722284666	9.11817763833893e-09
Q8TF68	ZNF384	2.38573176990406e-10	10213.2963873333	18831.988065	-0.882813340192067	9.11817763833893e-09
Q6ZN55	ZNF574	2.3977008930348e-10	20898.5553366667	40993.7407772222	-0.972035622033114	9.12130028099144e-09
P36896	ACVR1B	2.41399682245678e-10	9263.10904933333	2937.68771033333	1.6563244434939	9.14077778281205e-09
F8W883;Q9Y6X6	MYO16	2.46923486402918e-10	4701.78710933333	904.54594245	2.37634947455393	9.30685343451367e-09
P07858	CTSB	2.62551746909782e-10	67691.2884116667	26750.817655	1.33933325796595	9.8055284839046e-09
Q9NWU1	OXSM	2.61491214947587e-10	74241.2513016667	31299.9664716667	1.2460138230635	9.8055284839046e-09
O60443	GSDME	2.75607476925402e-10	32902.4785166667	9899.96908911111	1.73255461946466	1.02463343353312e-08
Q15274	QPRT	2.78286461203789e-10	409273.7813	177334.677094444	1.20658343596187	1.02991174940533e-08
Q96JH7	VCPIP1	2.8397584124552e-10	39927.6757833333	27770.0470927778	0.523807519930762	1.04623351601221e-08
Q9NZ32	ACTR10	2.86534131187098e-10	19860.6923833333	8397.9476595	1.24163543614634	1.05092495918353e-08
C9J5N1;Q9BTE6	PTGES3L-AARSD1;AARSD1	3.02731931719304e-10	230591.507833333	136984.721361111	0.751313860335268	1.10537699532687e-08
A0A087WU53;Q9H0U3	MAGT1	3.05304560549664e-10	22912.8209633333	69594.5136722222	-1.60283921857042	1.10981600032698e-08
Q9NS40	KCNH7	3.09852631277981e-10	5258.8322755	595.055352166667	3.14122426777483	1.12136489877106e-08
P11216	PYGB	3.14992552501096e-10	940462.625083333	372219.190111111	1.3372142980168	1.13494453167686e-08
Q5R372	RABGAP1L	3.28872301042518e-10	17888.89388	11024.8649092222	0.698172353801568	1.17460548044836e-08
Q9ULI4	KIF26A	3.28713643456895e-10	7407.89778633333	2243.21378918889	1.72285407544447	1.17460548044836e-08
A6NN40;C9JXU1;Q2M3G4	SHROOM1	3.31981682462973e-10	2893.46602383333	351.958633405556	3.03522768823859	1.18055573081072e-08
Q15029	EFTUD2	3.42991415143475e-10	292298.3021	449817.250022222	-0.621900746461032	1.21442717941926e-08
E7EPV7;P37840	SNCA	3.47298164640132e-10	11185.2272128333	2906.76560461667	1.94361167988979	1.22334121651854e-08
