PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	Condition
-112.436336608446	53.8490152562203	24.425143379608	6.01617997086707	6.76634472899933	-13.5460799136749	41.3773612015294	-3.61474296617239	11.7132509730513	-5.93852595876421	8.37343197264035	-1.24733066919654	5.93124147133287	8.01623314718302	-0.679805254867786	-3.46725387626598	4.35454845005796	0.09397629170742	0.535190125842614	2.71384998820842	-10.7802215975159	11.5032902658887	2.4672891880583	1.2558928246933	0.825682200493816	0.682780386593044	2.26992198492326	2.85561129545928	-2.51276423763056	-8.19592887343346	-8.55761951690232	-1.5112347122693	2.76611128571239	6.46597851629057	3.62176830565553	0.648372779167726	4.70261356169979	-11.4935062873354	-14.1236523758204	6.76516522403341	-3.41053521710212	-1.24318957905878e-13	Day0
-112.233092879699	46.6494388127239	1.77270755042543	21.2959155871891	-6.36760232764232	2.55137086352035	-25.2075296315544	2.47933696204949	-5.23831471330141	2.24476540223204	-1.35907702250416	-2.87247898089444	-9.69040905462629	-6.05661553243648	-9.43833586326798	6.90001090795185	-9.62780288192454	2.20919036081187	6.36875405038825	4.78387856987596	13.069553036295	7.95252912909154	13.9530937465826	18.4918193082266	-12.646952998701	-10.8490776400601	0.190988364791499	0.390783449568219	-5.30222932929681	-16.3657061727044	1.83907753206179	5.90175393571489	3.62148317799717	-2.44567833862618	-1.58255996846979	0.706158492133579	-3.38022645935207	0.548713291131752	-0.750932665218394	-1.26012683033424	-1.04038984717409	-9.02277926852213e-14	Day0
-112.732127691466	47.8196285911261	6.48319519797769	18.1054272411984	0.68194730735872	7.53149814636852	-11.7699464816226	4.13614748628081	-4.79442360045851	1.30314833334854	0.201050250913728	-0.604480194612389	-5.91357137313698	-2.18003377041709	-0.372965832867139	-0.0774157423109288	-4.26602408155884	-0.492839555671116	0.916888711826944	3.17434790837567	1.94567308451074	7.5648560243238	3.01430910993888	-0.894297522853556	-5.74740029478935	7.62177391058324	-4.49678439535725	-2.59910384175586	10.0182274571982	25.6848420897036	11.5058977246464	-5.57766487848336	-5.29747072947011	9.92497122707736	6.44926263060676	-7.92081941223016	8.10044575256356	-8.84044717572133	2.16590593495609	-0.956759836188181	7.39083555261483	-6.82789328548816e-14	Day0
-111.148274296108	48.014039880805	16.8861773028551	8.58916107047763	4.17073290692732	-3.22775611185377	25.1757833246487	-9.20090097976773	8.3153301793397	-0.331372876491892	3.53777640996988	3.38232169720086	10.0085365717325	4.42638730515638	4.13085419882593	-3.22659599336108	6.76278984770094	-1.96611787925536	-4.39892128276495	-0.848835589859539	-6.52150890942448	-0.56984251067784	-4.36641217467595	-0.896233031129826	-1.97778696234964	-5.56928808418945	1.66560130567202	0.14659239501179	0.355850854332704	-2.15176645323589	4.75710140577911	3.55767249272041	1.83690878116481	-7.806653114561	-5.78603792990718	-1.55166539311655	-3.68444225968021	10.6836818002067	20.9919436611273	-12.7584710141101	10.948187777167	-6.5148841182916e-14	Day0
-110.915185459823	47.6786235644718	9.29223507772852	13.7470965143788	-0.241326920278218	3.99936411510211	-7.40425641604296	-0.0300470330614526	-3.64118110917178	1.42957175267262	1.84365516175358	1.56231471508376	2.93553279174738	-0.140357352351695	2.15231409276948	-0.961742807107362	1.54932443886772	-0.389402862047286	-1.94930714219832	-1.84672129133657	-0.676571557568325	-5.10727993556239	-3.07430360633597	-4.67380989902093	3.53283956294634	7.36448565764555	3.45078138716685	-3.51791743428446	-1.31632796155862	13.556030146614	3.37824094138617	1.9219605840535	-0.679786591695296	-13.072391432236	-2.82653038330205	7.90704960648183	-10.3297208699732	18.748743663333	-12.016492467385	8.35008311164841	-13.4548687413515	-7.40609830407468e-14	Day0
-112.66848438436	45.7468678657798	1.19880352745241	22.0114841234477	-5.67785218766755	8.18552182929846	-27.2651912345731	-1.75371899843687	-5.84443657021089	4.10909116879066	-5.46221633419261	1.49233026149146	-2.04938514284255	-3.59619298625987	3.93624084915315	0.170405112037048	3.92389151034653	0.276536750968066	-1.05554384906667	-8.14517622256101	2.7183576979241	-20.7023760706385	-11.3108300387051	-13.4490847374758	16.3192457800706	0.772489360178716	-2.28991412042944	2.68712500289097	-1.49335762667018	-12.2164881189715	-12.703380164445	-3.97764321176885	-1.90779564911346	6.05291846243446	0.096513294216954	0.455870962724297	4.42615627149358	-9.06561757821352	3.71294424842057	-0.554896003918204	0.293367345378232	-5.06876441860871e-14	Day0
-78.4387800815087	-31.7651079195058	-18.0973564389564	-25.8303291863006	2.91953049365352	-2.21777296236343	-3.09513045454126	14.9498642691965	5.75349583780362	-10.7343816491501	-24.2146221609103	-3.32324541205366	1.02987428745938	1.59040939312872	5.9141092038971	2.16172176903127	-7.56157834055243	0.908198001822655	-3.629424446845	3.21705543006769	-12.5292146569085	6.96533897054316	0.202739590289566	4.34563274590692	3.78873069524088	2.15695462835979	-0.390151493913041	1.38653086858705	2.33895765472414	-2.09653159500676	1.33570971391186	2.3075367600085	-1.58496568386577	-1.20496579911911	3.48216977536476	-6.39033873643434	0.397587846773337	-3.57855750470581	17.561462593398	8.11794824998376	-19.2896519028676	-6.17735029795341e-14	Day03
-75.5208315798144	-31.9639489252428	-23.7148956553504	-24.9625081927763	-4.53458813863977	-6.11314233701843	-10.2130758195906	17.1399903072299	6.10142202642201	-11.1230445903644	-25.0124513878415	-3.64082066177454	0.904546923289056	0.1561710561315	4.50985763069751	2.28093522987645	-7.09302515234985	0.275269877347584	-3.52305140132683	0.41862587564313	-11.8747207584327	3.85295348076327	-3.36464735011269	0.021631924269454	5.42596980698891	-1.29301767825575	-1.46293259937507	1.17668543106347	-2.89171529979928	-4.6794444579538	2.9257173188691	1.71573988151868	-3.46839265136593	1.11711612009089	1.22666582065527	3.23360284031937	6.31099918196533	11.9404166063356	-14.3405492311014	-2.69294755209345	18.9875829955835	-1.1713460063012e-13	Day03
-72.8577271794141	-35.2909586213651	-21.6565070098335	-35.430912669501	6.65745712544065	14.1148144944862	-3.17662733750998	14.3301910657225	4.20120281697646	17.5782407933401	6.97229080926031	-4.18058254963988	11.9002748821442	0.273810713907385	-7.58215459291352	-1.35474069394416	-2.46410993837916	2.85524238206099	5.9641035568435	-1.84724945840729	2.84334894888322	2.135437389597	0.49403243301753	6.84019705688069	0.788547933292528	7.50757741369359	11.0107069219232	-9.66003493477996	-7.4747301718128	12.1237697731678	-19.9441998732556	1.31469715215007	10.9483615100632	-0.979487720633509	-5.43432019529883	2.98518148020918	-6.38908025327012	-7.38009682039268	2.11520635474458	-4.43920892432953	5.05151141306916	-8.35945895838464e-14	Day03
-73.3669656200803	-46.0490619572322	-33.2411924020192	-31.7117433565831	-19.401748226562	-9.67977354121094	-18.5736784095938	-36.7330508615682	-5.11399482557324	-9.19614385873801	29.531900364748	6.91688766993879	-23.5527381696137	4.8575325383011	1.53817213888957	-5.20522625928171	11.2456567042767	-1.80157306204687	0.612646897487278	5.32060465443389	-10.6107963909326	5.19114382294082	0.259400937122754	2.33948990605575	3.41055157880022	1.65335790732341	-0.907709151920693	-1.54584584376651	0.749399566516878	-0.767032807856757	-0.348817000846866	0.46958149420125	-0.936454257113969	-0.838016888537958	-0.338265841814728	-0.311213581141881	1.00353376045941	0.697379654440927	0.49062399779388	-0.604956239765554	-0.366835636990454	-6.29687274544821e-14	Day03
