PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	Condition
-80.6969781931089	7.20961249828071	19.2931926364918	-26.2224202801508	-2.37307026475921	-11.1406155598039	3.07706251003182	-0.471694975033734	0.466117238229306	-0.0546762722801086	0.611821030964981	-0.291010747871888	0.00122676784115112	0.0152575681660126	-0.139230031424703	-0.0262815599662313	0.291401668142452	-3.08793789149942e-14	Control
-84.039965481975	12.134799110914	4.38038459419151	16.4513905188865	27.9429920389199	-3.93854702038762	-0.0142258205647191	-1.46107054587528	0.0492711462696418	-0.173026682848629	0.360795436208954	-0.292135292939266	-0.122414394136283	-0.0106929694732111	-0.0153477737018612	-0.108577662546368	-0.00960883589322306	-2.02832542428588e-14	Control
-73.4042842320576	-7.27738230076407	15.2251635675483	8.01068859915334	-11.0649347868032	26.3918374461852	1.69645032555646	0.305535001087005	0.469205998590541	-0.10623040971663	0.407005533068883	-0.204842835525085	-0.30169476883032	-0.154536520325944	-0.191590534778728	-0.0391074732435716	-0.188554857478122	-5.98521883096725e-14	Control
-82.8098053619373	15.614056629053	-15.6089429498282	12.59821195478	-22.3931482566425	-12.1415189741936	-0.952905433298337	-1.56039947609287	-0.346265362877722	-0.0668002466788306	0.248660771310816	0.283744578564026	-0.169028911611382	0.05367114550316	0.0405577863591585	-0.0435427694404907	-0.106766587914571	-1.35909079129748e-14	Control
-28.589907861161	-46.0034939559247	0.402263886171048	5.5679692533384	0.102796881823554	-12.4413354810985	0.0851983276752372	2.92920589525785	0.47477504060801	-0.254382818930284	-1.46039405078722	0.527562593304913	-0.0678908205923088	0.0422601005194449	0.488205003777441	0.358214905256277	-0.151850307469398	-2.34908663701572e-14	Control
-56.6093547135429	-6.10723689220472	-28.7429248110818	-17.778874009804	8.53722619811492	12.1414697991631	-3.2255176810716	-0.446394815502893	-1.0784211825072	0.605442291857436	-0.107920428172073	0.107877565247769	0.203266062585258	0.0670955824650031	-0.0203069396575091	-0.117001487674605	0.189196770338541	-2.95500386313097e-14	Control
34.0496906646237	2.72131015721765	1.03320826518125	0.593197544467547	-0.210901676593312	0.690764857020574	2.1386839748649	0.323675431963147	-6.09076095831312	-0.718645777885735	0.304339928607672	1.91503973206268	0.385439868474699	-1.77158577238285	10.1642550178312	0.453713897531319	6.92736027350926	-2.66192233186469e-14	UNC13A_CE
34.9247167207082	2.8066091064369	0.783802916829581	-0.474291249974506	0.472019578636103	0.605575617355498	3.43095932944753	-1.84999192880346	-5.05168332046133	0.784325837793281	-1.64527944445001	5.81757187247318	-3.82530839494349	8.00348452890937	1.34365214155208	4.75964486234304	-5.93581732357464	-2.87193229267513e-14	UNC13A_CE
44.4919219238449	-5.20138796032749	-2.53183828592474	0.59134876250253	0.100894205884972	-0.759278661674735	5.83355553159611	-7.41919882539065	1.92428556019821	0.251692687182956	11.997623355255	-4.42631013114023	-4.64516093877444	0.327509709240667	-0.812688409811681	-1.01178803331294	0.212632798168135	-2.42679140671775e-14	UNC13A_CE
34.6569684535462	1.85132014883018	-0.373346498916454	0.0992049270967462	-0.133328273181405	0.0550296280579245	4.65048765892274	-0.262301715260362	-8.59162146929498	-8.13750121819917	-6.15119479771764	-5.2646717482216	-3.12954412684114	-1.39288918307972	-4.94285144698315	-3.4143629329084	0.643971979950619	-4.92487994829816e-15	UNC13A_CE
33.151719509415	1.5654358494261	-1.18596473058404	0.0755061447357776	0.055421492528763	0.55696830614388	2.66705737824205	-0.74794205800202	3.5500731555661	-9.37192001376442	2.20668513713742	0.576711373357544	11.2891605459242	2.20057997694293	0.486019700831299	0.0893889094568464	-2.09845206643159	-2.43081379677768e-14	UNC13A_CE
28.8561140659211	8.05926626154049	-5.1775193626096	0.78180728137899	1.08135839589293	0.532146759289992	12.8069204255341	14.7648777594615	4.97742219837506	4.28771466963753	-0.126022046811913	-0.171066407512167	-0.771884131581749	-0.076826961552671	-0.91782938701233	-1.01702325681835	0.215756783677493	-2.33897103074643e-14	UNC13A_CE
26.6722096595752	5.16994875531201	4.51986783692035	-0.541011996732052	-0.5389894858125	-0.598609450544529	-16.9558873103858	10.2980942386989	-1.6430115705576	-3.76244777021302	5.04346913297923	-1.01910456647224	-2.45612833953182	-1.27741239231281	-0.555351404375033	2.27113703945496	-1.37201219362638	-2.0772771523736e-14	UNC13A_WT
33.0915547044545	1.35657942189988	3.26632976060993	0.0926673036663173	-0.600514010633021	-0.0985776131915238	-7.91891793587755	-1.66754564802362	3.46454357555873	3.18002880216292	-1.85578499308134	2.87228675054446	-0.335262694160515	6.21516597874278	-0.494337108793313	-9.9368257444416	2.30630122452311	-2.35900708689396e-14	UNC13A_WT
33.8173159420182	0.876717137168317	2.10500385412207	-0.00955926779892132	-0.248816440086904	-0.511701476709136	-1.10311051051021	-2.44998659296951	-4.30485950631132	7.58695676755645	-0.4168451829906	0.0880317224894578	3.58856492114029	-7.56943221721894	1.59901585412986	-3.51463306567398	-7.13154523311735	-1.71780992208603e-14	UNC13A_WT
32.8796823511576	2.67008437478861	0.863422759087343	-0.240081226465963	-0.696538509956843	0.320926458436787	-4.06821292902381	-3.32451277596866	6.71489521782925	3.27951376447392	-6.46741021271727	-10.1638104551767	-0.043158132830618	1.82541412844096	3.07052586124336	4.39358221954065	-0.252733087252392	-2.7653552191198e-14	UNC13A_WT
33.6610331761846	0.147536388840493	2.13782371924626	1.27900515630972	-0.440371837216913	-0.346490359727694	-1.65057203741011	-2.17988157919811	-3.84441464340051	6.94748515099895	0.546803169842068	1.97535336180135	4.84064229278966	0.0910741001340688	-7.73490320350845	5.0179973633341	5.71387186176437	-2.83193607453214e-14	UNC13A_WT
35.8973686723329	2.40622526951249	-0.389927157454599	-0.874759415389605	0.407904749884583	0.681955725678256	-0.497025803728884	-4.78046739034726	8.86044888249901	-4.27752876114654	-3.49635233864701	7.66877263501386	-4.44082480492122	-6.58813680271826	-1.36779512567763	1.88546478910937	0.746847132683733	-2.04302720574479e-14	UNC13A_WT
