PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[7] UNC13A_CE_1.raw.PG.Quantity,[8] UNC13A_CE_2.raw.PG.Quantity,[9] UNC13A_CE_3.raw.PG.Quantity,[10] UNC13A_CE_4.raw.PG.Quantity,[11] UNC13A_CE_5.raw.PG.Quantity,[12] UNC13A_CE_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
A0A1B0GUS4;P68036,UBE2L5;UBE2L3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,Filtered,NaN,0.5816116333007812,NaN,NaN,NaN,NaN,NaN
O14910;Q9NUP9,LIN7A;LIN7C,Filtered,NaN,636.9086303710938,Filtered,1073.6339111328125,688.314208984375,2352.1064453125,2664.085205078125,3329.849365234375,2663.7783203125,2654.391845703125,2245.57861328125,1953.1031494140625,2846.23974609375,2267.210205078125,2406.32861328125,2279.684814453125,2396.22900390625
O14925,TIMM23,1168.0360107421875,2466.556396484375,2044.680908203125,1588.05810546875,4129.60791015625,4084.190673828125,5871.22998046875,5037.546875,10376.8671875,4658.43359375,6051.3388671875,6871.59765625,5333.451171875,4448.52392578125,5267.94580078125,7212.28857421875,4243.6142578125,4723.791015625
O14949,UQCRQ,1389.9744873046875,1207.350341796875,1305.1790771484375,1017.1539306640625,2724.66943359375,1196.143798828125,5469.7490234375,6582.5693359375,6269.6611328125,5519.7841796875,4284.9794921875,4152.951171875,5183.9736328125,5934.37841796875,5626.4423828125,5571.9833984375,5930.17822265625,5465.74951171875
O14950;P19105,MYL12B;MYL12A,226888.203125,210998.296875,241544.640625,220656.171875,333664.5625,251992.46875,367045.59375,393368.21875,439327.96875,405368.4375,364195.875,377328.40625,284972.21875,432689.90625,419782,410982.40625,364299.28125,413359.71875
O14965,AURKA,1790.6922607421875,1201.482421875,1007.093017578125,807.9043579101562,1528.643310546875,2289.171142578125,35299.94921875,32369.98828125,40448.39453125,31661.53515625,31393.939453125,31581.47265625,30962.205078125,31164.162109375,37867.3984375,30840.345703125,35368.421875,33915.78515625
O14974,PPP1R12A,6248.22119140625,6276.60009765625,6537.50439453125,6701.92431640625,9061.87109375,7173.91796875,14447.33203125,14320.4443359375,17524.248046875,13706.3046875,14866.73828125,14620.615234375,13955.3095703125,15675.115234375,14760.0009765625,16415.833984375,14776.2001953125,15976.0712890625
O14975,SLC27A2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4489.81103515625,5109.35888671875,8461.392578125,11049.8876953125,3905.053466796875,3623.18798828125,4595.35546875,7973.1396484375,5209.96435546875,3218.61767578125,4645.95654296875,4258.970703125
O14979,HNRNPDL,2521.236083984375,1842.2603759765625,3288.68798828125,2271.67041015625,7071.28515625,5043.56494140625,206690.453125,223671.375,313777.84375,246875.421875,236458.15625,234728.734375,186602.96875,212264.640625,229495.1875,210772.8125,231055.09375,239116.640625
O15014,ZNF609,14659.25390625,12261.1630859375,15171.37109375,16349.3369140625,24736.859375,29380.2109375,71846.515625,69259.734375,83337.8125,71917.171875,73826,67290.390625,60242.78515625,66665.1875,74775.7890625,71955.65625,70487.875,74869.5234375
O15027,SEC16A,2596.6025390625,2046.3115234375,3439.783935546875,1817.3563232421875,4121.78173828125,4349.99609375,4802.88134765625,6285.46435546875,5301.404296875,6297.4150390625,5652.34130859375,6230.31005859375,4142.63427734375,4727.220703125,4123.87255859375,5672.15966796875,5083.3447265625,6716.13232421875
O15042,U2SURP,1854.8123779296875,3033.39453125,2761.825927734375,2785.475341796875,4990.5732421875,3679.798828125,45698.03125,47723.8671875,54738.43359375,43632.8671875,45592.10546875,40845.40234375,36524.8984375,48832.11328125,46417.76171875,42461.65234375,47138.76171875,48637.484375
O15047,SETD1A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,8350.931640625,8555.197265625,8089.57275390625,6439.68115234375,4852.4951171875,6701.78271484375,5340.57666015625,7727.23828125,8474.1181640625,7342.78271484375,6528.34130859375,5243.375
O15056,SYNJ2,2313.1533203125,413.52459716796875,NaN,309.40789794921875,483.09027099609375,448.3431396484375,7114.79931640625,6624.97314453125,8386.9736328125,6585.53515625,6814.734375,5632.33740234375,5558.041015625,5989.947265625,6317.32373046875,6236.8681640625,6048.10595703125,7238.90234375
O15061,SYNM,1119.0460205078125,1113.4625244140625,1550.6865234375,1374.0830078125,2404.57470703125,2214.7890625,5643.1220703125,4763.25439453125,8923.880859375,4730.7197265625,6996.85107421875,4717.40234375,6385.43896484375,4459.65966796875,3119.101318359375,6400.5302734375,2883.337890625,4685.7333984375
O15091,PRORP,558.6178588867188,965.1991577148438,336.65576171875,301.1009216308594,778.763916015625,833.5209350585938,8877.064453125,9490.7080078125,11257.982421875,8002.26123046875,8434.2255859375,7956.6669921875,9412.7216796875,9689.3564453125,9724.81640625,6621.130859375,9368.8583984375,11414.0927734375
O15116,LSM1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,10220.8583984375,10466.931640625,14064.3876953125,11266.7587890625,11245.7578125,11587.1005859375,6291.287109375,8000.1630859375,9687.0244140625,7353.82958984375,9328.5869140625,7724.29736328125
O15118,NPC1,Filtered,Filtered,Filtered,Filtered,Filtered,278.91766357421875,5252.19384765625,5580.943359375,5303.98095703125,5016.451171875,7200.44091796875,6880.50732421875,4838.11962890625,4647.44873046875,5526.06591796875,4991.35595703125,4909.02880859375,6989.23974609375
O15143,ARPC1B,28732.08984375,25003.05859375,28632.341796875,18110.05859375,44504.28515625,37668.6640625,61183.28515625,62730.91796875,75710.421875,60465.5703125,59080.30078125,48122.95703125,48189.0234375,49434.48828125,56650.32421875,55096.44140625,49410.3515625,61125.5859375
O15144,ARPC2,6934.48046875,5232.6611328125,6119.22216796875,4425.58544921875,11357.6015625,4874.572265625,9016.7685546875,10191.9189453125,13865.8896484375,9720.7529296875,10010.44140625,8453.0556640625,8344.7099609375,9613.5380859375,9605.1650390625,10912.8359375,10449.4560546875,12752.66796875
O15145,ARPC3,7507.26025390625,7493.060546875,9121.5595703125,7182.28759765625,15743.4482421875,8678.423828125,17660.482421875,19616.04296875,23354.28515625,19518.16796875,18151.54296875,18373.15625,15575.9169921875,15829.1591796875,18820.1796875,19550.953125,22432.1640625,19029.103515625
O15155,BET1,Filtered,NaN,263.42431640625,NaN,2101.04931640625,321.0005798339844,2758.85595703125,2054.484375,2895.50830078125,1986.32275390625,1522.844482421875,1239.0025634765625,1271.8304443359375,1952.2037353515625,1899.5341796875,1575.3077392578125,1204.4918212890625,2476.64892578125
O15160,POLR1C,403.68096923828125,808.0911254882812,327.39935302734375,Filtered,1470.4384765625,1210.805908203125,33709.69921875,35177.453125,40825.94140625,33869.81640625,35494.140625,34197.5,27437.28125,32422.75390625,35359.3125,31058.548828125,31411.765625,34918.83984375
O15173,PGRMC2,1222.2930908203125,983.32666015625,1458.8330078125,996.1804809570312,5921.52099609375,1284.477294921875,4757.34033203125,4973.64111328125,6545.029296875,4141.396484375,4554.65576171875,3524.33154296875,4277.814453125,4957.07763671875,4852.85009765625,5272.45361328125,5306.259765625,5419.2041015625
O15198;P84022;Q15796,SMAD9;SMAD3;SMAD2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4020.476318359375,4446.7236328125,4001.1142578125,2838.34228515625,3061.24853515625,3649.552734375,3868.968017578125,3642.5087890625,4922.3349609375,3216.1708984375,3878.72607421875,3783.749755859375
O15212,PFDN6,Filtered,Filtered,Filtered,Filtered,1521.0230712890625,Filtered,4980.41650390625,3614.533203125,5944.83349609375,3492.78515625,4290.71826171875,2261.298828125,3374.406494140625,3396.692138671875,3431.629638671875,2393.55615234375,3045.39794921875,2669.237060546875
O15213,WDR46,1091.5438232421875,Filtered,Filtered,NaN,NaN,NaN,5575.30712890625,5443.9130859375,6590.6162109375,4394.498046875,3966.10205078125,3388.011474609375,3845.173828125,5018.20849609375,4403.1904296875,3798.2705078125,3903.837890625,4777.033203125
O15234,CASC3,NaN,611.7216186523438,121.69422912597656,NaN,534.5198974609375,324.0219421386719,4047.681884765625,3557.326171875,5073.5419921875,3887.554931640625,3529.883544921875,3743.21435546875,3647.34912109375,3584.870849609375,4596.6123046875,4008.94921875,3550.836669921875,3794.729736328125
O15235,MRPS12,4829.69091796875,4396.35107421875,4495.60595703125,5800.22412109375,6087.0712890625,10252.53125,22162.50390625,23964.39453125,20507.107421875,21562.146484375,23360.43359375,25760.9609375,17221.216796875,14416.1494140625,25184.439453125,24307.3515625,24909.017578125,23813.50390625
O15258,RER1,1499.8319091796875,1332.896240234375,1520.4111328125,594.8834228515625,2714.38623046875,1788.6444091796875,12960.1630859375,16233.736328125,15812.2978515625,17746.876953125,14765.1416015625,14562.962890625,13547.77734375,14653.8720703125,14298.279296875,16951.896484375,14061.8828125,14317.48046875
O15260,SURF4,1422.5640869140625,1860.32373046875,1213.056396484375,780.3511352539062,4800.505859375,2442.931884765625,15501.2265625,17899.0703125,20499.353515625,17114.73046875,13261.3828125,14372.8330078125,9534.02734375,14996.3984375,17432.10546875,14825.1728515625,17518.34765625,15887.5400390625
O15269,SPTLC1,Filtered,Filtered,Filtered,NaN,2940.34228515625,251.70445251464844,4429.96142578125,5496.14453125,7521.8291015625,3843.573486328125,3212.272705078125,3014.109375,1231.19091796875,5962.4541015625,4732.46435546875,2920.46484375,3470.307861328125,3916.425048828125
O15294,OGT,1311.5543212890625,1747.8414306640625,1655.7471923828125,1785.455322265625,3109.52490234375,1906.5732421875,8246.318359375,6695.388671875,9664.8212890625,9112.3857421875,8884.3603515625,9340.73046875,7128.11279296875,9494.0712890625,8032.98828125,9163.154296875,8845.5078125,7155.97265625
O15318,POLR3G,Filtered,Filtered,Filtered,Filtered,869.493408203125,3251.14599609375,6831.92431640625,4389.521484375,6672.2607421875,5982.80517578125,5088.029296875,6141.70458984375,2985.5458984375,4858.76220703125,4711.62548828125,4017.902587890625,6686.5380859375,3895.492919921875
O15321,TM9SF1,561.908203125,Filtered,Filtered,1254.970703125,4819.62451171875,Filtered,4389.92919921875,5451.74267578125,5659.0185546875,5667.13720703125,5413.5966796875,4884.888671875,5018.66650390625,5515.7421875,5610.46875,6063.59814453125,2331.705322265625,4112.27099609375
O15344,MID1,Filtered,2.3915297985076904,Filtered,NaN,Filtered,NaN,7503.328125,5244.9140625,7873.9853515625,5500.76611328125,3226.14990234375,4573.904296875,4441.72216796875,3933.17138671875,7379.82568359375,7079.83251953125,3059.402099609375,4435.72802734375
O15347,HMGB3,1073.3271484375,1070.69775390625,1710.0908203125,1045.8868408203125,3718.352294921875,2975.385498046875,29147.865234375,29307.560546875,36639.03515625,28031.9453125,22856.8515625,23014.88671875,23365.89453125,24101.123046875,26432.705078125,25287.75,27877.650390625,26273.3125
O15371,EIF3D,1596.333984375,861.9039916992188,1425.087158203125,1180.5789794921875,5116.19921875,2241.294189453125,225023.71875,244535.59375,291327.625,249928.109375,249126.625,219869.109375,194301.609375,229402.53125,233758.75,217125.890625,230281.53125,267372.4375
O15372,EIF3H,241.98814392089844,68.71549224853516,63.188621520996094,152.7161407470703,572.3973999023438,219.49058532714844,27210.80078125,28371.505859375,32914.46484375,26186.21875,30206.578125,24411.57421875,20119.2578125,26490.1484375,27574.98046875,27678.248046875,27592.7734375,32930.4296875
O15379,HDAC3,3509.698974609375,3390.30908203125,3027.5380859375,4070.183837890625,6513.4619140625,5500.6640625,5737.28271484375,5343.85302734375,8108.58349609375,5999.9462890625,5766.04541015625,4059.696044921875,3578.370361328125,4406.8984375,5950.28515625,4677.935546875,5471.1005859375,6071.1650390625
O15427,SLC16A3,2267.274169921875,2119.06201171875,2447.4130859375,2158.333740234375,7012.20166015625,3698.328125,22699.1875,22154.13671875,29020.671875,25744.353515625,22564.4453125,22197.39453125,22080.94921875,21570.017578125,23821.873046875,26922.65625,23562.150390625,24048.111328125
O15446,POLR1G,2.5061748027801514,169.27655029296875,1018.5186767578125,277.9093017578125,1869.798095703125,6.923219203948975,63320.3828125,61665.09375,74769.390625,67399.2421875,61795.08984375,58197.4765625,53760.8125,55981.078125,71514.96875,59372.296875,65869.8515625,65428.00390625
O15504,NUP42,NaN,414.79852294921875,172.5297393798828,NaN,311.7369689941406,871.0983276367188,3616.29150390625,3241.837890625,4328.44189453125,3617.572509765625,3257.9423828125,2916.2568359375,3073.267822265625,2998.1611328125,3018.2119140625,3167.765625,3155.35595703125,3275.729736328125
O15511,ARPC5,5149.03125,4836.599609375,3057.866943359375,6249.60107421875,9367.4658203125,3647.347900390625,7323.3193359375,9155.337890625,6654.6044921875,8252.3984375,9372.130859375,8248.4931640625,6003.26220703125,6483.85400390625,8501.6484375,6862.7978515625,7250.8017578125,12133.21875
O15527,OGG1,Filtered,Filtered,NaN,Filtered,Filtered,188.8492889404297,3733.12158203125,4301.537109375,6063.1982421875,4083.990966796875,3699.8798828125,3345.422607421875,2035.7314453125,2927.011474609375,2565.206787109375,2450.970703125,3693.040771484375,2714.44921875
O15533,TAPBP,1741.4737548828125,1413.59033203125,2059.375,1347.9637451171875,3948.858154296875,2780.609130859375,17478.236328125,15991.8896484375,19349.46484375,15128.33984375,16638.63671875,15396.876953125,13961.33984375,15558.654296875,18473.591796875,17058.984375,14948.40625,15666.0263671875
O15554,KCNN4,Filtered,Filtered,NaN,857.6387329101562,577.7909545898438,946.3643798828125,6455.05419921875,6493.30224609375,7853.43408203125,5981.05224609375,6343.61181640625,5147.9833984375,4254.8896484375,6242.69287109375,5261.482421875,5980.6220703125,5875.05224609375,5849.84619140625
O43143,DHX15,5634.4248046875,5364.958984375,6464.83544921875,6356.11376953125,13367.0859375,11894.83203125,171638.21875,178909.4375,216279.296875,183003.78125,179396.546875,170809.703125,143609.8125,167684.578125,175994.6875,161593.890625,175782.84375,188378.984375
O43148,RNMT,1766.5230712890625,Filtered,1190.648193359375,Filtered,614.8905639648438,368.1361083984375,12117.3154296875,12530.03125,17385.765625,12048.03125,10606.94140625,10951.23046875,10504.3486328125,11482.3701171875,11099.423828125,11987.0341796875,12780.287109375,13410.23828125
O43169,CYB5B,Filtered,Filtered,1154.783203125,Filtered,6618.29541015625,Filtered,2304.958984375,2436.10302734375,3814.382080078125,2069.99609375,1296.5277099609375,2138.664306640625,1539.4530029296875,1028.0838623046875,1611.5487060546875,2294.3916015625,2178.459228515625,2018.0364990234375
O43172,PRPF4,1342.3372802734375,1048.447998046875,1344.82373046875,1367.0135498046875,2647.95703125,2467.960205078125,54308.1640625,58914.97265625,67567.5546875,56506.5,57742.55078125,50776.20703125,50479.96875,52702.16796875,58683.87109375,54334.15625,54350.58984375,58262.94921875
O43175,PHGDH,814.0197143554688,1214.5465087890625,2076.65380859375,1275.9447021484375,6132.1044921875,1248.007080078125,4804.27392578125,5289.138671875,5274.75439453125,3793.3681640625,3306.08203125,4470.1435546875,3135.843994140625,3792.437744140625,4004.864013671875,2760.683837890625,3303.67724609375,3834.5751953125
O43181,NDUFS4,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,3530.908447265625,3554.46630859375,6463.28125,2953.201171875,2784.335205078125,3504.404296875,3450.82421875,3633.28076171875,2183.828369140625,Filtered,4108.6064453125,5821.59521484375
O43184,ADAM12,Filtered,1207.2867431640625,766.976806640625,663.6170654296875,999.6921997070312,1396.6990966796875,3879.04345703125,4363.64208984375,5002.28955078125,3720.36669921875,4999.5205078125,4652.208984375,3768.2578125,4087.822509765625,5321.27587890625,3508.090576171875,4481.97265625,5903.51220703125
O43237,DYNC1LI2,Filtered,Filtered,Filtered,Filtered,322.9004211425781,147.96487426757812,3907.593017578125,2182.517578125,5687.69921875,2168.64697265625,2571.135986328125,1727.4735107421875,1223.1087646484375,2291.326904296875,2657.144775390625,1846.8597412109375,1155.1943359375,3075.361328125
O43242,PSMD3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,0.8447914123535156,Filtered,6.575812339782715,Filtered,NaN,Filtered,0.3721711039543152,Filtered
O43251,RBFOX2,1505.8203125,1816.6505126953125,1777.977783203125,1112.7921142578125,2695.242919921875,3269.887939453125,27638.51953125,28560.892578125,36463.84375,30051.498046875,32202.0234375,34571.1171875,26837,32338.119140625,33048.72265625,35100.7578125,27773.7421875,35441.67578125
O43290,SART1,2197.52978515625,2784.8173828125,2237.708251953125,2769.42333984375,3429.734375,3978.536376953125,54717.6171875,58923.84375,68710.484375,56693.83984375,54993.83984375,52365.04296875,49083.8671875,59803.28125,63849.41015625,62414.80859375,56445.8828125,62071.92578125
O43292,GPAA1,Filtered,Filtered,313.48577880859375,Filtered,1482.748291015625,Filtered,5851.5947265625,4763.9990234375,8198.322265625,5079.15283203125,5512.7373046875,4889.36572265625,3886.44140625,4375.5341796875,4377.83056640625,3942.250732421875,4020.554931640625,4169.72705078125
O43293,DAPK3,2396.975341796875,3321.744873046875,3927.05712890625,5057.5869140625,5947.16796875,4374.45703125,24605.533203125,26983.375,33510.0703125,26492.529296875,27269.025390625,23217.068359375,23608.080078125,30150.638671875,26360.91796875,26719.07421875,26004.87109375,29075.32421875
O43314,PPIP5K2,440.4106140136719,368.90338134765625,566.6556396484375,483.07513427734375,771.92578125,961.6262817382812,4178.80126953125,3729.938720703125,4761.79833984375,4149.71533203125,3810.91259765625,1872.0274658203125,2710.705322265625,3008.06640625,4321.35302734375,3626.905029296875,3251.525634765625,2828.50439453125
