PG.ProteinGroups,PG.Genes,[1] ctrl_1.raw.PG.Quantity,[2] ctrl_2.raw.PG.Quantity,[3] ctrl_3.raw.PG.Quantity,[4] ctrl_4.raw.PG.Quantity,[5] Halo_1.raw.PG.Quantity,[6] Halo_2.raw.PG.Quantity,[7] Halo_3.raw.PG.Quantity,[8] Halo_4.raw.PG.Quantity
Q9NZ45,CISD1,5684.2412109375,3436.560302734375,2402.690673828125,1981.2857666015625,NaN,2848.4404296875,3138.398193359375,4439.4375
Q9NZ53,PODXL2,94519.1328125,72770.359375,71522.296875,78485.5546875,59286.9765625,71310.703125,76110.6875,76141.2578125
Q9NZ56,FMN2,4132.80615234375,3683.73486328125,6673.0859375,7148.51416015625,3844.5537109375,6699.60498046875,6181.64794921875,NaN
Q9NZC3,GDE1,2558.75537109375,1248.6033935546875,4105.701171875,1022.3219604492188,362.2783508300781,NaN,NaN,NaN
Q9NZI8,IGF2BP1,65500.28125,59330.33984375,70704.6171875,64567.546875,111024.15625,115869.9375,121842.3515625,101419.546875
Q9NZJ4,SACS,30658.7734375,32748.31640625,29929.884765625,28948.94140625,31433.380859375,35756.61328125,35331.6015625,35987.9453125
Q9NZJ7,MTCH1,35904.953125,30222.84765625,28548.890625,27220.943359375,29370.732421875,33688.171875,29360.513671875,20178.900390625
Q9NZL4,HSPBP1,4937.90283203125,2597.91845703125,4269.20947265625,NaN,4359.56640625,2556.712158203125,5778.00048828125,4106.41357421875
Q9NZL9,MAT2B,7826.044921875,5944.30078125,5473.90966796875,3801.2734375,NaN,3442.0771484375,3262.80908203125,NaN
Q9NZN3,EHD3,29945.37109375,31851.33203125,31027.8359375,30140.337890625,17180.43359375,27768.271484375,32205.271484375,36427.23046875
Q9NZN5,ARHGEF12,1693.141845703125,3687.59716796875,4710.96337890625,1723.131591796875,NaN,NaN,NaN,NaN
Q9NZN8,CNOT2,5271.80810546875,3189.86865234375,4683.68212890625,NaN,NaN,1690.237060546875,NaN,NaN
Q9NZR1,TMOD2,19805.2578125,17781.09375,23677.490234375,12364.6025390625,16576.255859375,20655.73046875,20700.091796875,16452.134765625
Q9NZT1,CALML5,9360.396484375,1215.62158203125,2192.855712890625,16133.3212890625,32656.59375,2482.997314453125,NaN,31235.888671875
Q9NZT2,OGFR,7369.03369140625,5815.50537109375,7631.78662109375,6722.1171875,5431.11474609375,6842.900390625,6876.17138671875,5028.3623046875
Q9P013,CWC15,8501.984375,5915.625,8727.11328125,6787.90283203125,7259.78173828125,2996.48486328125,1999.2042236328125,409.541259765625
Q9P015,MRPL15,4026.833740234375,6353.39453125,1396.233642578125,4094.20166015625,2053.463134765625,3931.916748046875,2585.99267578125,3370.36083984375
Q9P016,THYN1,99822.7578125,103713.9921875,108334.921875,75614.734375,64808.5859375,70223.3984375,68365.78125,61981.9375
Q9P021,CRIPT,131572.203125,153019.171875,142668.0625,132664.5625,81744.6484375,99119.359375,96979.8515625,134209.875
Q9P032,NDUFAF4,20072.572265625,19695.560546875,17542.46484375,16634.265625,10580.265625,11546.2041015625,13793.05078125,10360.00390625
Q9P035,HACD3,219143.875,192434.96875,221676.03125,219530.625,162927.1875,150563.890625,174394.375,235526.734375
Q9P086,MED11,3356,2749.84765625,2969.046875,2734.69189453125,1835.5867919921875,1244.5396728515625,2258.702392578125,NaN
Q9P0I2,EMC3,3004.073486328125,NaN,2881.36083984375,NaN,NaN,1333.5892333984375,NaN,NaN
Q9P0J0,NDUFA13,68016.6015625,64507.5078125,62836.265625,59630.28515625,34118.80859375,46270.81640625,58622.5078125,44438.10546875
Q9P0J1,PDP1,3132.37158203125,3491.83837890625,4062.227783203125,3474.01318359375,4243.47265625,2797.864990234375,NaN,4411.09326171875
Q9P0J7,KCMF1,3773.85693359375,5872.05126953125,2880.156005859375,3397.57373046875,3906.135009765625,2733.84033203125,3917.818115234375,2679.2548828125
Q9P0K7,RAI14,17694.849609375,20653.7109375,19274.791015625,17067.3359375,9385.1220703125,10238.3994140625,10159.8857421875,9805.30859375
Q9P0L0,VAPA,72200.5703125,72744.4296875,77549.7265625,67201.484375,57010.27734375,59656.5390625,61903.0390625,49789.2734375
Q9P0L2,MARK1,32840.24609375,33364.33984375,32447.88671875,30493.53125,27051.125,25899.7890625,26197.861328125,24181.728515625
Q9P0M6,MACROH2A2,4054.20654296875,4856.4111328125,3911.3544921875,5673.21435546875,3104.09619140625,2737.656494140625,2101.167236328125,NaN
Q9P0M9,MRPL27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1973.3575439453125
Q9P0N9,TBC1D7,4823.13037109375,5578.0166015625,5112.27099609375,5494.8212890625,2963.5361328125,4585.607421875,3474.71484375,3317.29296875
Q9P0U4,CXXC1,NaN,NaN,293.942138671875,1107.2862548828125,635.5885620117188,804.1947021484375,1620.822265625,NaN
Q9P1F3,ABRACL,129665.90625,102689.8828125,99789.6953125,147281.171875,184132.6875,147730.9375,129493.6015625,118322.265625
Q9P1Y5,CAMSAP3,12049.6943359375,14280.9453125,12472.8359375,12687.205078125,8670.2275390625,10264.0771484375,9806.41796875,8694.4951171875
Q9P1Y6,PHRF1,6954.583984375,3157.817626953125,6023.8359375,714.1058349609375,NaN,NaN,2264.90966796875,NaN
Q9P219,CCDC88C,62278.28515625,68872.1171875,63025.81640625,54373.28125,27563.08984375,26802.998046875,27968.392578125,23214.892578125
Q9P232,CNTN3,NaN,NaN,NaN,NaN,998.6354370117188,3400.43505859375,3954.806396484375,NaN
Q9P246,STIM2,3232.428955078125,2508.683837890625,1864.0682373046875,NaN,NaN,2223.51220703125,NaN,NaN
Q9P253,VPS18,35175.13671875,36112.49609375,37870.578125,31584.970703125,24697.60546875,32150.13671875,37383.94140625,31545.091796875
Q9P258,RCC2,70375.4140625,42284.296875,70081.8984375,40025.2890625,40151.39453125,40871.8828125,46561.296875,37193.140625
Q9P260,RELCH,28927.759765625,36990.90234375,30840.986328125,26833.919921875,19982.109375,22644.81640625,25454.9765625,24670.00390625
Q9P265,DIP2B,57264.46484375,55388.76171875,55885.38671875,51359.30859375,41978.796875,49471.484375,49737.63671875,43759.98046875
Q9P270,SLAIN2,8425.1259765625,11926.3642578125,5692.48779296875,5997.9423828125,5929.03955078125,11010.6669921875,4924.4814453125,6976.34423828125
Q9P286,PAK5,8653.619140625,10811.8642578125,10546.29296875,6969.21337890625,5945.33837890625,7244.615234375,6058.1982421875,8558.3056640625
Q9P291,ARMCX1,10222.1142578125,11999.9423828125,8966.4228515625,10099.140625,5245.8408203125,9647.2666015625,10174.2177734375,11443.5537109375
Q9P2B4,CTTNBP2NL,NaN,2623.74365234375,4596.08203125,4557.3115234375,3681.826171875,3761.40625,4071.744873046875,3808.238525390625
Q9P2D3,HEATR5B,2955.874267578125,1899.19091796875,2934.6376953125,3704.29443359375,846.5263061523438,2528.310791015625,2338.8115234375,1305.773193359375
Q9P2E9,RRBP1,2063.078369140625,3866.26806640625,3494.894287109375,3024.8603515625,NaN,NaN,1342.3162841796875,2013.7215576171875
Q9P2F8,SIPA1L2,2884.864990234375,4518.03662109375,4302.775390625,3711.35498046875,2787.99609375,2996.292236328125,2283.652587890625,2606.132080078125
Q9P2H5,USP35,3217.259521484375,7784.54296875,3778.446044921875,4304.7177734375,534.5724487304688,6563.7529296875,7990.43212890625,4816.6025390625
Q9P2I0,CPSF2,6072.21728515625,6390.81298828125,3311.149169921875,6874.35888671875,6336.2119140625,6232.30810546875,7774.56787109375,7412.2998046875
Q9P2J5,LARS1,25504.96484375,25797.11328125,25183.70703125,27303.5625,18788.90234375,20303.3125,22135.666015625,24643.619140625
Q9P2K5,MYEF2,96396.0703125,78741.2890625,79886.2890625,75109.421875,64534.88671875,56470.7265625,61890.33203125,72635.4296875
Q9P2K6,KLHL42,9434.1708984375,6926.36083984375,9324.130859375,3578.711669921875,6501.95556640625,NaN,2824.35888671875,3938.92919921875
Q9P2Q2,FRMD4A,10211.736328125,8626.74609375,8226.9931640625,6735.43017578125,5095.05078125,8685.4111328125,8549.767578125,8604.8486328125
Q9P2R3,ANKFY1,15025.5126953125,15785.0830078125,17092.88671875,14162.29296875,10483.470703125,10145.8701171875,13917.1376953125,15296.0751953125
Q9P2R7,SUCLA2,65728.546875,36828.046875,47474.5390625,22850.349609375,16573.490234375,28100.521484375,24556.5859375,25764.1015625
Q9P2S2,NRXN2,47728.5703125,53081.1875,38251.8515625,40012.8671875,47572.53515625,49963.5390625,49578.26953125,52224.3046875
Q9P2T1,GMPR2,9046.087890625,6560.23974609375,11005.380859375,9491.255859375,4432.77294921875,4107.7978515625,4784.62841796875,4652.56787109375
Q9P2U8,SLC17A6,38251.01953125,13288.837890625,12907.5517578125,10158.4853515625,6231.15673828125,4499.27392578125,7933.0625,6118.66259765625
Q9UBB4,ATXN10,54349.4609375,60706.21484375,58647.01171875,54983.8046875,64480.44140625,73235.4140625,75736.875,67317.4765625
Q9UBB6,NCDN,65090.953125,59892.53515625,59727.48046875,51853.69140625,58372.109375,58908.73046875,60941.7734375,56607.734375
Q9UBB9,TFIP11,12697.935546875,7836.88427734375,10754.748046875,NaN,11109.78125,10960.25,11124.423828125,8308.2998046875
Q9UBC2,EPS15L1,16690.3046875,18344.921875,14186.9921875,13368.3662109375,12620.3388671875,17305.330078125,16637.365234375,16508.962890625
Q9UBF2,COPG2,19863.81640625,19725.462890625,20689.87109375,20385.05078125,13031.9697265625,15180.3125,15592.943359375,18507.853515625
Q9UBH6,XPR1,13783.28515625,9210.2265625,11799.828125,9119.939453125,8441.8583984375,9267.3984375,8168.6953125,11827.7685546875
Q9UBI4,STOML1,3480.34130859375,3802.989990234375,4569.662109375,2498.56591796875,1768.1962890625,2864.704345703125,2878.59765625,4107.474609375
Q9UBI9,HECA,5902.29248046875,5151.74365234375,6108.21435546875,5974.31396484375,4544.78564453125,4969.00439453125,5228.1826171875,NaN
Q9UBL6,CPNE7,24790.26171875,39583.20703125,45115.93359375,27054.623046875,25663.75390625,25820.525390625,33126.890625,27681.27734375
Q9UBM7,DHCR7,129943.421875,83382.78125,96481.1015625,33881.9375,85334.3984375,100764.8359375,71319.21875,62800.6171875
Q9UBN7,HDAC6,47215.15625,58502.3203125,58776.609375,43085.99609375,38674.80859375,37706.0625,47170.53515625,43521.515625
Q9UBP0,SPAST,17134.67578125,18152.919921875,16619.134765625,10668.390625,14608.3154296875,16420.83203125,20705.55078125,13973.11328125
Q9UBQ0,VPS29,19367.939453125,58108.7109375,49975.16796875,19158.775390625,17725.05859375,37925.2578125,35454.1328125,32783.02734375
Q9UBQ5,EIF3K,NaN,NaN,6880.7724609375,3032.67578125,NaN,NaN,NaN,NaN
Q9UBS4,DNAJB11,32250.234375,33907.08203125,35341.69140625,42382.390625,37755.2890625,36818.9921875,42249.30078125,35996.62890625
Q9UBS5,GABBR1,117976.125,NaN,NaN,510.91253662109375,NaN,936975.1875,NaN,456777.96875
Q9UBU6,FAM8A1,2881.968017578125,3018.244140625,1631.395751953125,NaN,NaN,1468.5958251953125,NaN,NaN
Q9UBU8,MORF4L1,31377.693359375,34990.0546875,33247.046875,31355.2890625,28062.537109375,34092.2578125,28277.79296875,24379.26953125
Q9UBU9,NXF1,13204.5732421875,8067.05224609375,7128.79736328125,9226.3642578125,5990.07568359375,5952.31591796875,7545.9697265625,9479.8447265625
Q9UBV2,SEL1L,7578.88037109375,9888.791015625,8167.80712890625,7612.03271484375,8506.0400390625,9980.09765625,11177.123046875,12151.2392578125
Q9UBV8,PEF1,77887.3828125,36754.078125,27046.73828125,26321.123046875,14848.4697265625,21086.02734375,21814.439453125,9980.29296875
Q9UBX3,SLC25A10,8623.966796875,8451.02734375,6078.41015625,10158.2802734375,5715.13232421875,8256.318359375,6261.34765625,8379.0009765625
Q9UDT6,CLIP2,16391.703125,23535.671875,16199.7431640625,13823.40234375,10548.1845703125,12067.732421875,7189.74072265625,8022.25048828125
Q9UDW1,UQCR10,136456.859375,146627.1875,146833.9375,118553.7265625,130883.8828125,157945.9375,169181.59375,166847.65625
Q9UEG4,ZNF629,8432.7109375,14092.005859375,14775.5009765625,13428.2353515625,3625.9677734375,6372.22802734375,6659.41259765625,8339.6728515625
Q9UEU0,VTI1B,17249.404296875,23012.59375,16390.62109375,13028.83203125,4573.49755859375,5529.1884765625,4924.18603515625,4331.32080078125
Q9UEW8,STK39,11920.677734375,15633.7080078125,11213.08984375,9496.005859375,7374.07177734375,9655.6279296875,11397.71875,10689.3671875
Q9UEY8,ADD3,4913.7734375,14171.3759765625,10950.2294921875,14163.3779296875,8999.9853515625,8743.544921875,8790.2646484375,8947.71484375
Q9UFW8,CGGBP1,108334.421875,83444.7734375,83568.0859375,81419.9375,44184.2265625,62995.16015625,62182.9296875,57121.5703125
Q9UG56,PISD,NaN,4811.6767578125,NaN,NaN,NaN,2495.73046875,NaN,NaN
Q9UG63,ABCF2,10873.791015625,15300.16796875,17369.951171875,15464.103515625,9132.4638671875,10320.0107421875,13825.1279296875,12061.9306640625
Q9UGI8,TES,8943.017578125,9925.7421875,15166.4404296875,10195.9951171875,NaN,NaN,NaN,NaN
Q9UGN5,PARP2,NaN,1870.6522216796875,4308.86669921875,NaN,10415.3896484375,7435.63916015625,8292.6357421875,3028.211181640625
Q9UGR2,ZC3H7B,54110.5625,54420.1015625,46099.1796875,48575.109375,46810.02734375,36884.46484375,50420.6640625,39512.82421875
Q9UGU0,TCF20,27590.609375,18494.67578125,43238.8046875,13459.5791015625,28242.697265625,26659.2265625,17613.4609375,29176.828125
Q9UGY1,NOL12,4020.936767578125,7285.02587890625,6825.5654296875,6832.837890625,6767.794921875,7757.38720703125,7087.38818359375,4682.32080078125
Q9UH03,SEPTIN3,34446.55859375,19398.75390625,33998.37109375,33233.00390625,32879.37890625,36678.4765625,38567.2265625,34797.59765625
Q9UH62,ARMCX3,19729.486328125,15207.83203125,13932.859375,11993.9775390625,13280.69140625,14192.87109375,16747.6796875,15077.265625
Q9UH99,SUN2,64633.80859375,71913.1640625,63202.125,59443.95703125,40740.61328125,40959.60546875,42207.0078125,41659.94140625
Q9UHB9,SRP68,29126.55078125,19587.33203125,20822.9453125,17114.310546875,13845.703125,11674.400390625,5246.3310546875,12139.8388671875
Q9UHC6,CNTNAP2,3447.953369140625,1790.692138671875,3546.83984375,6087.201171875,3378.768798828125,5062.017578125,6119.76171875,4979.89697265625
Q9UHD1,CHORDC1,14371.7734375,14433.71875,12330.6826171875,15686.59375,12973.6806640625,16966.357421875,17674.869140625,15199.51171875
Q9UHD8,SEPTIN9,16360.6611328125,10326.392578125,10877.8212890625,8799.689453125,8081.556640625,7403.19970703125,8696.142578125,10687.6337890625
Q9UHG2,PCSK1N,2477.161376953125,6302.49658203125,2210.258544921875,NaN,NaN,3915.509521484375,NaN,4781.7294921875
Q9UHG3,PCYOX1,12724.1123046875,12163.369140625,12937.4541015625,11058.9619140625,8625.34375,10684.0859375,10949.3779296875,10956.34375
Q9UHJ6,SHPK,9570.017578125,5841.02099609375,8085.50927734375,2732.55615234375,1246.8070068359375,3947.6357421875,NaN,NaN
Q9UHR5,SAP30BP,59172.00390625,55675.1875,60584.12109375,43372.1171875,37104.53125,37643.15625,45130.5078125,45839.36328125
Q9UHV9,PFDN2,32256.142578125,40052.85546875,34028.85546875,27519.701171875,26719.833984375,19346.08984375,19872.6796875,20125.69921875
Q9UHX1,PUF60,467286.71875,295732.59375,412316.65625,315283.8125,228254.828125,252528.796875,242997.390625,225494.703125
Q9UI08,EVL,19392.208984375,19485.818359375,24491.6796875,20199.15625,14601.31640625,10860.0810546875,13239.0546875,10531.2626953125
Q9UI09,NDUFA12,82694.609375,60147.33203125,62427.6640625,47788.3828125,37610.2109375,54540.15234375,62304.9140625,61545.16796875
Q9UI10,EIF2B4,18770.697265625,15900.94140625,16520.49609375,16115.2705078125,14283.685546875,13844.3193359375,12674.2255859375,16023.083984375
Q9UI12,ATP6V1H,64654.890625,69374.8671875,68052.734375,66523.1796875,53781.03515625,66668.6171875,70113.734375,74739.3046875
Q9UI26,IPO11,9727.1708984375,9118.875,7759.525390625,8018.1171875,2292.743896484375,1655.989990234375,6767.27587890625,3602.06103515625
Q9UI30,TRMT112,13213.748046875,8691.361328125,10046.08984375,13904.88671875,16927.046875,15019.240234375,17404.13671875,17955.0625
Q9UIA9,XPO7,196212.640625,209175.0625,198900.0625,181313.953125,184539.265625,183022.5,197753.15625,185011.171875
Q9UIC8,LCMT1,49443.515625,40079.33984375,48728.9609375,46977.390625,46159.5078125,47152.83984375,47673.51171875,39716.578125
Q9UID3,VPS51,20460.017578125,24695.5859375,21564.38671875,19562.740234375,13015.669921875,16626.140625,15381.9736328125,16191.544921875
Q9UIK5,TMEFF2,31776.796875,22518.3125,39591.94140625,25628.62890625,15101.0966796875,20163.29296875,17111.349609375,20545.45703125
Q9UIV1,CNOT7,4460.24609375,NaN,NaN,NaN,NaN,1205.0465087890625,NaN,NaN
Q9UIW2,PLXNA1,37273.10546875,32728.53125,32408.1015625,30342.68359375,30922.8125,32141.083984375,34614.66796875,34955.94140625
Q9UJ04,TSPYL4,1946.701904296875,NaN,2979.4892578125,NaN,NaN,NaN,NaN,NaN
Q9UJ41,RABGEF1,40987.75390625,43555.53515625,48341.53125,32852.8515625,44461.65234375,42844.5390625,34437.3359375,38079.95703125
Q9UJ70,NAGK,302564.3125,275553.25,295961.375,274712.40625,173487.453125,171049.765625,190953.984375,183249.234375
Q9UJA5,TRMT6,2165.932373046875,458.0625915527344,3192.9150390625,NaN,NaN,NaN,NaN,NaN
Q9UJD0,RIMS3,15477.671875,20313.322265625,12314.8173828125,12298.9580078125,10179.2646484375,11660.8955078125,11965.7705078125,13944.2392578125
Q9UJF2,RASAL2,6767.28564453125,6196.31494140625,7036.09228515625,7720.02685546875,2602.256103515625,3722.016357421875,3004.115234375,3090.23583984375
Q9UJS0,SLC25A13,89253.2578125,87783.71875,97174.0234375,92378.140625,78946.421875,97063.9765625,98118.390625,95160.3125
Q9UJU6,DBNL,241384.421875,13634.814453125,71895.953125,22079.919921875,14147.6025390625,16507.99609375,14073.919921875,19528.564453125
Q9UJV9,DDX41,13931.1640625,7824.61376953125,9293.359375,9489.8759765625,7111.669921875,6962.8369140625,9791.3427734375,8908.029296875
Q9UJW0,DCTN4,124673.703125,119807.3984375,113539.6171875,97902.78125,87412.5,76575.078125,103232.1875,101871.5234375
Q9UJY4,GGA2,1535.96630859375,380.5767517089844,1872.7659912109375,444.4921569824219,NaN,NaN,NaN,NaN
Q9UJY5,GGA1,16493.95703125,16987.818359375,18619.416015625,16392.1875,13306.2939453125,13358.3251953125,14519.8076171875,12823.0087890625
Q9UJZ1,STOML2,23663.51171875,20416.818359375,19317.484375,16019.39453125,15395.712890625,17053.724609375,18213.970703125,17310.2109375
Q9UK58,CCNL1,5595.82421875,NaN,10238.634765625,5631.4873046875,NaN,5111.37060546875,7647.3828125,8051.87890625
Q9UKA9,PTBP2,15954.021484375,3622.643310546875,18541.46875,9759.478515625,8417.80078125,11374.7421875,9946.8095703125,7351.7509765625
Q9UKE5,TNIK,21761.1484375,16409.517578125,12267.4794921875,8258.0576171875,6944.55615234375,6361.29296875,13461.814453125,5335.73388671875
Q9UKF6,CPSF3,15525.6123046875,24106.140625,11732.7890625,18255.55859375,13552.4013671875,24070.611328125,23159.021484375,13567.30859375
Q9UKF7,PITPNC1,11395.1650390625,15674.271484375,9727.0224609375,8200.05078125,7597.58984375,8788.466796875,8233.3388671875,6686.05615234375
Q9UKG1,APPL1,11782.8154296875,9595.44921875,10023.2744140625,10134.3740234375,7686.09228515625,6594.91845703125,6134.31103515625,5230.12158203125
Q9UKJ3,GPATCH8,2162.023193359375,NaN,2149.309326171875,NaN,NaN,NaN,NaN,NaN
Q9UKM7,MAN1B1,4882.78857421875,5468.7216796875,5729.80078125,4393.69775390625,2281.09423828125,5138.2861328125,5074.2568359375,3759.349609375
Q9UKM9,RALY,14933.4443359375,17177.552734375,22641.498046875,22087.80078125,20721.748046875,20664.74609375,15224.4208984375,21100.05078125
Q9UKN8,GTF3C4,4283.54931640625,10375.0087890625,3375.7890625,7029.7275390625,4255.8017578125,3262.73486328125,2427.03173828125,4019.829345703125
Q9UKQ2,ADAM28,81808.2890625,66247.2265625,69478.671875,58284.32421875,52534.453125,57502,44660.546875,55194.9296875
Q9UKR5,ERG28,29290.552734375,19200.69921875,24388.236328125,26404.4375,13937.01953125,7584.07373046875,11520.369140625,10731.115234375
Q9UKU0,ACSL6,2257.11572265625,NaN,2987.684326171875,NaN,1724.64892578125,NaN,NaN,2240.037109375
Q9UKU7,ACAD8,33316.76953125,38591.40625,29387.81640625,34257.51953125,25851.9921875,34639.91796875,32996.90625,26207.38671875
Q9UKV3,ACIN1,38128.0546875,41966.32421875,37944.1875,37784.4140625,29133.79296875,33039.7265625,29178.529296875,28773.81640625
Q9UKV5,AMFR,2977.78466796875,6879.42041015625,4372.19189453125,3127.77880859375,2906.730224609375,1050.7000732421875,3898.739501953125,5795.3193359375
Q9UKV8,AGO2,9850.439453125,13562.6337890625,14532.8740234375,12818.888671875,8913.8984375,6183.2080078125,10163.5517578125,8791.5087890625
Q9UKW4,VAV3,8915.6435546875,6625.486328125,4603.73388671875,7236.89208984375,6317.607421875,7201.9091796875,6967.02734375,7779.97314453125
Q9UKY7,CDV3,1925.305419921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UKZ4,TENM1,1126.9368896484375,NaN,756.2422485351562,4.734208106994629,1.4224485158920288,5.179595947265625,1.568428635597229,6.545591831207275
Q9UL03,INTS6,NaN,2566.94873046875,NaN,NaN,NaN,NaN,NaN,NaN
Q9UL15,BAG5,7187.49267578125,8535.107421875,5073.84912109375,6130.7099609375,5669.6806640625,7025.6982421875,4714.904296875,1448.9674072265625
Q9UL25,RAB21,12856.2890625,17708.7578125,14866.580078125,16045.9775390625,8729.8935546875,8219.455078125,13711.6201171875,10321.962890625
Q9UL26,RAB22A,2643.05419921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UL40,ZNF346,12131.22265625,11150.4033203125,15829.55078125,20147.962890625,10748.32421875,14813.9296875,16964.677734375,17735.634765625
Q9UL46,PSME2,19990.76953125,29096.685546875,20048.310546875,12974.73046875,4968.8193359375,7580.2275390625,8148.9453125,3544.71435546875
Q9UL54,TAOK2,24334.625,23548.13671875,20508.947265625,20297.75,13243.578125,15053.439453125,13984.880859375,7223.46533203125
Q9ULA0,DNPEP,2761.369140625,7124.03515625,1997.8458251953125,2259.49853515625,4100.185546875,NaN,4697.015625,3255.75048828125
Q9ULB1,NRXN1,9721.595703125,8738.75390625,6958.478515625,8047.31005859375,10325.7392578125,12203.7529296875,13433.279296875,11991.8974609375
Q9ULC4,MCTS1,55084.546875,62893.52734375,59219.62109375,58533.27734375,39424.91796875,45505.26171875,57868.71875,62643.2734375
Q9ULD8,KCNH3,37052.66796875,4288.90234375,NaN,591.7481079101562,NaN,NaN,NaN,NaN
Q9ULE4,FAM184B,NaN,5849.78076171875,3351.2724609375,NaN,NaN,1701.3748779296875,NaN,NaN
Q9ULH0,KIDINS220,49002.859375,49066.88671875,44913.23046875,44039.22265625,36130.64453125,38546.18359375,35252.04296875,38704.8046875
Q9ULI1,NWD2,5705.77587890625,8548.4599609375,4648.7197265625,5789.3369140625,980.4952392578125,1939.009033203125,4477.314453125,6362.78564453125
Q9ULJ7,ANKRD50,8742.3583984375,8463.2626953125,8386.9765625,8345.3466796875,6788.16796875,7704.751953125,7355.28369140625,6930.787109375
Q9ULK0,GRID1,NaN,NaN,NaN,2011.8251953125,2928.478515625,1230.822021484375,NaN,1200.9478759765625
Q9ULK4,MED23,24040.759765625,25434.908203125,23725.9296875,23536.73046875,18415.443359375,19396.85546875,20179.478515625,14783.9248046875
Q9ULK5,VANGL2,113733.6171875,121788.0625,106097.3125,106650.96875,83163.8125,88106.328125,97026.71875,80983.7578125
Q9ULP0,NDRG4,51592.30859375,50003.96875,55554.765625,48719.46875,49700.71484375,52556.5390625,54995.33203125,44399.5
Q9ULP9,TBC1D24,51059.76953125,61332.77734375,46629.6484375,53912.52734375,46473.57421875,53489.2421875,58234.97265625,58055.703125
Q9ULR3,PPM1H,27560.98046875,22865.8984375,27973.0546875,22891.220703125,17104.41796875,19121.109375,18501.1328125,19890.3828125
Q9ULT8,HECTD1,3507.97021484375,5804.65625,3863.5009765625,3929.709228515625,2460.806640625,3265.1005859375,NaN,677.2987670898438
Q9ULU4,ZMYND8,NaN,NaN,3410.050537109375,2551.04638671875,781.5963745117188,1935.41259765625,NaN,2963.05126953125
Q9ULU8,CADPS,11677.3603515625,7878.03955078125,7551.87890625,10408.1572265625,8283.1064453125,9544.5771484375,8885.1259765625,8593.40625
Q9ULV4,CORO1C,57610.37109375,66218.0625,46304.4453125,52597.28515625,45152.984375,50046.34375,55088.52734375,60084.30078125
Q9UM00,TMCO1,17358.46875,18134.677734375,18618.080078125,16637.306640625,8557.3818359375,9894.2021484375,6423.873046875,9642.6630859375
Q9UMS4,PRPF19,37024.2734375,40046.92578125,33225.69140625,34786.1953125,33844.8125,37406.5390625,39526.26953125,41101.30859375
Q9UN36,NDRG2,4414.88623046875,NaN,2206.33837890625,NaN,NaN,NaN,NaN,NaN
Q9UN37,VPS4A,47430.8359375,40571.77734375,44103.72265625,39093.8203125,34482.0703125,34470.76953125,40625.09375,33329.01171875
Q9UN74,PCDHA4,23415.390625,17367.048828125,18810.45703125,17094.9140625,14188.349609375,20081.806640625,15540.263671875,18335.853515625
Q9UN86,G3BP2,15469.49609375,21591.669921875,24774.3125,15375.744140625,26240.296875,32662.58203125,31211.552734375,28407.357421875
Q9UNE7,STUB1,7090.0576171875,13901.10546875,9748.212890625,11477.4638671875,7615.98046875,9923.6552734375,10590.13671875,12222.7490234375
Q9UNF1,MAGED2,12331.642578125,10986.00390625,9749.2421875,10315.08203125,7434.7861328125,7789.68212890625,9496.712890625,8641.5947265625
Q9UNH7,SNX6,6232.0234375,7604.7783203125,11032.0654296875,14386.294921875,2084.1083984375,5348.4658203125,6815.708984375,8980.0322265625
Q9UNK0,STX8,7184.1494140625,5666.18798828125,4742.771484375,NaN,NaN,NaN,3721.35693359375,4220.5078125
Q9UNM6,PSMD13,29414.16015625,23643.3828125,29996.994140625,23596.4296875,21679.78515625,19373.14453125,19573.357421875,23460.220703125
Q9UNS2,COPS3,14965.189453125,12544.4150390625,17431.314453125,14286.9755859375,7909.8662109375,10458.970703125,12125.92578125,NaN
Q9UP83,COG5,4584.7587890625,5614.568359375,6312.79736328125,5142.2412109375,2338.39501953125,3254.20654296875,2130.7958984375,4021.333984375
Q9UPN3,MACF1,126941.671875,138850,130433.265625,128558.890625,108924.125,116982.03125,115187.8984375,109226.25
Q9UPN6,SCAF8,8991.2841796875,11269.1044921875,9474.9052734375,5276.42041015625,6633.60693359375,6919.67138671875,6676.91064453125,5034.38818359375
Q9UPN7,PPP6R1,4215.03369140625,4608.74169921875,4372.9599609375,3390.48779296875,2102.9580078125,1911.3323974609375,1565.7308349609375,1167.034912109375
Q9UPP2,IQSEC3,823.0650634765625,1485.859619140625,2960.907470703125,1614.748291015625,1996.067626953125,806.434326171875,237.2886505126953,2199.274169921875
Q9UPP5,KIAA1107,2646.806640625,NaN,2933.33642578125,966.210693359375,NaN,NaN,1049.09130859375,NaN
Q9UPQ3,AGAP1,50982.40625,48812.703125,24894.029296875,36613.93359375,47045.4765625,47978.95703125,50516.7109375,40868.87109375
Q9UPQ8,DOLK,12801.08203125,14900.5146484375,12618.09375,12246.865234375,10662.625,9317.9013671875,13069.45703125,9648.1328125
Q9UPR0,PLCL2,13220.9599609375,13297.8291015625,12239.10546875,11931.3701171875,11278.30078125,10228.76953125,12159.458984375,14335.81640625
