PG.ProteinGroups,PG.Genes,[1] ctrl_1.raw.PG.Quantity,[2] ctrl_2.raw.PG.Quantity,[3] ctrl_3.raw.PG.Quantity,[4] ctrl_4.raw.PG.Quantity,[5] Halo_1.raw.PG.Quantity,[6] Halo_2.raw.PG.Quantity,[7] Halo_3.raw.PG.Quantity,[8] Halo_4.raw.PG.Quantity
A0A024RBG1;Q9NZJ9,NUDT4B;NUDT4,9897.435546875,23310.380859375,11398.83203125,7274.7822265625,13984.1435546875,11878.01953125,7211.0439453125,NaN
A0A0B4J1U7,IGHV6-1,NaN,9418.306640625,16135.4892578125,NaN,7080.5390625,5465.48974609375,11297.896484375,3854.94775390625
A0A0B4J1V1,IGHV3-21,32983504,23268504,17128508,20278536,16808014,18282416,17323000,20534320
A0A0B4J1Y9,IGHV3-72,495728.9375,223283.03125,214654.078125,197280.734375,302424.4375,282336.25,70606.984375,225341.53125
A0A0B4J2D5;P0DPI2,GATD3B;GATD3A,24127.080078125,22431.61328125,26319.755859375,22117.66796875,16437.390625,16183.7685546875,10376.5615234375,10653.89453125
A0FGR8,ESYT2,4949.40966796875,4175.3896484375,3555.490478515625,3653.966796875,3368.8544921875,3713.03466796875,2958.227783203125,2822.546142578125
A0JNW5,UHRF1BP1L,4416.70458984375,6158.66650390625,4127.6005859375,3256.9755859375,2779.308837890625,5687.71533203125,2657.539794921875,1821.4644775390625
A0MZ66,SHTN1,15979.748046875,18355.81640625,17226.1015625,11055.5146484375,11342.0869140625,11867.65234375,12199.5439453125,9591.3212890625
A1L020;Q5U5Q3;Q6ZN04;Q86XN8,MEX3A;MEX3C;MEX3B;MEX3D,10627.6298828125,12586.7919921875,11681.31640625,10247.2529296875,5953.39208984375,7567.2890625,4207.39404296875,6302.373046875
A1L0T0,ILVBL,15652.3408203125,20633.93359375,21526.5703125,19170.009765625,19756.484375,19575.173828125,24107.52734375,19675.62109375
A1X283,SH3PXD2B,28650.705078125,38254.94921875,35354.57421875,29001.142578125,28721.740234375,31324.111328125,30700.384765625,27435.001953125
A1Z1Q3,MACROD2,7281.5791015625,2812.02197265625,3160.2265625,NaN,NaN,14849.857421875,NaN,3290.6298828125
A2A3N6;Q99755,PIPSL;PIP5K1A,3013.117431640625,7855.83935546875,2975.6708984375,NaN,NaN,4791.07958984375,2444.998779296875,1468.695556640625
A2RRP1,NBAS,3188.363525390625,5558.17724609375,4002.5654296875,3249.185546875,3499.6552734375,1521.645751953125,1990.6561279296875,4676.8662109375
A3KMH1,VWA8,4181.99853515625,1016.0502319335938,NaN,NaN,NaN,NaN,NaN,NaN
A4D161,FAM221A,NaN,959.3505249023438,1755.3367919921875,NaN,NaN,NaN,NaN,NaN
A4D1P6,WDR91,4508.4736328125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A5PKW4,PSD,3817.23291015625,7954.05712890625,7523.546875,6097.75048828125,8682.1826171875,8425.9892578125,7002.833984375,4886.45703125
A5YKK6,CNOT1,10811.6083984375,10665.119140625,9000.8876953125,7021.13330078125,6224.71337890625,5954.923828125,6939.0390625,6288.28759765625
A6NCE7;Q9GZQ8,MAP1LC3B2;MAP1LC3B,70548.265625,156274.265625,105398.734375,74616.5234375,50494.328125,62783.1328125,94631.0859375,101635.40625
A6NDG6,PGP,257673.453125,193806.4375,246554.484375,156158.203125,135196.5625,111958.5390625,135907.3125,129421.0078125
A6NE02,BTBD17,2176.944091796875,1690.388671875,3004.19189453125,NaN,NaN,NaN,NaN,NaN
A6NFI3,ZNF316,1673.07470703125,1142.1683349609375,2013.0501708984375,2199.935302734375,2752.897216796875,3320.51708984375,NaN,585.4602661132812
A6NFN3;O43251;Q9NWB1,RBFOX3;RBFOX2;RBFOX1,13821.8984375,13398.400390625,16911.70703125,9705.404296875,9332.599609375,11057.412109375,20684.369140625,22825.458984375
A6NHQ2,FBLL1,13403.7119140625,16573.91796875,18029.501953125,16108.833984375,15579.890625,19322.421875,18216.7734375,19213.783203125
A6NHR9,SMCHD1,17727.66796875,34079.90234375,17223.931640625,5822.7822265625,9409.6455078125,15730.9619140625,20641.96875,18938.6171875
A6NHX0,CASTOR2,26065.23046875,30957.021484375,31676.53125,21176.681640625,14837.8583984375,16084.625,23261.3125,21914.66796875
A6NI79,CCDC69,5738.64111328125,NaN,8984.8173828125,8251.1572265625,NaN,4671.134765625,NaN,NaN
A6NJ46;P78426;Q9C056,NKX6-3;NKX6-1;NKX6-2,NaN,NaN,NaN,NaN,1057.5743408203125,5190.724609375,2481.652587890625,4707.37255859375
A6NJ78,METTL15,12395.9189453125,4413.80224609375,1790.224853515625,9535.6572265625,790.8045654296875,1679.212158203125,NaN,NaN
A6NJZ7;A6NNM3;Q9UFD9,RIMBP3C;RIMBP3B;RIMBP3,26043.4921875,22871.76171875,17625.4921875,21863.455078125,23184.939453125,21820.34375,22107.09375,23803.7421875
A6NNA2,SRRM3,8450.4921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A7E2V4,ZSWIM8,30872.69921875,7336.00634765625,NaN,8077.6650390625,4972.08447265625,5180.8935546875,NaN,6247.54833984375
A7KAX9,ARHGAP32,2781.292724609375,4909.79150390625,4930.65087890625,NaN,NaN,3893.4814453125,NaN,NaN
A7MBM2,DISP2,4050.8857421875,2758.987060546875,5461.03759765625,1964.38916015625,804.51708984375,NaN,904.5191650390625,NaN
A7MD48,SRRM4,6828.4765625,5017.01171875,4556.759765625,5382.95703125,4148.2998046875,2011.6358642578125,NaN,1432.31640625
A8MQ14;Q3KNS6;Q8N972;Q8NA42;Q9Y2G7,ZNF850;ZNF829;ZNF709;ZNF383;ZFP30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A8MVW0,FAM171A2,12929.466796875,12921.07421875,11900.3564453125,13257.244140625,10024.18359375,10278.9443359375,9166.2392578125,6233.5029296875
A8MWD9;P62308,SNRPGP15;SNRPG,33188.98046875,24514.18359375,27616.970703125,34656.53515625,65505.08984375,65438.05859375,83215.640625,59623.40625
ADN27525,HALO,NaN,NaN,18016.78125,61222.23046875,1209036.75,774683.875,1481395,785904.625
B2RTY4,MYO9A,4960.80224609375,1677.1689453125,2544.124267578125,2884.69921875,795.0074462890625,2413.978759765625,860.7518920898438,2199.9541015625
B7ZAQ6;P0CG08,GPR89A;GPR89B,19851.599609375,21449.31640625,15423.876953125,11191.9208984375,13870.01171875,11867.7333984375,13774.083984375,16348.373046875
C9J069,AJM1,54118.18359375,9706.908203125,6852.4091796875,6352.73779296875,4963.23828125,NaN,3936.47509765625,NaN
E9PAV3;Q13765,NACA,60750.04296875,73406.9140625,78239.8515625,63997.765625,62590.8984375,71107.5625,81644.2265625,75204.25
E9PRG8,C11orf98,35357.7578125,20333.177734375,20766.630859375,21451.255859375,22206.419921875,21009.51953125,20803.654296875,13414.5185546875
F8WCM5;P01308,INS-IGF2;INS,36126.97265625,43808.46875,27344.76953125,21435.5078125,22365.10546875,19078.970703125,12389.0166015625,15737.6025390625
L0R8F8,MIEF1,5041.63818359375,10743.2294921875,9171.6298828125,9345.0830078125,9507.11328125,13531.853515625,8246.7138671875,6114.7890625
O00116,AGPS,1940.787353515625,2462.640380859375,2102.19091796875,2035.523193359375,NaN,2386.2060546875,3511.649169921875,3271.925537109375
O00139,KIF2A,132171.453125,117455.375,136877.203125,125036.125,101189.4296875,97687.6015625,86583.9375,87198.0546875
O00142,TK2,6257.861328125,7524.34033203125,9780.814453125,NaN,5817.849609375,5453.31103515625,5157.82861328125,4312.4326171875
O00148,DDX39A,78799.15625,64931.71484375,77462.7421875,64006.1875,58138.69140625,77565.53125,74666.5625,77679.9140625
O00154,ACOT7,2054772.5,1807576.125,1743420.75,1854465.75,1494026.625,1592998,1896360.375,1766876.125
O00165,HAX1,27043.734375,26480.833984375,24105.017578125,22135.826171875,16519.724609375,17152.0703125,18841.443359375,21958.890625
O00170,AIP,15089.1669921875,16542.14453125,15393.228515625,13242.583984375,6072.39208984375,6120.38623046875,6660.322265625,7551.99560546875
O00178,GTPBP1,26246.06640625,28088.322265625,24956.16796875,27387.943359375,18462.201171875,20818.0390625,21311.943359375,18157.892578125
O00186,STXBP3,6953.88232421875,3755.208984375,5046.900390625,6694.73583984375,4144.45703125,NaN,NaN,2766.761962890625
O00189,AP4M1,5298.59765625,NaN,NaN,NaN,NaN,NaN,NaN,1002.377685546875
O00192,ARVCF,19323.330078125,13727.6572265625,18115.1875,12076.087890625,10452.404296875,11956.1630859375,12598.7392578125,10631.3134765625
O00193,SMAP,29795.859375,29504.630859375,20074.35546875,19201.82421875,11705.56640625,19609.556640625,19098.8125,11894.0166015625
O00203,AP3B1,12519.96484375,16255.5966796875,12665.2138671875,10984.099609375,8540.712890625,9511.3876953125,10198.806640625,8551.5771484375
O00217,NDUFS8,106031.0859375,93249.625,94250.484375,106335.2421875,84364.21875,71448.9921875,68630.28125,83373.4921875
O00231,PSMD11,30074.486328125,30053.87109375,28209.697265625,29223.455078125,22788.033203125,23633.203125,22131.22265625,23086.232421875
O00232,PSMD12,33471.2109375,34699.87890625,27917.60546875,32318.75,24784.50390625,24640.947265625,27417.44140625,30694.564453125
O00233,PSMD9,19887.974609375,7581.13671875,12752.1328125,25338.546875,16845.09375,44789.05078125,73044.765625,50998.29296875
O00244,ATOX1,302542.9375,12747,94496.140625,21620.154296875,22313.99609375,28940.2734375,38098.9765625,23107.955078125
O00257,CBX4,8300.59765625,11201.0263671875,8009.759765625,8208.638671875,6676.1142578125,7082.9736328125,4311.3037109375,2344.641357421875
O00258,GET1,16807.41796875,11612.75,11820.916015625,11506.787109375,11255.568359375,12816.259765625,11517.392578125,12279.1474609375
O00264,PGRMC1,49500.36328125,50592.85546875,57306.28515625,64274.77734375,50116.9921875,49633.53125,49782.87109375,34195.953125
O00291,HIP1,26963.291015625,23051,29846.861328125,29142.017578125,17811.162109375,24501.947265625,22515.419921875,22638.560546875
O00299,CLIC1,1786.85791015625,12911.580078125,8524.9580078125,7207.0595703125,NaN,NaN,NaN,NaN
O00303,EIF3F,3645.510986328125,3911.9130859375,2838.015380859375,3121.20751953125,3399.843994140625,1854.4940185546875,2385.047119140625,NaN
O00308,WWP2,5236.345703125,7308.0234375,9474.869140625,3676.648681640625,3293.4931640625,2816.172607421875,3618.7939453125,4360.25927734375
O00329,PIK3CD,18113.33203125,23409.9609375,17895.328125,16445.5625,11404.9521484375,9027.7470703125,14700.501953125,10926.36328125
O00399,DCTN6,24539.8671875,14814.7392578125,14044.82421875,11983.033203125,13787.2119140625,14471.8056640625,10329.5224609375,16138.787109375
O00401,WASL,9227.3349609375,9815.630859375,9200.8876953125,8560.916015625,8149.3779296875,8297.869140625,7096.00146484375,8393.5810546875
O00408,PDE2A,3079.82763671875,752.1629028320312,1714.9088134765625,2374.58544921875,NaN,NaN,NaN,NaN
O00410,IPO5,57809.9296875,55910.84375,54213.9140625,51759.80859375,37917.546875,46310.4453125,52187.359375,57696.8984375
O00423,EML1,16886.58203125,18364.69921875,17520.23046875,15036,14330.1923828125,14359.33984375,10126.5986328125,10239.08984375
O00425,IGF2BP3,13241.20703125,13433.9970703125,11633.3779296875,12325.927734375,30935.109375,24664.103515625,25872.0703125,17521.396484375
O00429,DNM1L,39213.6015625,41047.01171875,34366.125,36858.73046875,27875.521484375,30305.138671875,38559.0546875,34330.8203125
O00442,RTCA,47531.34375,44214.71875,49096.55078125,34198.734375,42854.26953125,57547.72265625,63402.3203125,54191.9296875
O00445,SYT5,32028.06640625,30617.890625,29602.54296875,23365.126953125,20299.318359375,18410.443359375,26573.1015625,21059.40625
O00459,PIK3R2,14524.7685546875,12072.8857421875,13463.734375,14813.0400390625,12867.005859375,12492.677734375,17956.392578125,13342.599609375
O00468,AGRN,8459.1162109375,9940.703125,10090.9072265625,9070.888671875,6021.71142578125,8444.8125,6426.8642578125,8354.7607421875
O00471,EXOC5,28337.61328125,27651.87109375,30860.787109375,31723.2109375,24646.51953125,30120.234375,33265.40234375,33833.25390625
O00479,HMGN4,6259.21484375,1977.7296142578125,5042.08056640625,2976.570556640625,NaN,6564.0927734375,9265.5,11904.859375
O00482,NR5A2,2303610.5,3197004,2527373.25,3876690.75,4458941,340003.4375,3318123.25,1196807
O00483,NDUFA4,1.1706085205078125,80364.8984375,55743.87109375,53077.1796875,34068.5078125,48775.82421875,37284.71875,42350.28125
O00487,PSMD14,18910.150390625,31088.91796875,29101.92578125,23844.978515625,15575.6298828125,19583.12890625,20429.4296875,15675.41796875
O00488,ZNF593,180764.203125,102185.015625,109509.21875,91200.109375,86469.2578125,130448.0546875,113020.578125,103750.25
O00499,BIN1,15463.521484375,13252.5458984375,14483.3447265625,14278.2978515625,19487.62890625,22241.79296875,24083.873046875,14655.3330078125
O00505,KPNA3,7595.64990234375,8521.455078125,4910.611328125,5382.65380859375,NaN,3999.4814453125,6712.232421875,2330.476806640625
O00506,STK25,5500.14013671875,5071.14697265625,5767.07421875,4162.73193359375,5160.62060546875,5269.34326171875,5505.22705078125,5663.8759765625
O00507,USP9Y,59590.34765625,57440.15625,57250.33203125,66900.2890625,51360.91015625,61574.44921875,64901.296875,62830.58203125
O00519,FAAH,14221.5693359375,NaN,NaN,NaN,NaN,NaN,NaN,3537.682373046875
O00534,VWA5A,6089.0986328125,4517.28857421875,4743.34033203125,5267.80908203125,3417.016845703125,5670.18017578125,4419.08349609375,4294.9658203125
O00541,PES1,17439.115234375,17974.58984375,15153.58984375,18497.89453125,20366.8125,18956.5234375,21942.73828125,23391.318359375
O00560,SDCBP,45570.6015625,45097.19140625,51608.1953125,43438.1875,34934.3828125,33880.98046875,22067.7421875,36151.3984375
O00562,PITPNM1,NaN,9235.3349609375,10271.392578125,11330.2041015625,4113.376953125,3588.8876953125,1168.5098876953125,5915.65673828125
O00567,NOP56,5883.994140625,5124.79638671875,5184.39453125,4600.38720703125,5488.26123046875,5388.13623046875,7696.2421875,5212.033203125
O00571,DDX3X,446430.5,440685.875,438344.28125,353034.78125,416044.1875,445918.15625,450165.53125,442418.46875
O00629,KPNA4,8232.322265625,3288.453857421875,5938.1708984375,4252.5595703125,5657.880859375,7355.86962890625,3094.789794921875,NaN
O00743,PPP6C,22343.693359375,19863.623046875,19982.994140625,15972.6787109375,16695.830078125,17263.314453125,17123.642578125,8765.3818359375
O00750,PIK3C2B,32452.326171875,33576.44140625,32763.07421875,31722.400390625,20409.677734375,21584.798828125,23930.783203125,19447.24609375
O00764,PDXK,5392.38671875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O14497,ARID1A,15975.6904296875,18218.15234375,10932.630859375,19272.859375,15589.6865234375,9029.8720703125,15491.70703125,14035.90234375
O14523,C2CD2L,2455.04833984375,5964.01513671875,7059.4541015625,2789.60009765625,4255.88330078125,3361.5,5341.23486328125,4592.16650390625
O14531,DPYSL4,2778107,2087250.625,2499111.25,1913450.5,1958849.75,2190480.75,2436619.75,2181981.5
O14545,TRAFD1,1922.2052001953125,NaN,785.11328125,NaN,NaN,NaN,NaN,NaN
O14559,ARHGAP33,11018.4794921875,12133.802734375,10471.4462890625,11912.6044921875,8777.27734375,9267.1748046875,8317.5224609375,8409.5751953125
O14561,NDUFAB1,17774.419921875,NaN,NaN,NaN,NaN,1694.861083984375,1989.748046875,2574.749267578125
O14562,UBFD1,34128.515625,30108.103515625,34517.72265625,29032.18359375,26083.732421875,31112.95703125,35815.55859375,30513.45703125
O14578,CIT,4546.74072265625,NaN,8046.9208984375,2725.775634765625,5252.14501953125,8064.7802734375,3422.89013671875,5298.11083984375
O14579,COPE,19197.240234375,19574.572265625,16776.833984375,14977.76953125,11476.8779296875,12786.8515625,14226.0625,16111.193359375
O14594,NCAN,144899.703125,144006.546875,120579.2578125,110408.1328125,66801.6328125,66294.921875,73285.9765625,64738.765625
O14602;P47813,EIF1AY;EIF1AX,298726.375,331567.84375,300647.90625,248673.265625,209356.703125,272560.1875,205018.875,281022.9375
O14617,AP3D1,190882.453125,180361.015625,177198.296875,167386.578125,118315.28125,154299.546875,152632.65625,146702.1875
O14618,CCS,19355.740234375,22238.43359375,25001.060546875,21175.25390625,5483.77783203125,7424.88037109375,5859.1943359375,7517.4453125
O14639,ABLIM1,15123.7861328125,14299.056640625,10080.6162109375,8740.4912109375,7104.31982421875,9015.1611328125,8432.091796875,10069.1767578125
O14640,DVL1,50660.953125,41058.58984375,25242.775390625,7447.04345703125,8337.4443359375,13163.5146484375,12705.748046875,6663.8642578125
O14647,CHD2,17609.23828125,12396.9169921875,11305.89453125,10724.8955078125,8283.3232421875,10579.021484375,11539.5712890625,13062.2373046875
O14653,GOSR2,6063.17724609375,10661.93359375,10239.5625,8160.31298828125,8132.4599609375,10068.46484375,5520.0673828125,10926.935546875
O14662,STX16,3805.484375,2802.2451171875,5111.3173828125,NaN,NaN,3473.67041015625,3516.6669921875,3080.0048828125
O14672,ADAM10,2508.390380859375,2348.59326171875,3626.5419921875,3989.5283203125,2961.596435546875,548.0492553710938,2287.384521484375,846.2686767578125
O14681,EI24,19327.423828125,28421.796875,17987.76953125,14622.1328125,10222.8623046875,14543.244140625,13003.7255859375,20527.7734375
O14683,TP53I11,32520.78515625,31895.0078125,16999.90234375,17788.912109375,12452.244140625,16005.3046875,19123.08984375,6628.89208984375
O14730,RIOK3,9246.4931640625,NaN,4065.6103515625,NaN,NaN,NaN,5509.3388671875,NaN
O14733,MAP2K7,11769.912109375,9500.109375,7660.962890625,5218.16748046875,5738.580078125,8436.099609375,7333.7314453125,4730.63916015625
O14734,ACOT8,18212.681640625,11552.583984375,16226.3134765625,15630.8935546875,13746.7265625,18346.896484375,21861.01953125,24971.166015625
O14735,CDIPT,34693.8203125,46285.0078125,37325.078125,34066.25390625,42794.63671875,36756.30859375,37826.24609375,47635.65625
O14744,PRMT5,53138.84375,51160.7578125,40404.28515625,38837.7578125,50584.2265625,66968.984375,71703.453125,47802.8359375
O14772,FPGT,4454.740234375,3599.78515625,5778.2314453125,NaN,NaN,NaN,1275.3792724609375,NaN
O14773,TPP1,25377.099609375,18357.64453125,19627.32421875,16961.876953125,12954.6513671875,9580.7216796875,12340.96875,12729.109375
O14775,GNB5,9806.3466796875,NaN,2179.0966796875,NaN,730.5629272460938,3470.4189453125,2357.016357421875,3480.272216796875
O14776,TCERG1,8683.4091796875,10368.60546875,7241.95361328125,7676.70947265625,4150.51953125,5496.97998046875,7144.38671875,7777.81591796875
O14786,NRP1,2939.5234375,1681.896240234375,NaN,NaN,NaN,3462.942626953125,1971.387939453125,2300.81005859375
O14787,TNPO2,78896.703125,54719.296875,48395.69921875,49906.22265625,45750.76171875,59065.49609375,51944.16796875,54556.82421875
O14795,UNC13B,15424.8447265625,13960.0361328125,14164.7587890625,13568.28125,10465.67578125,10223.8515625,11983.6142578125,9983.615234375
O14807,MRAS,6709.13623046875,9726.9990234375,3605.609619140625,14945.0009765625,2821.251708984375,NaN,NaN,1125.6826171875
O14818,PSMA7,27107.14453125,25201.404296875,22943.228515625,35007.45703125,26615.607421875,26291.5546875,24572.498046875,20271.197265625
O14880,MGST3,82339.2890625,111224.3984375,109288.078125,112836.8515625,75106.9296875,102465.90625,99217.640625,122285.9375
O14910,LIN7A,18212.64453125,10254.80078125,12602.017578125,12156.83203125,10970.5869140625,10770.4697265625,17045.7890625,14155.03125
O14920,IKBKB,10547.00390625,9234.068359375,23830.27734375,32861.23828125,25229.173828125,26914.705078125,44054.15625,66526.859375
O14925,TIMM23,14132.2939453125,12720.1396484375,14793.533203125,9841.626953125,11968.029296875,13471.849609375,13269.244140625,17692.84375
O14933,UBE2L6,49270.81640625,58966.5078125,45630.8671875,43495.765625,45899.7890625,57595.5859375,71891.2265625,64565.953125
O14936,CASK,60649.20703125,59672.390625,51147.07421875,46639.8984375,54110.9921875,48388.31640625,60658.96484375,45894.82421875
O14949,UQCRQ,72505.0703125,45604.45703125,48248.5390625,44707.84375,43522.94921875,54034.1484375,55399.55859375,66088.4921875
O14950;P19105,MYL12B;MYL12A,252887.25,272020.8125,280729.84375,235072.71875,201925.984375,253178.71875,196545.765625,172023.078125
O14964,HGS,3738.80712890625,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O14967,CLGN,NaN,301.3300476074219,569.7879028320312,NaN,NaN,NaN,NaN,NaN
O14972,VPS26C,19649.47265625,9118.5244140625,13622.673828125,6380.666015625,5710.1171875,6102.8935546875,8628.478515625,6608.16650390625
O14974,PPP1R12A,14332.861328125,17916.76171875,21431.8125,14169.4912109375,5002.8779296875,5653.8681640625,2102.10888671875,2151.67333984375
O14979,HNRNPDL,41605.0234375,63456.93359375,43386.28125,35217.34765625,36451.421875,33559.74609375,31884.2734375,44082.0546875
O14980,XPO1,342628.53125,359684.84375,329851.21875,307644.625,251275.75,268762.09375,268038.75,242279.375
O14981,BTAF1,27235.86328125,27816.392578125,51745.515625,17265.27734375,10184.505859375,11961.5869140625,14857.6328125,21422.3984375
O14994,SYN3,7575.31396484375,5663.14111328125,6679.318359375,5564.30712890625,1596.77001953125,2821.6328125,2307.311767578125,2181.032958984375
O15020,SPTBN2,129008.9140625,142486.375,131078.75,121215.5078125,87603.53125,89777.5859375,95523.8671875,91937.6015625
O15027,SEC16A,16245.513671875,5372.43994140625,5892.3671875,4946.841796875,2037.1585693359375,2345.12158203125,1487.2222900390625,NaN
O15040,TECPR2,8030.6064453125,5893.67626953125,7176.82861328125,3500.71240234375,2008.195068359375,5225.57373046875,3322.68408203125,5926.66259765625
O15042,U2SURP,38953.5,32549.98828125,31534.056640625,35285.0703125,25468.765625,28592.81640625,29397.666015625,29289.197265625
O15066,KIF3B,18799.005859375,18442.173828125,21504.921875,17882.681640625,6138.7001953125,7020.73486328125,6421.99853515625,11158.841796875
O15067,PFAS,10490.3828125,11736.998046875,13150.6748046875,10615.501953125,7106.0869140625,7678.6806640625,10129.78125,8745.943359375
O15068,MCF2L,3731.6572265625,846.6793823242188,2933.146484375,2494.3515625,1485.0321044921875,1398.2462158203125,NaN,3482.904296875
O15075,DCLK1,441119.84375,500927.84375,466820.9375,425882.96875,523001.15625,554496.375,545505.5625,497386.90625
O15078,CEP290,10488.32421875,13070.0361328125,11393.267578125,12469.181640625,9430.3974609375,8988.505859375,8263.6474609375,6012.89306640625
O15079,SNPH,33552.125,19167.05859375,18939.724609375,7533.759765625,3643.152099609375,7073.451171875,3400.080810546875,2326.30615234375
O15083,ERC2,70236.6328125,72945.8046875,76795.8828125,64114.02734375,65107.46875,58829.6796875,59860.12109375,60089.38671875
O15084,ANKRD28,7112.0341796875,8411.3232421875,8460.716796875,9486.39453125,5699.3720703125,7215.5615234375,8638.837890625,7701.3212890625
O15091,PRORP,12661.3681640625,6553.65673828125,6265.138671875,5175.54443359375,3502.1396484375,4519.71484375,6424.0546875,6103.27392578125
O15111,CHUK,9240.392578125,33237.01953125,17199.8203125,11976.86328125,9224.3994140625,9659.4501953125,4921.46435546875,9679.1455078125
O15126,SCAMP1,10586.109375,10990.0478515625,11914.6455078125,10583.673828125,2750.30224609375,2559.038818359375,2679.57080078125,3523.438232421875
O15144,ARPC2,152543.078125,135427.984375,130684.7578125,100134.5,74801.828125,83282.8046875,89050.421875,74802.921875
O15145,ARPC3,330336.6875,53582.3125,88285.3515625,87279.2734375,68130.53125,64267.5390625,95317.4296875,64232.5234375
O15173,PGRMC2,8815.6884765625,10933.2783203125,11887.427734375,10179.0517578125,8777.4404296875,8465.859375,9008.8681640625,7558.37744140625
O15212,PFDN6,24560.001953125,16319.607421875,27354.078125,22654.912109375,24256.072265625,31875.767578125,27173.02734375,26003.357421875
O15228,GNPAT,2586.110107421875,4984.14501953125,3882.320556640625,3827.69921875,3024.29736328125,4219.65771484375,4186.455078125,4611.9013671875
O15240,VGF,19864.3828125,22340.37890625,21537.068359375,13401.9052734375,9149.16796875,14314.3857421875,14002.8212890625,13584.1015625
O15258,RER1,68729.4375,89374.96875,76462.328125,71888.9609375,45190.3125,52937.12109375,71830.6875,52439.31640625
O15260,SURF4,24526.71484375,45710.56640625,40819.7109375,23493.7421875,30452.79296875,34059.65234375,32042.875,23936.5078125
O15294,OGT,22444.712890625,22086.4140625,25952.455078125,19292.849609375,16622.607421875,14175.720703125,16263.6474609375,12300.51171875
O15344,MID1,9092.751953125,11255.76953125,9943.7353515625,10868.3056640625,12491.203125,12981.333984375,6240.2548828125,4380.724609375
O15347,HMGB3,139592.8125,111467.890625,89803.6328125,75375.8671875,66789.1875,118915.609375,99993.515625,167422.84375
O15355,PPM1G,7024.435546875,6428.83544921875,6957.64453125,4050.4521484375,2475.971923828125,5971.357421875,3873.9892578125,4767.88037109375
O15371,EIF3D,17164.37890625,13741.6015625,14120.8544921875,11626.40234375,11174.5791015625,11072.55859375,10508.6416015625,13461.4462890625
O15372,EIF3H,9984.978515625,13018.216796875,16884.6171875,16051.205078125,10437.5146484375,12296.533203125,11458.22265625,12107.80078125
O15397,IPO8,20120.86328125,24962.974609375,20339.017578125,19586.80078125,11292.8076171875,15469.193359375,16134.0888671875,15233.763671875
O15400,STX7,33081.9453125,41217.1875,34817.6796875,29503.232421875,31798.646484375,44929.265625,42358.69140625,36193.32421875
O15484,CAPN5,8101.84228515625,4776.9619140625,15482.693359375,6572.4873046875,NaN,13006.8349609375,5536.21240234375,10235.0234375
O15498,YKT6,5305.50732421875,6015.0615234375,2715.52685546875,NaN,NaN,NaN,NaN,NaN
O15511,ARPC5,32863.2734375,39421.44921875,19757.77734375,27084.630859375,14867.0439453125,17599.60546875,17314.916015625,22905.35546875
O15523,DDX3Y,24981.9140625,9392.748046875,20515.728515625,6647.30419921875,15322.9921875,5680.47607421875,11734.9912109375,10237.626953125
O15530,PDPK1,5734.390625,3114.970947265625,3681.564453125,4351.5966796875,1932.0469970703125,3939.838134765625,2820.961181640625,2901.8095703125
O15541,RNF113A,3427.29833984375,NaN,NaN,NaN,1379.0487060546875,NaN,NaN,NaN
O43143,DHX15,91117.6640625,94958.2890625,92584.890625,90637.34375,70651.0234375,81585.8359375,86917.953125,84042.71875
O43148,RNMT,68258.453125,60808.2109375,57800.45703125,55449.2890625,43971.14453125,53579.8671875,52095.64453125,47274.68359375
O43156,TTI1,19280.42578125,15113.7900390625,16296.015625,12800.7421875,9810.32421875,12689.40625,15783.748046875,18713.9609375
O43157,PLXNB1,38931.3125,44215.66796875,36807.69921875,34636.8203125,19122.41796875,21702.169921875,21437.2421875,27197.34765625
O43159,RRP8,NaN,NaN,979.9337768554688,512.810302734375,NaN,NaN,342.1755676269531,NaN
O43164,PJA2,1651.896484375,2155.85546875,2496.331787109375,717.114990234375,996.8271484375,NaN,NaN,2377.701904296875
O43169,CYB5B,6191.2353515625,10632.09375,8569.904296875,8472.24609375,5721.5068359375,10759.365234375,8426.52734375,9581.0830078125
O43172,PRPF4,5928.7138671875,5960.5498046875,5739.1064453125,4145.82666015625,4470.90625,6257.2236328125,5125.16357421875,5131.4873046875
O43175,PHGDH,277286.5625,219726.21875,270439.34375,269580.71875,234935.109375,237851.78125,260206,221613.4375
O43181,NDUFS4,25548.19140625,18761.255859375,17147.7578125,22229.255859375,9351.4765625,12656,6233.93017578125,11267.876953125
O43189,PHF1,5322.17041015625,6777.83251953125,5149.9638671875,5124.29345703125,4537.34326171875,6014.99462890625,7510.0458984375,2974.671630859375
O43237,DYNC1LI2,34851.65625,32804.15625,30216.982421875,24884.578125,20406.083984375,19480.15234375,22514.9375,16687.146484375
O43242,PSMD3,68276.8125,62670.43359375,68151.5625,64451.9375,46563.88671875,48078.828125,48402.2578125,41739.5390625
O43252,PAPSS1,26665.0546875,29700.85546875,19081.642578125,19574.455078125,6873.93701171875,7681.412109375,7983.14697265625,7031.99267578125
O43264,ZW10,2748.306396484375,2464.994384765625,4888.4580078125,3786.498046875,2654.48291015625,2253.39697265625,2835.390869140625,2978.39404296875
