PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
A0A1B0GUS4;P68036,UBE2L5;UBE2L3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,0.581611633,NaN,NaN,NaN,NaN,NaN
A0A1B0GWG4,SERTM2,233.2950897,305.0821838,548.6148071,NaN,997.9993896,Filtered,5042.586426,7031.34375,6083.077148,6732.456543,8163.059082,5350.740723
A0AV96,RBM47,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3895.759766,4538.837891,4199.742676,4873.996582,4842.066895,6043.090332
A0FGR8,ESYT2,1431.969116,1138.267944,1229.726685,1403.050537,3472.745605,2254.44751,17742.30078,19931.77539,19786.86914,18742.47852,20073.13086,18524.29492
A0JLT2,MED19,NaN,NaN,NaN,NaN,NaN,Filtered,2996.590088,4570.682129,4676.360352,3460.105957,4175.492188,5133.744141
A0PJW6,TMEM223,413.2609558,1339.695557,585.7437744,364.1673279,806.1082764,630.5022583,2650.560059,3691.366211,3247.810059,3263.777832,4337.068848,3317.989502
A1L020,MEX3A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,14922.42188,26186.57813,10044.74316,27599.64453,22868.42969,26753.14258
A1L0T0,ILVBL,Filtered,Filtered,Filtered,Filtered,457.8240662,Filtered,1099.610962,682.7177124,820.8371582,682.550415,987.243042,1764.162842
A1X283,SH3PXD2B,Filtered,Filtered,Filtered,Filtered,1031.884277,Filtered,3517.512207,2248.927734,3983.743896,2609.421387,4131.571777,4580.150391
A2A3N6,PIPSL,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,18998.58789,18401.76758,18440.1543,22179.54492,22358.00977,23130.05078
A2RRP1,NBAS,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1250.807007,1303.162842,1890.751221,1468.733032,1201.236084,1883.585327
A2VDJ0,TMEM131L,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1131.734985,2338.397461,2029.435425,1774.002563,1523.663452,1701.112915
A3KMH1,VWA8,Filtered,Filtered,Filtered,Filtered,99450.36719,68440.92969,4921.223633,5453.967285,4932.506348,3611.210449,5559.272949,7683.121094
A4D1E9,GTPBP10,1035.897095,735.4258423,889.2044678,521.8277588,1547.802979,682.3855591,14495.46094,20275.8125,18094.46094,18231.23242,18875.98438,20734.08008
A5YKK6,CNOT1,427.9824829,521.781189,479.8572083,399.11026,1174.812256,953.1835938,5956.94043,7239.018555,7895.243652,6603.292969,6965.296387,7654.898438
A6H8Y1,BDP1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2102.714844,2085.60498,1667.993164,1620.57666,1894.226563,1600.112061
A6NCE7;Q9GZQ8,MAP1LC3B2;MAP1LC3B,1790.35083,1217.301514,1721.038208,1156.133911,6498.157227,1261.250854,9744.088867,8134.713379,9478.80957,9977.574219,10621.01172,17613.50195
A6ND36,FAM83G,508.3159485,935.4847412,Filtered,Filtered,1140.70105,881.5056152,5363.232422,4088.895508,6085.172852,5499.800293,5952.570313,6667.037598
A6NHL2,TUBAL3,Filtered,NaN,Filtered,NaN,1057.174194,NaN,1106.480225,1997.766602,1342.573242,918.5704346,984.3190308,2219.675781
A6NHR9,SMCHD1,1683.891724,1199.296265,1340.61438,1491.888794,1997.430542,1078.207764,9519.253906,10578.56738,12080.87305,10830.5918,11470.6543,11539.65039
A6NJ78,METTL15,Filtered,NaN,Filtered,Filtered,Filtered,Filtered,5861.838867,7079.654297,6561.663574,7021.349609,6582.013672,8906.320313
A8CG34,POM121C,1139.715576,1076.793335,1529.692871,1137.01355,1408.293213,2436.486572,6967.081055,7182.133301,7349.922852,7656.052246,7527.171387,8864.049805
A8MWD9;P62308,SNRPGP15;SNRPG,1077.807617,1046.900635,1362.827759,1563.743896,5466.374512,2139.534668,67845.0625,112881.7813,120263.2344,95481.32031,109921.3516,117429.0391
B0YJ81,HACD1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2420.901367,1221.071167,1902.141113,2400.341797,2795.696045,2485.950928
B5ME19;Q99613,EIF3CL;EIF3C,1589.515259,1458.764282,2853.173584,2298.391113,7156.669922,3761.189941,336831.125,376278.2188,427336.3125,376562.6563,401123.1563,425567.8438
B7ZAQ6;P0CG08,GPR89A;GPR89B,Filtered,Filtered,NaN,Filtered,276.2261963,NaN,2467.459473,2883.074707,2295.305908,1626.679199,2315.628662,2004.060669
C9JLW8,MCRIP1,Filtered,Filtered,NaN,NaN,Filtered,NaN,2985.641357,3906.749023,4039.168213,4450.333496,3925.726807,4093.499512
E9PAV3;Q13765,NACA,2610.628906,1902.266602,2773.300781,2624.049072,16485.3457,4520.968262,27887.93945,32960.64844,34398.58984,28247.45117,33145.80078,32753.04297
E9PRG8,C11orf98,3162.747559,3553.739014,4185.628418,2794.349854,7086.138672,4476.437012,53493.0625,59150.92188,83678.86719,64587.00781,70759.61719,59789.02734
L0R8F8,MIEF1,530.8898926,602.3516846,530.4867554,NaN,2025.138428,694.3653564,2756.280518,4104.663574,4848.62793,4752.045898,5412.052734,5237.186523
O00116,AGPS,1167.126831,Filtered,1384.588135,Filtered,2419.875977,746.5689087,3726.450928,3712.591309,4966.35791,4445.119141,3761.949463,4254.880859
O00139,KIF2A,1891.107666,1883.055298,2287.900391,2461.796875,5581.95166,3857.20874,100506.9141,109302.7578,110078.1563,112019.1328,112340.5781,118677.1875
O00148,DDX39A,Filtered,Filtered,Filtered,Filtered,1243.091675,Filtered,Filtered,1443.949951,582.7346802,851.4206543,1490.141846,2139.484619
O00159,MYO1C,35239.46875,31740.13867,34468.69531,31947.65625,50585.37891,39492.10156,59116.17578,69184.89063,69792.15625,69854.625,69046.99219,73761.41406
O00161,SNAP23,1116.115723,1442.355591,2482.603516,554.8685303,4235.313477,1674.106934,4900.696289,4131.625,5339.870605,4214.947754,6524.512207,5761.574219
O00178,GTPBP1,259.8404846,NaN,195.5917206,Filtered,NaN,NaN,3112.976074,3436.812744,3937.601563,2981.202637,4062.967285,3899.126465
O00203,AP3B1,266.007843,312.5586853,964.5764771,175.6261749,987.9239502,419.842804,2887.635986,3673.178955,3619.124268,4060.064697,4211.564453,4497.155273
O00217,NDUFS8,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,568.2094727,886.0979004,1111.471924,1415.488037,975.302063,1378.919312
O00257,CBX4,Filtered,NaN,235.0186462,NaN,785.0392456,368.4957886,4945.156738,5956.723145,5286.177246,5033.108398,5901.355469,6432.091309
O00264,PGRMC1,607.8896484,1410.775024,3841.717285,2877.867676,11007.69434,3663.584229,14758.47852,17465.46289,17628.9375,17434.24414,17200.37891,18839.42578
O00299,CLIC1,1235.140747,3775.448242,2387.694092,1628.206665,13955.54004,1610.606934,5039.422852,6292.280273,3549.375977,6378.085938,8325.213867,6417.524414
O00303,EIF3F,919.4109497,929.0686646,896.3721313,472.1860657,2813.758301,1040.051025,154317.5625,160274.8281,174134.6094,139375.7969,164314.3438,186487.2188
O00308,WWP2,NaN,Filtered,NaN,Filtered,Filtered,NaN,263.1251221,467.6031799,0.471164107,555.2608032,NaN,790.7630005
O00311,CDC7,1842.869263,2381.341309,1425.546509,2915.721436,2316.191406,346.7340088,3411.154053,3962.375732,4967.286621,4586.868652,5028.270996,5074.833984
O00391,QSOX1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4204.433594,5457.01416,6064.492676,5240.635254,6015.522949,9025.042969
O00410,IPO5,Filtered,Filtered,NaN,Filtered,760.1044922,NaN,409.8504944,487.5115662,188.2335968,1000.095032,1187.188843,498.6133423
O00411,POLRMT,1089.898682,1121.239258,1347.018188,870.7871094,2406.257813,1922.991455,11032.16211,15140.44434,14100.0625,13342.03125,13782.4834,15901.91113
O00422,SAP18,Filtered,Filtered,NaN,166.5532379,778.9232788,NaN,7998.473145,10289.41309,9179.371094,12971.41992,9870.453125,12942.28027
O00425,IGF2BP3,5748.717773,4726.632324,4731.211426,4644.146484,8105.771973,8313.194336,65334.5625,72560.09375,82470.78125,75185.42188,71903.64063,82672.07813
O00442,RTCA,7008.733398,6997.207031,11568.62695,4535.393066,21279.58398,10746.90918,7122.946289,13860.82422,8484.113281,7274.961426,8829.904297,8146.193359
O00443,PIK3C2A,1165.484497,1150.489502,1145.687744,1086.96106,2033.798462,2002.259033,7108.903809,7650.119141,8104.868652,7354.634766,7736.496094,9055.102539
O00458,IFRD1,272.4868164,NaN,309.0302429,220.7015686,701.6539307,492.7225647,5888.355469,7413.95459,7966.901855,6747.821777,6592.562988,7340.28418
O00461,GOLIM4,1266.839844,336.1456909,1269.94812,1237.942261,1896.868652,398.1902161,5751.118164,7291.768555,6605.744629,7187.122559,7222.495605,6139.881348
O00468,AGRN,398.3493958,NaN,Filtered,297.1472778,806.5430908,601.1845093,2185.859863,2093.375,3323.107422,2246.039795,2332.025391,2253.626465
O00469,PLOD2,9110.77832,12200.75,2244.071533,11428.14258,3921.723633,12254.51074,11191.66602,16676.00391,17338.10938,15015.72852,14585.88574,14856.4375
O00471,EXOC5,Filtered,Filtered,Filtered,Filtered,500.801178,Filtered,3306.356689,4206.331055,4081.521729,4336.73291,5307.605957,4625.711914
O00472,ELL2,466.6216736,Filtered,NaN,Filtered,2783.44043,3869.717773,4523.913086,5010.995605,4185.902832,4877.328613,4114.020508,5466.641113
O00479,HMGN4,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,NaN,NaN,Filtered,Filtered,Filtered
O00483,NDUFA4,3745.295898,3855.162842,6136.807617,5442.762695,10337.09082,8877.571289,10035.76465,9429.259766,11403.29102,11081.9082,10612.33008,12168.9707
O00487,PSMD14,Filtered,Filtered,386.3109131,Filtered,2693.316162,Filtered,Filtered,1342.000732,433.6743164,1432.247681,1564.769287,Filtered
O00488,ZNF593,8215.276367,9532.711914,10438.85449,9833.825195,17250.09961,21482.5957,40982.15234,45920.56641,48498.07422,44899.12891,43879.15234,52741.92188
O00505,KPNA3,Filtered,Filtered,Filtered,Filtered,458.1796265,Filtered,3230.509521,2275.19458,3710.084473,3131.56665,3025.920166,3250.219971
O00522,KRIT1,Filtered,Filtered,402.8193665,Filtered,Filtered,Filtered,3024.1875,2498.191895,2426.193848,3208.013184,2766.518311,2828.30957
O00541,PES1,550.2226563,989.3855591,1232.251831,1304.691895,2401.10498,2037.81604,13846.71094,16776.69336,14400.07813,13371.55566,14660.33887,17729.2168
O00560,SDCBP,483.3127136,361.3618774,NaN,NaN,1897.963501,NaN,3291.966064,4392.533203,4693.985352,3091.388916,5549.495605,4620.70166
O00566,MPHOSPH10,NaN,NaN,Filtered,NaN,2034.218384,Filtered,4889.50293,6331.452637,5584.046387,6176.862793,5269.385254,6545.742676
O00567,NOP56,450.4227295,1025.814087,NaN,NaN,847.7891235,Filtered,3471.287109,5295.42334,5089.447754,5557.771484,5475.53125,5984.483887
O00571,DDX3X,17905.33008,18050.86523,21365.74023,21436.5918,39136.72266,27095.77344,615977.6875,706702.875,753827.6875,709204.375,720907.125,786453.125
O00592,PODXL,4626.218262,5215.90625,4466.515625,5220.337402,13828.13574,4755.646484,48931.42969,46479.78125,45395.99609,47785.64063,43584.33203,51106.30859
O00622,CCN1,1086.338867,797.8074951,1643.366943,1136.046021,2124.260498,2146.156006,10755.18555,13420.40137,15326.52637,16045.20703,14474.71582,16162.32617
O00712,NFIB,1222.295654,1384.114136,1916.915771,1803.622803,3147.641602,3010.657227,14407.46094,17496.25391,19351.76367,20320.07227,15720.64063,20458.24023
O00767,SCD,1326.446777,950.8345337,1438.46582,1031.773804,2572.156738,1414.918579,8166.933594,9025.200195,8673.25,8899.436523,9672.68457,11050.47949
O14503,BHLHE40,Filtered,315.3630371,Filtered,Filtered,Filtered,Filtered,1049.939209,NaN,451.6682739,274.254303,1750.773193,1171.977051
O14524,NEMP1,Filtered,375.3179932,Filtered,Filtered,1170.567017,551.6594238,2511.384033,6732.552734,4474.599609,5322.494629,4894.42334,4386.103516
O14548,COX7A2L,Filtered,NaN,345.5454407,Filtered,1403.620728,622.7948608,1820.386353,2828.633057,2622.456055,3258.160645,2524.601074,3477.526611
O14578,CIT,Filtered,343.6953125,Filtered,NaN,540.4344482,338.2891541,3078.525391,3756.674561,4236.620605,4371.513672,3642.216797,4545.656738
O14579,COPE,474.880127,Filtered,NaN,208.4688263,1362.278198,491.1365967,9810.308594,10265.04297,12615.63574,11570.35156,11934.17188,10204.53223
O14602;P47813,EIF1AY;EIF1AX,435.7185669,587.2831421,1489.402466,1437.621338,4598.500977,1104.878296,3788.933594,4950.994629,3400.199951,2306.498291,3778.302979,5059.541992
O14617,AP3D1,237.7938538,244.6580353,200.0582581,1117.545532,3647.056396,1182.091675,10696.58594,13427.30176,9390.086914,10593.3125,12053.3125,14271.18262
O14639,ABLIM1,1200.165894,811.7669067,897.9273682,765.769104,1856.019287,2013.496094,2687.093018,3042.053711,4013.103271,2756.624756,4346.624512,4873.192383
O14646,CHD1,1971.202026,6089.182129,3568.692383,2510.913574,2674.043701,3364.898438,12345.66895,16074.06348,13747.10547,15328.91113,13088.13867,16134.90332
O14653,GOSR2,Filtered,Filtered,Filtered,Filtered,389.8247681,Filtered,2638.016602,1664.107178,2299.84375,1958.119995,2842.151611,1601.011475
O14662,STX16,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,854.5595703,1009.286377,1614.23999,1549.161377,683.9127197,1268.208252
O14672,ADAM10,1038.099854,852.2385254,842.3029785,977.5792847,1782.687866,1791.952393,13947.77344,16520.52539,14314.81543,15443.47852,15012.94824,16543.20313
O14681,EI24,511.1627502,Filtered,Filtered,Filtered,1317.15332,279.8107605,5181.88623,6379.706055,6991.902344,7128.621094,7918.819336,6074.349609
O14684,PTGES,3389.208252,3282.027344,2999.47168,2569.708496,12322.34668,4061.454346,18717.16016,18130.07227,23146.05273,17329.00391,23046.96094,19019.19727
O14713,ITGB1BP1,Filtered,NaN,Filtered,Filtered,Filtered,Filtered,3044.922607,3855.192383,2777.375,3737.584961,945.4376221,3487.649658
O14735,CDIPT,205.5695801,897.098938,1061.865234,1361.649292,2658.949219,2088.941895,6624.573242,10720.22363,10840.99316,9379.524414,9076.62793,10575.59766
O14744,PRMT5,546.6179199,Filtered,Filtered,Filtered,2750.011719,Filtered,2113.05957,3624.52002,2832.209717,3263.068359,4007.193115,3864.87915
O14776,TCERG1,4196.214844,4034.119873,4340.890137,4988.594727,10652.01367,9818.583008,84327.72656,95434.90625,100359.6563,100538.0625,97240.57813,108211.0469
O14802,POLR3A,NaN,NaN,766.6459961,NaN,429.3015747,1105.77063,9351.621094,11083.7793,12142.03418,11266.5625,12575.1543,13865.90234
O14818,PSMA7,501.0034485,Filtered,880.7438965,Filtered,6270.708008,Filtered,2708.026855,2252.349609,2910.979736,2089.909912,2563.918457,1896.402222
O14828,SCAMP3,Filtered,Filtered,Filtered,318.0762939,2305.641846,Filtered,1561.774902,969.1575928,2579.259277,2340.081299,603.2878418,767.949646
O14874,BCKDK,229.8196869,525.949646,483.9317017,350.0231323,768.7791138,956.6030884,11478.44043,13978.02246,14414.64941,12857.27051,13304.45703,16487.26758
O14880,MGST3,4089.645996,1373.252563,4187.428223,3331.241211,1602.999756,1280.651733,4026.178223,6034.272461,10739.80664,12497.70996,9085.119141,4834.487305
O14893,GEMIN2,425.5527649,423.7282715,560.6399536,454.7564392,606.2039185,928.463562,10751.60156,12453.35059,12778.64844,10337.08301,10882.27051,14364.56348
O14910;Q9NUP9,LIN7A;LIN7C,Filtered,NaN,636.9086304,Filtered,1073.633911,688.314209,1953.103149,2846.239746,2267.210205,2406.328613,2279.684814,2396.229004
O14925,TIMM23,1168.036011,2466.556396,2044.680908,1588.058105,4129.60791,4084.190674,5333.451172,4448.523926,5267.945801,7212.288574,4243.614258,4723.791016
O14949,UQCRQ,1389.974487,1207.350342,1305.179077,1017.153931,2724.669434,1196.143799,5183.973633,5934.378418,5626.442383,5571.983398,5930.178223,5465.749512
O14950;P19105,MYL12B;MYL12A,226888.2031,210998.2969,241544.6406,220656.1719,333664.5625,251992.4688,284972.2188,432689.9063,419782,410982.4063,364299.2813,413359.7188
O14965,AURKA,1790.692261,1201.482422,1007.093018,807.9043579,1528.643311,2289.171143,30962.20508,31164.16211,37867.39844,30840.3457,35368.42188,33915.78516
O14974,PPP1R12A,6248.221191,6276.600098,6537.504395,6701.924316,9061.871094,7173.917969,13955.30957,15675.11523,14760.00098,16415.83398,14776.2002,15976.07129
O14975,SLC27A2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4595.355469,7973.139648,5209.964355,3218.617676,4645.956543,4258.970703
O14979,HNRNPDL,2521.236084,1842.260376,3288.687988,2271.67041,7071.285156,5043.564941,186602.9688,212264.6406,229495.1875,210772.8125,231055.0938,239116.6406
O15014,ZNF609,14659.25391,12261.16309,15171.37109,16349.33691,24736.85938,29380.21094,60242.78516,66665.1875,74775.78906,71955.65625,70487.875,74869.52344
O15027,SEC16A,2596.602539,2046.311523,3439.783936,1817.356323,4121.781738,4349.996094,4142.634277,4727.220703,4123.872559,5672.159668,5083.344727,6716.132324
O15042,U2SURP,1854.812378,3033.394531,2761.825928,2785.475342,4990.573242,3679.798828,36524.89844,48832.11328,46417.76172,42461.65234,47138.76172,48637.48438
O15047,SETD1A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,5340.57666,7727.238281,8474.118164,7342.782715,6528.341309,5243.375
O15056,SYNJ2,2313.15332,413.5245972,NaN,309.4078979,483.090271,448.3431396,5558.041016,5989.947266,6317.32373,6236.868164,6048.105957,7238.902344
O15061,SYNM,1119.046021,1113.462524,1550.686523,1374.083008,2404.574707,2214.789063,6385.438965,4459.659668,3119.101318,6400.530273,2883.337891,4685.733398
O15091,PRORP,558.6178589,965.1991577,336.6557617,301.1009216,778.763916,833.5209351,9412.72168,9689.356445,9724.816406,6621.130859,9368.858398,11414.09277
O15116,LSM1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,6291.287109,8000.163086,9687.024414,7353.82959,9328.586914,7724.297363
O15118,NPC1,Filtered,Filtered,Filtered,Filtered,Filtered,278.9176636,4838.119629,4647.44873,5526.065918,4991.355957,4909.028809,6989.239746
O15143,ARPC1B,28732.08984,25003.05859,28632.3418,18110.05859,44504.28516,37668.66406,48189.02344,49434.48828,56650.32422,55096.44141,49410.35156,61125.58594
O15144,ARPC2,6934.480469,5232.661133,6119.222168,4425.585449,11357.60156,4874.572266,8344.709961,9613.538086,9605.165039,10912.83594,10449.45605,12752.66797
O15145,ARPC3,7507.260254,7493.060547,9121.55957,7182.287598,15743.44824,8678.423828,15575.91699,15829.15918,18820.17969,19550.95313,22432.16406,19029.10352
O15155,BET1,Filtered,NaN,263.4243164,NaN,2101.049316,321.0005798,1271.830444,1952.203735,1899.53418,1575.307739,1204.491821,2476.648926
O15160,POLR1C,403.6809692,808.0911255,327.399353,Filtered,1470.438477,1210.805908,27437.28125,32422.75391,35359.3125,31058.54883,31411.76563,34918.83984
O15173,PGRMC2,1222.293091,983.3266602,1458.833008,996.180481,5921.520996,1284.477295,4277.814453,4957.077637,4852.850098,5272.453613,5306.259766,5419.204102
O15198;P84022;Q15796,SMAD9;SMAD3;SMAD2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3868.968018,3642.508789,4922.334961,3216.170898,3878.726074,3783.749756
O15212,PFDN6,Filtered,Filtered,Filtered,Filtered,1521.023071,Filtered,3374.406494,3396.692139,3431.629639,2393.556152,3045.397949,2669.237061
O15213,WDR46,1091.543823,Filtered,Filtered,NaN,NaN,NaN,3845.173828,5018.208496,4403.19043,3798.270508,3903.837891,4777.033203
O15234,CASC3,NaN,611.7216187,121.6942291,NaN,534.5198975,324.0219421,3647.349121,3584.87085,4596.612305,4008.949219,3550.83667,3794.729736
O15235,MRPS12,4829.690918,4396.351074,4495.605957,5800.224121,6087.071289,10252.53125,17221.2168,14416.14941,25184.43945,24307.35156,24909.01758,23813.50391
O15258,RER1,1499.831909,1332.89624,1520.411133,594.8834229,2714.38623,1788.644409,13547.77734,14653.87207,14298.2793,16951.89648,14061.88281,14317.48047
O15260,SURF4,1422.564087,1860.32373,1213.056396,780.3511353,4800.505859,2442.931885,9534.027344,14996.39844,17432.10547,14825.17285,17518.34766,15887.54004
O15269,SPTLC1,Filtered,Filtered,Filtered,NaN,2940.342285,251.7044525,1231.190918,5962.454102,4732.464355,2920.464844,3470.307861,3916.425049
O15294,OGT,1311.554321,1747.841431,1655.747192,1785.455322,3109.524902,1906.573242,7128.112793,9494.071289,8032.988281,9163.154297,8845.507813,7155.972656
O15318,POLR3G,Filtered,Filtered,Filtered,Filtered,869.4934082,3251.145996,2985.545898,4858.762207,4711.625488,4017.902588,6686.538086,3895.49292
O15321,TM9SF1,561.9082031,Filtered,Filtered,1254.970703,4819.624512,Filtered,5018.666504,5515.742188,5610.46875,6063.598145,2331.705322,4112.270996
O15344,MID1,Filtered,2.391529799,Filtered,NaN,Filtered,NaN,4441.722168,3933.171387,7379.825684,7079.83252,3059.4021,4435.728027
O15347,HMGB3,1073.327148,1070.697754,1710.09082,1045.886841,3718.352295,2975.385498,23365.89453,24101.12305,26432.70508,25287.75,27877.65039,26273.3125
O15371,EIF3D,1596.333984,861.9039917,1425.087158,1180.578979,5116.199219,2241.294189,194301.6094,229402.5313,233758.75,217125.8906,230281.5313,267372.4375
O15372,EIF3H,241.9881439,68.71549225,63.18862152,152.7161407,572.3973999,219.4905853,20119.25781,26490.14844,27574.98047,27678.24805,27592.77344,32930.42969
O15379,HDAC3,3509.698975,3390.309082,3027.538086,4070.183838,6513.461914,5500.664063,3578.370361,4406.898438,5950.285156,4677.935547,5471.100586,6071.165039
O15427,SLC16A3,2267.27417,2119.062012,2447.413086,2158.33374,7012.20166,3698.328125,22080.94922,21570.01758,23821.87305,26922.65625,23562.15039,24048.11133
O15446,POLR1G,2.506174803,169.2765503,1018.518677,277.9093018,1869.798096,6.923219204,53760.8125,55981.07813,71514.96875,59372.29688,65869.85156,65428.00391
O15504,NUP42,NaN,414.7985229,172.5297394,NaN,311.736969,871.0983276,3073.267822,2998.161133,3018.211914,3167.765625,3155.355957,3275.729736
O15511,ARPC5,5149.03125,4836.599609,3057.866943,6249.601074,9367.46582,3647.3479,6003.262207,6483.854004,8501.648438,6862.797852,7250.801758,12133.21875
O15527,OGG1,Filtered,Filtered,NaN,Filtered,Filtered,188.8492889,2035.731445,2927.011475,2565.206787,2450.970703,3693.040771,2714.449219
O15533,TAPBP,1741.473755,1413.590332,2059.375,1347.963745,3948.858154,2780.609131,13961.33984,15558.6543,18473.5918,17058.98438,14948.40625,15666.02637
O15554,KCNN4,Filtered,Filtered,NaN,857.6387329,577.7909546,946.3643799,4254.889648,6242.692871,5261.482422,5980.62207,5875.052246,5849.846191
O43143,DHX15,5634.424805,5364.958984,6464.835449,6356.11377,13367.08594,11894.83203,143609.8125,167684.5781,175994.6875,161593.8906,175782.8438,188378.9844
O43148,RNMT,1766.523071,Filtered,1190.648193,Filtered,614.890564,368.1361084,10504.34863,11482.37012,11099.42383,11987.03418,12780.28711,13410.23828
O43169,CYB5B,Filtered,Filtered,1154.783203,Filtered,6618.29541,Filtered,1539.453003,1028.083862,1611.548706,2294.391602,2178.459229,2018.036499
O43172,PRPF4,1342.33728,1048.447998,1344.82373,1367.01355,2647.957031,2467.960205,50479.96875,52702.16797,58683.87109,54334.15625,54350.58984,58262.94922
O43175,PHGDH,814.0197144,1214.546509,2076.653809,1275.944702,6132.104492,1248.00708,3135.843994,3792.437744,4004.864014,2760.683838,3303.677246,3834.575195
O43181,NDUFS4,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,3450.824219,3633.280762,2183.828369,Filtered,4108.606445,5821.595215
O43184,ADAM12,Filtered,1207.286743,766.9768066,663.6170654,999.6921997,1396.699097,3768.257813,4087.82251,5321.275879,3508.090576,4481.972656,5903.512207
O43237,DYNC1LI2,Filtered,Filtered,Filtered,Filtered,322.9004211,147.9648743,1223.108765,2291.326904,2657.144775,1846.859741,1155.194336,3075.361328
O43242,PSMD3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,6.57581234,Filtered,NaN,Filtered,0.372171104,Filtered
O43251,RBFOX2,1505.820313,1816.650513,1777.977783,1112.792114,2695.24292,3269.887939,26837,32338.11914,33048.72266,35100.75781,27773.74219,35441.67578
O43290,SART1,2197.529785,2784.817383,2237.708252,2769.42334,3429.734375,3978.536377,49083.86719,59803.28125,63849.41016,62414.80859,56445.88281,62071.92578
O43292,GPAA1,Filtered,Filtered,313.4857788,Filtered,1482.748291,Filtered,3886.441406,4375.53418,4377.830566,3942.250732,4020.554932,4169.727051
O43293,DAPK3,2396.975342,3321.744873,3927.057129,5057.586914,5947.167969,4374.457031,23608.08008,30150.63867,26360.91797,26719.07422,26004.87109,29075.32422
O43314,PPIP5K2,440.410614,368.9033813,566.6556396,483.0751343,771.9257813,961.6262817,2710.705322,3008.066406,4321.353027,3626.905029,3251.525635,2828.504395
O43318,MAP3K7,Filtered,Filtered,Filtered,NaN,881.034729,1096.366333,NaN,NaN,NaN,Filtered,NaN,305.7084351
O43324,EEF1E1,1715.059082,Filtered,1.637287974,NaN,1269.570923,547.1578369,46845.33203,57591.33594,59344.96094,53554.73047,57793.39453,57549.41406
O43390,HNRNPR,1305.561401,1479.574951,978.1218262,1327.526978,3127.158691,1467.221924,27544.96094,34561.48438,36768.39844,33811.59375,35194.80078,37870.47656
O43395,PRPF3,2687.322021,2451.33667,2672.277832,2697.914551,4557.100586,3386.559082,60499.16406,78099.78125,76915.14844,69259.15625,71705.33594,83305
O43402,EMC8,283.3919067,646.3151245,686.3889771,532.5160522,1823.975098,1888.723267,10015.25391,12952.08887,13476.7793,13106.24707,13675.49023,14000.67383
O43414,ERI3,Filtered,Filtered,Filtered,Filtered,NaN,NaN,3827.363525,3421.437012,5632.841797,4805.062988,5211.769531,6023.994141
O43432,EIF4G3,1441.514771,2241.145264,1175.200073,2124.502441,2268.56543,2339.850586,35624.83984,40019.64063,41362.19531,40427.66406,42153.42969,43570.26953
O43447,PPIH,11295.24707,1327.382568,NaN,2480.693604,1746.912598,706.4365234,17024.65625,18452.13477,20954.1543,19020.77734,19177.96484,23230.26953
O43474,KLF4,448.0586853,990.3196411,666.0262451,698.5357666,2553.893799,1064.743164,3038.495361,3180.864258,4351.187012,4027.07373,3727.436523,4009.609131
O43491,EPB41L2,738.4179688,1315.400513,1119.272339,1196.147949,2650.811523,891.8638306,7872.544434,6137.520508,5019.411621,5919.866211,5039.408203,6865.088379
O43502,RAD51C,NaN,Filtered,Filtered,Filtered,Filtered,Filtered,1159.893921,1453.190186,1580.311157,1982.731934,1390.856201,1217.506592
O43504,LAMTOR5,Filtered,NaN,NaN,78.39846039,998.4418945,NaN,Filtered,4560.753418,2919.92041,1353.493896,3596.675049,186.4468079
O43513,MED7,Filtered,Filtered,Filtered,Filtered,1268.754272,295.807312,23082.80078,25241.08789,25436.92188,26126.42578,26682.77344,29121.09375
O43516,WIPF1,Filtered,Filtered,Filtered,Filtered,329.6912842,269.303772,1594.168213,1524.663452,2102.179932,2985.161133,2234.195313,1724.393921
O43542,XRCC3,Filtered,1.657707691,Filtered,0.519747436,2.160654306,Filtered,2385.953857,2634.845947,2756.59668,2524.26416,2607.491943,2396.117676
