PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
Q9BPW8,NIPSNAP1,1031.275391,585.0174561,700.9100952,608.7627563,1697.335449,2489.231934,2014.241943,2679.811523,2243.740479,2540.123779,2407.197754,2536.400879
Q9BPX3,NCAPG,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1893.049683,3445.351807,2426.513184,1451.383911,1751.620972,2880.022949
Q9BPX5,ARPC5L,5941.894043,6743.114258,8122.76416,5733.939941,14406.4873,9511,15197.83398,16574.47656,13727.05566,17872.83008,15524.13281,17042.85938
Q9BPX6,MICU1,780.4307861,NaN,360.5475159,346.5801392,1004.617615,892.260376,13263.12109,15820.30469,16712.375,13708.125,15094.24219,15981.68945
Q9BPZ7,MAPKAP1,Filtered,Filtered,Filtered,Filtered,507.3562012,407.965271,2383.710693,2067.989502,2656.070801,2687.652588,2715.571777,3382.390381
Q9BQ15,NABP2,Filtered,Filtered,Filtered,Filtered,842.0188599,Filtered,9400.442383,9393.464844,10613.58594,9705.59668,9974.533203,6705.328125
Q9BQ39,DDX50,207.421875,NaN,Filtered,482.9874268,1438.485718,1168.461182,10436.22656,12009.52637,13468.79492,13376.37012,12489.0752,13468.68457
Q9BQ48,MRPL34,15829.11621,13553.24316,20325.9375,14762.25,25955.14844,18377.88672,14667.19922,17210.7793,16223.71582,16586.15234,17264.32031,20485.72266
Q9BQ52,ELAC2,Filtered,Filtered,Filtered,Filtered,1091.009033,Filtered,1511.126221,1809.253662,2004.469482,2681.415039,2995.509521,1821.088989
Q9BQ61,TRIR,1213.071045,1033.715942,1083.53479,509.2778015,2355.547119,1356.911133,7237.499023,6650.616211,11690.47949,8909.136719,9753.12207,11457.20996
Q9BQ67,GRWD1,611.2174683,291.2379761,Filtered,359.7828979,1721.660767,Filtered,1539.013428,2897.827393,2684.374756,1652.78418,3418.584961,2622.425049
Q9BQ70,TCF25,NaN,Filtered,NaN,NaN,527.6764526,656.4177856,3317.388672,3478.437256,3697.70166,4039.242676,3988.568115,4986.882324
Q9BQ75,CMSS1,692.055603,603.3544922,327.6541138,501.7587585,1467.231323,1195.064575,14457.00977,16429.45117,18817.5,16749.82617,18597.61719,19741.93945
Q9BQ95,ECSIT,Filtered,Filtered,Filtered,Filtered,421.2699585,Filtered,21550.69922,3682.737549,4989.000977,4123.824219,13738.23535,12045.41406
Q9BQA1,WDR77,1161.061035,836.350708,1771.02417,1199.329102,2295.442871,1821.373413,4216.689941,4616.041016,4696.813477,5883.605469,4709.962402,6559.553711
Q9BQB6,VKORC1,734.4677124,279.8241882,563.8635864,786.7584839,3276.401611,1541.476196,6490.668945,7998.295898,9579.834961,8524.052734,9638.25293,9773.959961
Q9BQC6,MRPL57,Filtered,Filtered,NaN,NaN,Filtered,Filtered,2460.899414,1700.746704,2319.286133,1304.913574,2154.467773,3006.858887
Q9BQE4,SELENOS,392.2510986,1103.224609,325.2571716,389.163269,1807.230713,626.5863647,2974.387939,3467.111084,3028.722412,4496.108887,4910.597656,2978.33667
Q9BQG0,MYBBP1A,655.8173218,544.6149292,608.7758789,724.4594727,1199.546143,999.9509888,6085.721191,8209.139648,7988.936035,7602.615234,7848.632813,8859.701172
Q9BQQ3,GORASP1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2900.814209,4417.313965,3884.928711,2588.232178,3639.750732,4396.812988
Q9BR39,JPH2,441.7311096,Filtered,Filtered,Filtered,Filtered,Filtered,3610.162354,3995.930908,4024.771729,4485.494141,2889.346436,4558.046387
Q9BRD0,BUD13,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3418.644287,4740.178223,4089.994141,3985.544922,3622.279053,4728.79834
Q9BRJ2,MRPL45,1200.614502,1388.562378,2107.827881,945.8538818,2986.319336,2094.713379,18525.94336,21615.10938,22177.32813,22196.28516,22535.44336,23777.45117
Q9BRJ6,C7orf50,2235.03418,4343.669922,4600.064941,2781.540039,7147.644531,5690.88623,16373.80762,18291.21875,17548.95313,19133.31055,18275.53711,21303.02344
Q9BRJ7,NUDT16L1,699.4008179,NaN,1354.779541,Filtered,925.0187378,1297.949707,18364.14258,21566.32227,23106.92383,20282.43945,21703.70703,23896.61328
Q9BRP8,PYM1,1306.9552,752.1181641,1532.298462,505.0709229,1895.368408,1775.703125,14040.37402,17049.25781,16750.78711,15284.78027,15341.58984,17710.37109
Q9BRQ0,PYGO2,1915.90686,1689.386963,1821.678345,2672.275146,5237.110352,6444.644531,1876.38208,1792.09375,2175.492676,3605.992432,1837.974731,3528.930176
Q9BRT6,LLPH,617.2028198,968.343689,854.5704346,281.8395081,Filtered,854.6069946,1865.1427,4690.3125,2880.905273,3669.024658,4987.714355,7076.126465
Q9BRX2,PELO,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1390.251831,1359.201538,757.7259521,Filtered,1331.838501,936.3630981
Q9BRX9,WDR83,Filtered,358.1070557,421.8514709,Filtered,959.7617188,Filtered,1541.31311,1121.247925,2042.408081,1857.107056,1757.538208,1524.120239
Q9BRZ2,TRIM56,586.4806519,815.4852905,Filtered,559.77948,1485.779419,388.0013428,8142.848145,10467.09668,9477.727539,10678.38281,8302.244141,10720.38379
Q9BSC4,NOL10,906.9078369,Filtered,289.1322632,Filtered,709.6153564,882.1342773,6581.335938,7677.375,8588.048828,7933.369141,7905.401855,8617.007813
Q9BSD7,NTPCR,5576.665527,4780.432129,5872.953613,4041.667236,10750.99902,10873.31152,40115.25,43955.54688,47538.32422,47628.40234,44466.29688,48638.52344
Q9BSJ2,TUBGCP2,235.4851074,494.176239,652.1466064,328.2696228,1324.799561,761.7828369,9098.02832,10695.98926,9648.579102,9262.149414,10209.05957,9502.563477
Q9BSJ6,PIMREG,381.2177429,NaN,170.2407227,513.3372192,1925.538818,1467.756348,2391.46582,3529.264648,3995.259766,2896.35083,2571.619629,3199.160156
Q9BSJ8,ESYT1,1383.434814,592.4492188,1388.407837,491.7854919,6694.543945,1560.678833,6858.090332,6702.043457,6858.11377,7790.000488,6574.206543,8327.972656
Q9BSR8,YIPF4,NaN,Filtered,2929.522705,584.2641602,2942.561768,1002.973511,3383.336914,3471.127441,3985.895264,2755.714111,2572.795166,1441.187012
Q9BSV6,TSEN34,Filtered,Filtered,Filtered,Filtered,373.0511169,Filtered,3373.934326,4330.466309,3694.720459,3016.399414,2896.277344,3108.013184
Q9BT17,MTG1,Filtered,Filtered,622.6525879,Filtered,823.010498,Filtered,6224.75293,8509.710938,9334.591797,10630.16992,9237.162109,9920.791016
Q9BT78,COPS4,Filtered,Filtered,Filtered,Filtered,2335.488525,Filtered,Filtered,Filtered,Filtered,Filtered,1334.249634,Filtered
Q9BTA9,WAC,Filtered,Filtered,Filtered,NaN,NaN,NaN,579.897583,725.664856,537.96698,426.4737244,NaN,431.7408447
Q9BTC0,DIDO1,589.5720825,418.3634949,413.3469238,412.1274414,437.7418213,NaN,3137.390381,4716.880371,3338.54248,4484.52832,3623.236084,4751.609375
Q9BTD8,RBM42,1412.362671,902.6757813,388.0585327,579.2565308,1829.976318,1410.775635,8704.541992,14013.48438,19420.58789,13924.16699,20351.98828,16481.65039
Q9BTF0,THUMPD2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,515.5700684,1229.751587,838.7642822,877.8694458,2142.632324,Filtered
Q9BTL3,RAMAC,Filtered,Filtered,Filtered,Filtered,1020.474792,Filtered,28381.2168,27745.81055,32625.49023,31291.24023,32600.54102,32813.65625
Q9BTT4,MED10,Filtered,Filtered,Filtered,Filtered,251.0089417,Filtered,5449.892578,5388.745605,5945.439453,5998.905273,7612.109863,7218.066895
Q9BTV4,TMEM43,1803.470459,1552.788452,2229.515381,1367.717163,5276.251465,3516.880371,20733.54102,24352.35156,25272.00781,25183.76172,25584.05273,25931.92188
Q9BTX1,NDC1,640.8215942,Filtered,435.7704468,Filtered,1250.487061,745.4567871,4049.441895,4221.929688,4904.227539,2664.015869,4010.165283,4359.882813
Q9BU23,LMF2,Filtered,Filtered,Filtered,Filtered,1109.819214,Filtered,1906.526367,1658.282959,3615.38208,1567.621582,2434.760498,4427.259277
Q9BU76,MMTAG2,4946.959473,4423.275879,4886.758301,5610.275879,9633.113281,7279.558594,55849.9375,61120.64453,55711.89063,60002.21484,58861.02344,64651.03516
Q9BUB7,TMEM70,NaN,339.5872803,Filtered,Filtered,560.9483032,414.6341248,1886.275391,1804.370483,2227.457275,2591.311768,2639.947998,1912.906616
Q9BUE0,MED18,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2088.19751,2853.105957,2586.691406,2995.515625,2697.296143,2358.488525
Q9BUF5,TUBB6,3594.571533,3560.76416,3760.478271,2869.760986,10607.49414,6500.841309,11514.7666,13558.27344,12371.81738,11523.77539,12522.78906,13418.05273
Q9BUI4,POLR3C,8711.654297,157050.6719,NaN,Filtered,18387.5293,52367.66016,68281.35156,95599.66406,84146.02344,94873.92188,102194.8594,82656.07813
Q9BUJ2,HNRNPUL1,970.8243408,1161.157959,1827.436157,1272.021484,2524.35498,1947.99707,17830.52148,21349.64063,22132.23633,22163.68164,23073.08789,22835.30273
Q9BUL9,RPP25,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2278.628906,2826.973145,2973.82373,3186.544434,2457.882324,3505.848633
Q9BUN8,DERL1,499.6904907,NaN,517.7579346,555.3556519,3086.827881,892.1138916,6383.442383,8407.349609,6687.074707,7704.935547,7255.260254,8111.723633
Q9BUQ8,DDX23,3946.208008,3283.685791,3365.827881,4121.072754,6178.786621,5487.383789,89316.65625,97742.36719,100340.8906,106435.1172,99385.5,115212.9531
Q9BUT9,MCRIP2,Filtered,2389.758057,434.607666,Filtered,Filtered,Filtered,2374.77832,2671.275391,3884.215576,3193.685059,2479.848145,2937.310059
Q9BUV8,RAB5IF,460.7986145,Filtered,NaN,332.1756592,343.4156494,582.052124,7841.334961,6949.856445,8449.875977,8794.078125,7882.17041,10125.25879
Q9BUZ4,TRAF4,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1266.977905,1630.261841,1802.888916,774.4830322,1824.722778,1822.613159
Q9BV38,WDR18,Filtered,215.9618073,743.3294067,Filtered,Filtered,Filtered,3863.212158,5289.105469,4328.886719,4116.104004,5016.040527,5206.938477
Q9BV81,EMC6,645.2429199,2048.23999,1453.361328,969.2105713,4158.504395,2736.916504,32277.81836,38540.12891,40155.0625,39415.5625,43240.80859,41601.17969
Q9BV94,EDEM2,1025.97937,759.2224731,1367.054688,1173.53125,1544.089722,1377.420654,5165.816406,6262.510742,6643.274414,5028.222656,7083.847168,5369.960938
Q9BVA0,KATNB1,Filtered,520.5955811,725.928894,Filtered,1166.365845,637.0256958,5548.787598,6175.427246,6886.782227,6382.066406,6951.745117,6482.260742
Q9BVC3,DSCC1,NaN,Filtered,NaN,Filtered,Filtered,Filtered,4562.047852,4589.518555,5908.810547,4501.095215,5200.639648,5750.695801
Q9BVC5,C2orf49,NaN,NaN,NaN,NaN,433.9182129,NaN,10675.66406,11703.96875,12130.08398,12387.4082,12025.72949,12482.42773
Q9BVC6,TMEM109,947.2414551,762.5088501,1524.72229,1499.206909,4818.578125,1827.234863,10666.62695,13480.26367,11750.70996,14175.49414,14481.44727,14619.98242
Q9BVG8,KIFC3,641.3599243,282.0986328,NaN,1333.13916,6572.518066,1220.382813,1612.678467,2892.402344,3728.022217,2346.599854,3345.058105,2899.420654
Q9BVI4,NOC4L,6555.113281,1615.837646,5505.439941,2401.091064,2232.819336,9260.368164,10599.29395,13426.87012,13470.69141,12488.62305,15810.99902,12597.74316
Q9BVJ6,UTP14A,201.2910614,180.1464691,98.71352386,1367.506226,870.1090088,227.5565643,4468.22998,5072.604492,5327.606445,5296.80957,5353.430176,5067.812012
Q9BVK2,ALG8,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1194.891235,1402.938843,1932.956299,914.3405151,1913.650757,2269.186279
Q9BVK6,TMED9,3469.272217,2112.803467,2698.790771,2605.623779,15105.09863,5469.375977,28291.625,34826.76172,36405.64063,30336.48828,35972.41797,37618.22266
Q9BVP2,GNL3,1388.23938,895.3934937,1431.129883,937.4801636,2472.561768,1859.307129,17567.20703,22262.88867,23950.29297,22586.53516,23668.70117,23888.07227
Q9BVQ7,SPATA5L1,Filtered,Filtered,NaN,304.3106384,830.9345703,274.5920105,1331.867676,1556.798218,1710.242676,1812.251587,2020.268433,1967.954224
Q9BVS4,RIOK2,159.2832642,Filtered,Filtered,NaN,480.9094849,NaN,2613.317383,2358.275146,3028.907715,2674.783936,2615.267334,3246.651367
Q9BVS5,TRMT61B,Filtered,Filtered,NaN,Filtered,5688.560547,Filtered,7841.529297,9482.183594,10471.1416,8791.353516,8935.928711,9777.100586
Q9BVT8,TMUB1,674.5985107,Filtered,580.9904175,Filtered,1129.755615,817.5230713,4714.060547,5483.312988,5451.885254,5465.074707,4905.509277,6190.867188
Q9BVV7,TIMM21,Filtered,NaN,426.3598328,NaN,389.2144775,325.7922363,2962.544678,3454.810547,4273.817383,2992.933838,3761.967041,4083.203369
Q9BW19,KIFC1,1515.785034,1110.934692,1586.765503,1133.709717,2014.352539,2296.382324,41213.11328,46718.48047,54025.63672,50148.48828,52833.77734,55441.01953
Q9BW92,TARS2,1143.19165,240.2503967,Filtered,1032.338135,1976.234863,Filtered,2689.024658,2593.810791,2947.067627,2848.80127,2770.050781,2821.276367
Q9BWC9,CCDC106,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,4243.535156,4760.625,5347.69873,5761.70752,5231.779297,5463.374023
Q9BWE0,REPIN1,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,1500.306274,1488.070801,940.6782837,496.7883606,1713.080566,721.1543579
Q9BWF3,RBM4,1411.919189,1644.507446,1779.292847,2249.927734,4327.289551,2805.435059,21925.30664,26073.8457,27052.09961,26823.16406,24682.13477,29305.38672
Q9BWG4,SSBP4,Filtered,91.18965912,Filtered,Filtered,Filtered,Filtered,1228.836792,1607.639282,1253.457031,1097.644775,977.9693604,1493.216187
Q9BWG6,SCNM1,823.928894,950.7489624,Filtered,1326.101318,1451.754272,1920.281738,3645.29834,4020.654053,4758.10498,5174.660645,4512.414063,4479.804199
Q9BWJ5,SF3B5,784.8438721,NaN,335.0018005,330.3965149,1233.2229,1278.246338,6964.03125,7314.241211,8997.757813,8038.727051,8249.834961,9464.986328
Q9BWM7,SFXN3,1481.877808,1808.371704,2627.025146,2205.261475,6036.179688,5976.706543,8194.22168,8468.112305,8670.195313,9152.717773,8933.942383,9251.126953
Q9BWT3,PAPOLG,Filtered,Filtered,Filtered,Filtered,1811.054932,Filtered,5517.84082,6366.476563,6339.954102,6051.26416,6527.617676,6768.88916
Q9BWT7,CARD10,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,4220.615234,6967.098145,1382.009155,8233.503906,2574.250244,8147.080566
Q9BWW4,SSBP3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1799.14209,3259.23999,2175.129883,3546.969482,1716.871704,3496.322021
Q9BX10,GTPBP2,Filtered,2.509096146,Filtered,Filtered,Filtered,Filtered,3272.018066,3566.783203,3227.543701,3243.434814,4434.140137,3390.990723
Q9BX40,LSM14B,NaN,NaN,NaN,NaN,491.073822,NaN,5110.491699,6031.725586,6419.398438,6332.227539,6144.183594,6879.071289
Q9BX46;Q9H0Z9,RBM24;RBM38,Filtered,Filtered,Filtered,Filtered,2755.359863,2356.240479,4195.438477,4447.82959,3708.908691,5097.742188,5140.651855,5273.766602
Q9BX69,CARD6,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,1230.347046,588.5674438,1805.622803,1798.835938,1063.716064,1070.036743
Q9BXB5,OSBPL10,250.621582,Filtered,NaN,Filtered,625.9279785,645.5050049,1200.59375,1669.690308,1599.554199,2473.340088,2036.493286,1797.241455
Q9BXF6,RAB11FIP5,386.7879944,NaN,322.8466797,298.384552,837.8855591,494.8481445,6974.787598,8199.780273,7207.976074,8389.575195,7707.230957,10782.9375
Q9BXI6,TBC1D10A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,784.0179443,1413.413818,1752.022705,Filtered,2310.82251,2247.096191
Q9BXK1,KLF16,529.4055176,593.406189,331.0107727,668.3635254,698.5739746,1245.47229,10217.0166,9373.445313,10637.13379,11388.59766,9299.419922,11110.8418
Q9BXP5,SRRT,2745.072266,2877.135986,3116.221191,3734.532471,7905.344238,4730.120605,23475.43359,27650.79883,30311.31055,29937.23438,30397.7168,35484.94531
Q9BXS6,NUSAP1,2923.002686,2916.501465,2382.946533,2522.952637,3636.793701,2951.821045,45693.82031,55608.94141,57492.73828,59947.83594,52008.76563,56523.38672
Q9BY12,SCAPER,Filtered,Filtered,NaN,NaN,Filtered,Filtered,3528.969727,4311.690918,3164.789063,3253.428467,3088.349854,4010.465088
Q9BY44,EIF2A,4340.055176,3936.654297,5012.542969,4447.824707,9136.796875,7407.503418,128879.3203,141992.125,153825.0625,146067.0469,154951.0313,163050.8281
Q9BY77,POLDIP3,2432.386475,2255.355713,2279.670654,2318.753662,4418.409668,4120.690918,36904.28516,43022.95703,42343.41016,44266.32031,40466.28125,47248.76172
Q9BY89,KIAA1671,1641.122559,1877.89563,1243.395386,1646.064819,3074.233887,2823.250244,5075.639648,6035.916016,5690.832031,6923.125,5745.651367,7146.219238
Q9BYC8,MRPL32,Filtered,Filtered,875.852417,179.1155701,Filtered,1199.013794,11096.24219,6160.352539,2392.272949,2543.26416,11809.75293,3296.316895
Q9BYC9,MRPL20,NaN,Filtered,NaN,Filtered,NaN,NaN,2643.190186,2729.163574,2692.631836,2966.484375,2870.782227,2960.560059
Q9BYD1,MRPL13,346.6465759,NaN,1382.307861,NaN,3002.06958,1083.941772,11140.2041,11713.45215,14632.57031,13180.21094,13569.62988,15068.37012
Q9BYD2,MRPL9,808.880188,944.1408691,834.1031494,928.1572876,3235.973145,1950.754517,17643.80273,19249.87305,22135.74219,18153.99805,21232.86719,21628.19727
Q9BYD3,MRPL4,243.5270691,NaN,269.2161255,348.6788025,1453.095947,355.045166,9210.705078,11573.67969,10226.74219,9409.999023,10750.07422,10997.25195
Q9BYD6,MRPL1,5538.722656,792.9262695,NaN,196.3045044,4307.005371,786.6482544,10512.13281,10653.7627,12885.58203,11953.13672,11910.40723,13985.67871
Q9BYG3,NIFK,137.65448,690.9827881,313.8061829,550.0652466,578.7963257,585.336731,10563.38672,12122.95703,12320.29297,11727.7666,11876.38086,14214.55664
Q9BYJ9,YTHDF1,7198.615234,8191.908691,8858.143555,8929.236328,13716.22656,15189.78906,42256.76172,53294.35156,52149.63672,55608.69531,54424,61421.29688
Q9BYK8,HELZ2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1002.133789,793.2142334,1056.761841,548.4926758,731.1820068,1045.731567
Q9BYN8,MRPS26,348.0202332,357.870697,675.675415,503.0808411,1217.137573,334.1568604,7062.630371,10501.30078,10884.5791,9770.618164,11091.59473,10377.06641
Q9BYW2,SETD2,4443.813965,6074.450195,8633.777344,7145.723633,10623.70996,10422.20605,25407.92969,26925.92188,26008.04102,27989.68555,27221.38281,24717.5293
Q9BZ29,DOCK9,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4056.801514,4745.405273,5297.941406,4433.907227,5873.182617,5236.102539
Q9BZE1,MRPL37,709.276123,359.1193542,776.3945923,554.8682251,1586.93811,499.7736206,3873.286621,4409.754395,5700.117188,5651.276855,5639.276855,5300.223145
Q9BZE4,GTPBP4,5587.207031,5208.242188,4821.306152,4829.456055,8300.930664,6179.92627,66697.82031,77711.28125,75741.67969,77861.29688,77148.74219,77935.89844
Q9BZF1,OSBPL8,1553.196289,1305.971802,1139.909424,1936.051147,3349.795654,3366.852051,8355.882813,10705.4873,9789.728516,8913.522461,9667.869141,10002.75293
Q9BZF9,UACA,2114.118164,700.6593628,841.1012573,1301.131958,1671.47583,942.3114624,2373.65625,1648.37561,2240.903076,1459.847412,1025.511353,1920.392456
Q9BZG1,RAB34,Filtered,375.040802,218.7882385,NaN,1591.69873,Filtered,641.3793945,559.0211182,541.2647095,566.1248169,515.723938,833.348999
Q9BZH6,WDR11,Filtered,339.999176,Filtered,Filtered,982.8369751,327.2184143,5483.091797,5334.914551,4832.584961,5314.729492,4988.190918,4424.385742
Q9BZI7,UPF3B,Filtered,5170.541016,4726.679688,6264.753906,1664.603271,5119.26416,27222.44531,27938.56055,30736.59766,29110.16016,32775.96094,32338.53125
Q9BZJ0,CRNKL1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2009.114502,1360.251343,1867.603516,2219.829834,2217.486816,2965.848877
Q9BZK7,TBL1XR1,8536.541992,10137.81836,10770.02246,9503.697266,16736.16992,20990.9082,10704.9873,11584.91113,13292.74219,10986.11719,13853.3252,14033.2666
Q9BZL4,PPP1R12C,NaN,780.2747192,1312.922607,2215.080566,1479.48877,328.8706055,2071.614746,2028.487793,3492.912109,1657.037964,1322.132202,2224.245361
Q9BZZ5,API5,1339.493408,Filtered,965.5141602,573.5012817,1644.544067,Filtered,9462.422852,9462.316406,11429.79883,10919.69434,10236.5166,10877.54492
Q9C075,KRT23,1170.171875,Filtered,340.4876099,Filtered,1285.786621,Filtered,625.9125366,512.0204468,1463.328613,843.09375,Filtered,1721.697266
Q9C086,INO80B,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,925.2990112,NaN,1966.370605,1946.829834,1048.189697,2043.166138
Q9C0B0,UNK,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,3463.66626,4146.341797,4600.135742,4156.367188,3855.439697,3815.416748
Q9C0B9,ZCCHC2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,857.4863281,1090.437988,369.9402466,1196.375488,1248.106079,945.4514771
Q9C0C2,TNKS1BP1,360.1775208,656.0789795,703.5828857,839.0001831,1892.755371,830.1207275,5443.404785,6466.07666,7220.719238,6759.9375,5370.075684,7434.503418
Q9C0D5,TANC1,473.650177,3752.676514,408.6640015,3875.832764,2039.526978,1878.417358,12309.16797,15349.21289,15890.57129,15911.86719,14508.49707,17264.6543
Q9C0D9,SELENOI,Filtered,1.017951965,Filtered,Filtered,1423.483521,Filtered,3252.793457,4167.118652,4476.163574,3225.734375,4617.454102,4089.958496
Q9C0J8,WDR33,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,6971.277832,8576.625,8257.367188,9007.555664,8357.116211,9593.608398
Q9GZM5,YIPF3,Filtered,Filtered,NaN,Filtered,1660.587402,568.9124146,1763.060303,3212.371338,4465.235352,3785.256348,4055.114014,3558.875
Q9GZM7,TINAGL1,Filtered,Filtered,Filtered,Filtered,873.9516602,Filtered,1500.484497,4565.061523,2106.288574,1602.104126,1633.169678,1161.223755
Q9GZP8,IMUP,1254.819702,325.6127014,986.2929688,205.6138458,1732.805908,1101.098999,658.131897,1527.557983,1736.290161,1667.267578,1080.686157,2742.411865
Q9GZP9,DERL2,2600.572754,2315.070557,Filtered,1850.776978,4466.052734,5584.306641,17903.5957,19624.87891,12203.09961,20022.23438,9852.243164,11531.58691
Q9GZR1,SENP6,Filtered,Filtered,Filtered,Filtered,7619.01123,300.9214172,7416.273926,6211.334961,6496.501953,6773.628418,6693.851563,6617.232422
Q9GZR2,REXO4,760.5413208,389.0163574,1530.770142,Filtered,NaN,NaN,2855.208984,2615.660156,2994.73877,3145.526367,3115.822266,3000.770264
Q9GZR7,DDX24,812.1506958,NaN,290.1253052,428.9212036,870.1016846,448.2923889,2320.067139,2691.408447,3314.873047,3002.691406,1975.349976,2927.436768
Q9GZS1,POLR1E,418.4787292,419.9516602,606.4966431,610.3045044,776.8926392,612.8634033,27960.50781,31456.5918,30600.49023,33935.70703,30425.20313,35723.87891
Q9GZS3,WDR61,552.7699585,2878.320313,NaN,NaN,1502.69043,1104.024536,11094.80664,12132.18164,14388.09375,12150.9541,13467.28906,12737.24414
Q9GZT3,SLIRP,5386.85498,3954.859375,4373.298828,5260.291016,13890.76074,9876.711914,212903.9531,264223.5938,251016.0469,241663.1719,260890.5625,291086.0313
Q9GZT9,EGLN1,Filtered,Filtered,Filtered,Filtered,258.0679626,Filtered,4368.165039,4547.525391,4254.227539,4322.986328,2732.675781,4934.71582
Q9GZU3,TMEM39B,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2925.520996,4917.927246,4062.501953,4026.63501,5006.20752,4690.70752
Q9GZY8,MFF,NaN,NaN,NaN,175.5453949,1183.623657,544.5080566,1702.513184,1914.916748,2078.410889,1769.195557,2237.064941,2377.808838
Q9GZZ1,NAA50,519.1843872,Filtered,454.9227295,Filtered,3258.92627,936.2704468,6970.476074,8298.503906,9160.054688,8864.546875,6201.256348,6167.01416
Q9H000,MKRN2,Filtered,186.8393097,Filtered,348.4169922,638.6680908,Filtered,13886.9043,15794.65625,16208.00195,16419.41211,16983.64063,17038.18945
Q9H019,MTFR1L,3228.671875,2641.803223,2791.343262,3282.670166,4568.098145,5015.972656,5267.79248,3359.230225,3798.567383,3425.852295,3150.299805,3937.306152
Q9H061,TMEM126A,1005.855469,813.5372925,663.0357666,358.0999146,2191.943848,1537.849121,5740.532227,6684.776855,6249.62793,6384.528809,6579.391602,7891.261719
Q9H078,CLPB,1480.515503,406.6844482,965.9655762,676.0640259,1287.018921,1364.602173,14866.20313,17878.32617,18038.82813,20371.09961,18268.46484,20544.86719
Q9H079,KATNBL1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,317.522644,NaN,NaN,498.8738098,589.2080078,514.0437012
Q9H089,LSG1,1258.631348,1486.118652,1656.869019,1342.675659,2026.156128,2014.601318,27375.16406,33065.78516,35797.59766,33022.62109,33393.26953,35418.74219
Q9H0A0,NAT10,1238.535645,1047.418457,1157.874146,1497.282959,1701.020996,1790.976196,33566.66016,40165.66016,41502.25391,40189.14844,37622.46484,43217.53906
Q9H0D6,XRN2,1867.510498,1416.843628,1806.285034,1898.918335,2959.524658,2705.42749,39277.11719,48043.36328,46853.75391,49637.34375,43668.03906,53284.51172
Q9H0E3,SAP130,Filtered,Filtered,622.7636108,278.1667786,Filtered,Filtered,1600.059326,2973.430664,4029.024902,3077.886475,2726.894287,3458.012207
Q9H0G5,NSRP1,1493.515503,661.7791138,1300.132446,1579.274902,2965.366211,3513.375732,10908.0127,13535.14844,12670.29102,14643.26855,11306.20996,16467.63867
Q9H0H5,RACGAP1,2801.334473,2377.115479,2609.559814,2984.607422,3046.187988,2823.097168,33893.65625,39263.42969,36841.5625,37523.71875,35604.92188,42110.21484
Q9H0I2,ENKD1,Filtered,351.4264526,Filtered,Filtered,401.5719299,1143.063965,1921.222778,733.8253784,1645.995605,2268.264648,2123.04541,2290.40625
Q9H0J9,PARP12,NaN,763.7019653,1153.253784,906.961731,3138.111084,1139.239014,22899.75586,25039.56641,25742.16406,28112.56641,25280.72461,27585.62891
Q9H0L4,CSTF2T,Filtered,NaN,Filtered,Filtered,954.9118042,2435.003906,2956.20752,4803.881836,6440.400879,4387.648438,2960.565918,6295.853516
Q9H0S4,DDX47,2463.183105,2651.469238,3236.755615,2783.939453,7802.497559,6094.489746,58474.26563,65233.97266,72717.20313,64591.08203,72717.03906,74556.00781
